,sample_code,station_no,site,seaweed,date,day,month,year,otu_id,abundance
,,,,,,,,,,
17394,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
18464,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
19534,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
20604,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
21674,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
22744,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
23814,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
24884,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
25954,Pabay_21_3_22_1,1,Pabay,Alaria,21/03/2022,21,3,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
27024,Pabay_21_3_22_2,2,Pabay,Alaria,21/03/2022,21,3,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
28094,Pabay_21_3_22_3,3,Pabay,Alaria,21/03/2022,21,3,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
29164,Pabay_22_5_22_1,1,Pabay,Alaria,22/05/2022,22,5,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
30234,Pabay_22_5_22_2,2,Pabay,Alaria,22/05/2022,22,5,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
31304,Pabay_22_5_22_3,3,Pabay,Alaria,22/05/2022,22,5,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
32374,Pabay_25_2_22_1,1,Pabay,Alaria,25/02/2022,25,2,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
33444,Pabay_25_2_22_2,2,Pabay,Alaria,25/02/2022,25,2,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
34514,Pabay_25_2_22_3,3,Pabay,Alaria,25/02/2022,25,2,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
35584,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
36654,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
37724,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
38794,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,clytia_sp_2_afc_2016_282,NA
,,,,,,,,,,
39864,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,clytia_sp_2_afc_2016_282,NA
,,,,,,,,,,
40934,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,clytia_sp_2_afc_2016_282,NA
,,,,,,,,,,
42004,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
43074,Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
44144,Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
45214,Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
46284,Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
47354,Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
48424,Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
49494,Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
50564,Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,clytia_sp_2_afc_2016_282,0.001250156
,,,,,,,,,,
51634,Pabay_7_5_22_1,1,Pabay,Alaria,07/05/2022,7,5,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
52704,Pabay_7_5_22_2,2,Pabay,Alaria,07/05/2022,7,5,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
53774,Pabay_7_5_22_3,3,Pabay,Alaria,07/05/2022,7,5,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
54844,Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
55914,Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
56984,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
58054,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
59124,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
60194,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
61264,Scalpay_15_6_21_1,1,Scalpay,Alaria,15/06/2021,15,6,2021,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
62334,Scalpay_15_6_21_2,2,Scalpay,Alaria,15/06/2021,15,6,2021,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
63404,Scalpay_15_6_21_3,3,Scalpay,Alaria,15/06/2021,15,6,2021,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
64474,Scalpay_15_6_21_4,4,Scalpay,Alaria,15/06/2021,15,6,2021,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
65544,Scalpay_15_6_21_5,5,Scalpay,Alaria,15/06/2021,15,6,2021,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
66614,Scalpay_21_12_21_1,1,Scalpay,Alaria,21/12/2021,21,12,2021,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
67684,Scalpay_21_12_21_2,2,Scalpay,Alaria,21/12/2021,21,12,2021,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
68754,Scalpay_21_12_21_3,3,Scalpay,Alaria,21/12/2021,21,12,2021,clytia_sp_2_afc_2016_282,0
,,,,,,,,,,
392,Pabay_10_12_21_1,1,Pabay,Alaria,10/12/2021,10,12,2021,corvomeyenia_everetti,0
,,,,,,,,,,
1462,Pabay_10_12_21_2,2,Pabay,Alaria,10/12/2021,10,12,2021,corvomeyenia_everetti,0
,,,,,,,,,,
2532,Pabay_10_12_21_3,3,Pabay,Alaria,10/12/2021,10,12,2021,corvomeyenia_everetti,0
,,,,,,,,,,
3602,Pabay_10_4_22_1,1,Pabay,Alaria,10/04/2022,10,4,2022,corvomeyenia_everetti,0
,,,,,,,,,,
4672,Pabay_10_4_22_2,2,Pabay,Alaria,10/04/2022,10,4,2022,corvomeyenia_everetti,0
,,,,,,,,,,
5742,Pabay_10_4_22_3,3,Pabay,Alaria,10/04/2022,10,4,2022,corvomeyenia_everetti,0
,,,,,,,,,,
6812,Pabay_13_11_21_1,1,Pabay,Alaria,13/11/2021,13,11,2021,corvomeyenia_everetti,0
,,,,,,,,,,
7882,Pabay_13_11_21_2,2,Pabay,Alaria,13/11/2021,13,11,2021,corvomeyenia_everetti,0
,,,,,,,,,,
8952,Pabay_13_11_21_3,3,Pabay,Alaria,13/11/2021,13,11,2021,corvomeyenia_everetti,0.032187393
,,,,,,,,,,
10022,Pabay_14_1_22_1,1,Pabay,Alaria,14/01/2022,14,1,2022,corvomeyenia_everetti,0
,,,,,,,,,,
11092,Pabay_14_1_22_2,2,Pabay,Alaria,14/01/2022,14,1,2022,corvomeyenia_everetti,0
,,,,,,,,,,
12162,Pabay_14_1_22_3,3,Pabay,Alaria,14/01/2022,14,1,2022,corvomeyenia_everetti,0
,,,,,,,,,,
13232,Pabay_15_6_21_1,1,Pabay,Alaria,15/06/2021,15,6,2021,corvomeyenia_everetti,0
,,,,,,,,,,
14302,Pabay_15_6_21_2,2,Pabay,Alaria,15/06/2021,15,6,2021,corvomeyenia_everetti,0
,,,,,,,,,,
15372,Pabay_15_6_21_3,3,Pabay,Alaria,15/06/2021,15,6,2021,corvomeyenia_everetti,0
,,,,,,,,,,
16442,Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,corvomeyenia_everetti,0
,,,,,,,,,,
17512,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,corvomeyenia_everetti,0
,,,,,,,,,,
18582,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,corvomeyenia_everetti,0
,,,,,,,,,,
19652,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,corvomeyenia_everetti,0
,,,,,,,,,,
20722,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,corvomeyenia_everetti,0
,,,,,,,,,,
21792,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,corvomeyenia_everetti,0
,,,,,,,,,,
22862,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,corvomeyenia_everetti,0
,,,,,,,,,,
23932,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,corvomeyenia_everetti,0
,,,,,,,,,,
25002,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,corvomeyenia_everetti,0
,,,,,,,,,,
26072,Pabay_21_3_22_1,1,Pabay,Alaria,21/03/2022,21,3,2022,corvomeyenia_everetti,0
,,,,,,,,,,
27142,Pabay_21_3_22_2,2,Pabay,Alaria,21/03/2022,21,3,2022,corvomeyenia_everetti,0
,,,,,,,,,,
28212,Pabay_21_3_22_3,3,Pabay,Alaria,21/03/2022,21,3,2022,corvomeyenia_everetti,0
,,,,,,,,,,
29282,Pabay_22_5_22_1,1,Pabay,Alaria,22/05/2022,22,5,2022,corvomeyenia_everetti,0
,,,,,,,,,,
30352,Pabay_22_5_22_2,2,Pabay,Alaria,22/05/2022,22,5,2022,corvomeyenia_everetti,0
,,,,,,,,,,
31422,Pabay_22_5_22_3,3,Pabay,Alaria,22/05/2022,22,5,2022,corvomeyenia_everetti,0
,,,,,,,,,,
32492,Pabay_25_2_22_1,1,Pabay,Alaria,25/02/2022,25,2,2022,corvomeyenia_everetti,0
,,,,,,,,,,
33562,Pabay_25_2_22_2,2,Pabay,Alaria,25/02/2022,25,2,2022,corvomeyenia_everetti,0
,,,,,,,,,,
34632,Pabay_25_2_22_3,3,Pabay,Alaria,25/02/2022,25,2,2022,corvomeyenia_everetti,0
,,,,,,,,,,
35702,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,corvomeyenia_everetti,0
,,,,,,,,,,
36772,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,corvomeyenia_everetti,0
,,,,,,,,,,
37842,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,corvomeyenia_everetti,0
,,,,,,,,,,
38912,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,corvomeyenia_everetti,NA
,,,,,,,,,,
39982,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,corvomeyenia_everetti,NA
,,,,,,,,,,
41052,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,corvomeyenia_everetti,NA
,,,,,,,,,,
42122,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,corvomeyenia_everetti,0
,,,,,,,,,,
43192,Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,corvomeyenia_everetti,0
,,,,,,,,,,
44262,Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,corvomeyenia_everetti,0
,,,,,,,,,,
45332,Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,corvomeyenia_everetti,0
,,,,,,,,,,
46402,Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,corvomeyenia_everetti,0
,,,,,,,,,,
47472,Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,corvomeyenia_everetti,0
,,,,,,,,,,
48542,Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,corvomeyenia_everetti,0
,,,,,,,,,,
49612,Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,corvomeyenia_everetti,0
,,,,,,,,,,
50682,Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,corvomeyenia_everetti,0
,,,,,,,,,,
51752,Pabay_7_5_22_1,1,Pabay,Alaria,07/05/2022,7,5,2022,corvomeyenia_everetti,0
,,,,,,,,,,
52822,Pabay_7_5_22_2,2,Pabay,Alaria,07/05/2022,7,5,2022,corvomeyenia_everetti,0
,,,,,,,,,,
53892,Pabay_7_5_22_3,3,Pabay,Alaria,07/05/2022,7,5,2022,corvomeyenia_everetti,0
,,,,,,,,,,
54962,Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,corvomeyenia_everetti,0
,,,,,,,,,,
56032,Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,corvomeyenia_everetti,0
,,,,,,,,,,
57102,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,corvomeyenia_everetti,0
,,,,,,,,,,
58172,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,corvomeyenia_everetti,0
,,,,,,,,,,
59242,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,corvomeyenia_everetti,0
,,,,,,,,,,
60312,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,corvomeyenia_everetti,0
,,,,,,,,,,
61382,Scalpay_15_6_21_1,1,Scalpay,Alaria,15/06/2021,15,6,2021,corvomeyenia_everetti,0
,,,,,,,,,,
62452,Scalpay_15_6_21_2,2,Scalpay,Alaria,15/06/2021,15,6,2021,corvomeyenia_everetti,0
,,,,,,,,,,
63522,Scalpay_15_6_21_3,3,Scalpay,Alaria,15/06/2021,15,6,2021,corvomeyenia_everetti,0
,,,,,,,,,,
64592,Scalpay_15_6_21_4,4,Scalpay,Alaria,15/06/2021,15,6,2021,corvomeyenia_everetti,0
,,,,,,,,,,
65662,Scalpay_15_6_21_5,5,Scalpay,Alaria,15/06/2021,15,6,2021,corvomeyenia_everetti,0
,,,,,,,,,,
66732,Scalpay_21_12_21_1,1,Scalpay,Alaria,21/12/2021,21,12,2021,corvomeyenia_everetti,0
,,,,,,,,,,
67802,Scalpay_21_12_21_2,2,Scalpay,Alaria,21/12/2021,21,12,2021,corvomeyenia_everetti,0
,,,,,,,,,,
68872,Scalpay_21_12_21_3,3,Scalpay,Alaria,21/12/2021,21,12,2021,corvomeyenia_everetti,0
,,,,,,,,,,
242,Pabay_10_12_21_1,1,Pabay,Alaria,10/12/2021,10,12,2021,coryne_pintneri_250,0
,,,,,,,,,,
1312,Pabay_10_12_21_2,2,Pabay,Alaria,10/12/2021,10,12,2021,coryne_pintneri_250,0
,,,,,,,,,,
2382,Pabay_10_12_21_3,3,Pabay,Alaria,10/12/2021,10,12,2021,coryne_pintneri_250,0
,,,,,,,,,,
3452,Pabay_10_4_22_1,1,Pabay,Alaria,10/04/2022,10,4,2022,coryne_pintneri_250,0
,,,,,,,,,,
4522,Pabay_10_4_22_2,2,Pabay,Alaria,10/04/2022,10,4,2022,coryne_pintneri_250,0
,,,,,,,,,,
5592,Pabay_10_4_22_3,3,Pabay,Alaria,10/04/2022,10,4,2022,coryne_pintneri_250,0
,,,,,,,,,,
6662,Pabay_13_11_21_1,1,Pabay,Alaria,13/11/2021,13,11,2021,coryne_pintneri_250,0
,,,,,,,,,,
7732,Pabay_13_11_21_2,2,Pabay,Alaria,13/11/2021,13,11,2021,coryne_pintneri_250,0
,,,,,,,,,,
8802,Pabay_13_11_21_3,3,Pabay,Alaria,13/11/2021,13,11,2021,coryne_pintneri_250,0.025957575
,,,,,,,,,,
9872,Pabay_14_1_22_1,1,Pabay,Alaria,14/01/2022,14,1,2022,coryne_pintneri_250,0
,,,,,,,,,,
10942,Pabay_14_1_22_2,2,Pabay,Alaria,14/01/2022,14,1,2022,coryne_pintneri_250,0
,,,,,,,,,,
12012,Pabay_14_1_22_3,3,Pabay,Alaria,14/01/2022,14,1,2022,coryne_pintneri_250,0
,,,,,,,,,,
13082,Pabay_15_6_21_1,1,Pabay,Alaria,15/06/2021,15,6,2021,coryne_pintneri_250,0
,,,,,,,,,,
14152,Pabay_15_6_21_2,2,Pabay,Alaria,15/06/2021,15,6,2021,coryne_pintneri_250,0
,,,,,,,,,,
15222,Pabay_15_6_21_3,3,Pabay,Alaria,15/06/2021,15,6,2021,coryne_pintneri_250,0
,,,,,,,,,,
16292,Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,coryne_pintneri_250,0
,,,,,,,,,,
17362,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,coryne_pintneri_250,0
,,,,,,,,,,
18432,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,coryne_pintneri_250,0
,,,,,,,,,,
19502,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,coryne_pintneri_250,0
,,,,,,,,,,
20572,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,coryne_pintneri_250,0
,,,,,,,,,,
21642,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,coryne_pintneri_250,0
,,,,,,,,,,
22712,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,coryne_pintneri_250,0
,,,,,,,,,,
23782,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,coryne_pintneri_250,0
,,,,,,,,,,
24852,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,coryne_pintneri_250,0
,,,,,,,,,,
25922,Pabay_21_3_22_1,1,Pabay,Alaria,21/03/2022,21,3,2022,coryne_pintneri_250,0
,,,,,,,,,,
26992,Pabay_21_3_22_2,2,Pabay,Alaria,21/03/2022,21,3,2022,coryne_pintneri_250,0
,,,,,,,,,,
28062,Pabay_21_3_22_3,3,Pabay,Alaria,21/03/2022,21,3,2022,coryne_pintneri_250,0
,,,,,,,,,,
29132,Pabay_22_5_22_1,1,Pabay,Alaria,22/05/2022,22,5,2022,coryne_pintneri_250,0
,,,,,,,,,,
30202,Pabay_22_5_22_2,2,Pabay,Alaria,22/05/2022,22,5,2022,coryne_pintneri_250,0
,,,,,,,,,,
31272,Pabay_22_5_22_3,3,Pabay,Alaria,22/05/2022,22,5,2022,coryne_pintneri_250,0
,,,,,,,,,,
32342,Pabay_25_2_22_1,1,Pabay,Alaria,25/02/2022,25,2,2022,coryne_pintneri_250,0
,,,,,,,,,,
33412,Pabay_25_2_22_2,2,Pabay,Alaria,25/02/2022,25,2,2022,coryne_pintneri_250,0
,,,,,,,,,,
34482,Pabay_25_2_22_3,3,Pabay,Alaria,25/02/2022,25,2,2022,coryne_pintneri_250,0
,,,,,,,,,,
35552,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,coryne_pintneri_250,0
,,,,,,,,,,
36622,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,coryne_pintneri_250,0
,,,,,,,,,,
37692,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,coryne_pintneri_250,0
,,,,,,,,,,
38762,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,coryne_pintneri_250,NA
,,,,,,,,,,
39832,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,coryne_pintneri_250,NA
,,,,,,,,,,
40902,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,coryne_pintneri_250,NA
,,,,,,,,,,
41972,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,coryne_pintneri_250,0
,,,,,,,,,,
43042,Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,coryne_pintneri_250,0
,,,,,,,,,,
44112,Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,coryne_pintneri_250,0
,,,,,,,,,,
45182,Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,coryne_pintneri_250,0
,,,,,,,,,,
46252,Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,coryne_pintneri_250,0
,,,,,,,,,,
47322,Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,coryne_pintneri_250,0
,,,,,,,,,,
48392,Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,coryne_pintneri_250,0
,,,,,,,,,,
49462,Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,coryne_pintneri_250,0
,,,,,,,,,,
50532,Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,coryne_pintneri_250,0
,,,,,,,,,,
51602,Pabay_7_5_22_1,1,Pabay,Alaria,07/05/2022,7,5,2022,coryne_pintneri_250,0
,,,,,,,,,,
52672,Pabay_7_5_22_2,2,Pabay,Alaria,07/05/2022,7,5,2022,coryne_pintneri_250,0
,,,,,,,,,,
53742,Pabay_7_5_22_3,3,Pabay,Alaria,07/05/2022,7,5,2022,coryne_pintneri_250,0
,,,,,,,,,,
54812,Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,coryne_pintneri_250,0
,,,,,,,,,,
55882,Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,coryne_pintneri_250,0
,,,,,,,,,,
56952,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,coryne_pintneri_250,0
,,,,,,,,,,
58022,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,coryne_pintneri_250,0
,,,,,,,,,,
59092,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,coryne_pintneri_250,0
,,,,,,,,,,
60162,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,coryne_pintneri_250,0
,,,,,,,,,,
61232,Scalpay_15_6_21_1,1,Scalpay,Alaria,15/06/2021,15,6,2021,coryne_pintneri_250,0
,,,,,,,,,,
62302,Scalpay_15_6_21_2,2,Scalpay,Alaria,15/06/2021,15,6,2021,coryne_pintneri_250,0
,,,,,,,,,,
63372,Scalpay_15_6_21_3,3,Scalpay,Alaria,15/06/2021,15,6,2021,coryne_pintneri_250,0
,,,,,,,,,,
64442,Scalpay_15_6_21_4,4,Scalpay,Alaria,15/06/2021,15,6,2021,coryne_pintneri_250,0
,,,,,,,,,,
65512,Scalpay_15_6_21_5,5,Scalpay,Alaria,15/06/2021,15,6,2021,coryne_pintneri_250,0
,,,,,,,,,,
66582,Scalpay_21_12_21_1,1,Scalpay,Alaria,21/12/2021,21,12,2021,coryne_pintneri_250,0
,,,,,,,,,,
67652,Scalpay_21_12_21_2,2,Scalpay,Alaria,21/12/2021,21,12,2021,coryne_pintneri_250,0
,,,,,,,,,,
68722,Scalpay_21_12_21_3,3,Scalpay,Alaria,21/12/2021,21,12,2021,coryne_pintneri_250,0
,,,,,,,,,,
265,Pabay_10_12_21_1,1,Pabay,Alaria,10/12/2021,10,12,2021,coryne_pintneri_273,0
,,,,,,,,,,
1335,Pabay_10_12_21_2,2,Pabay,Alaria,10/12/2021,10,12,2021,coryne_pintneri_273,0
,,,,,,,,,,
2405,Pabay_10_12_21_3,3,Pabay,Alaria,10/12/2021,10,12,2021,coryne_pintneri_273,0
,,,,,,,,,,
3475,Pabay_10_4_22_1,1,Pabay,Alaria,10/04/2022,10,4,2022,coryne_pintneri_273,0
,,,,,,,,,,
4545,Pabay_10_4_22_2,2,Pabay,Alaria,10/04/2022,10,4,2022,coryne_pintneri_273,0
,,,,,,,,,,
5615,Pabay_10_4_22_3,3,Pabay,Alaria,10/04/2022,10,4,2022,coryne_pintneri_273,0
,,,,,,,,,,
6685,Pabay_13_11_21_1,1,Pabay,Alaria,13/11/2021,13,11,2021,coryne_pintneri_273,0
,,,,,,,,,,
7755,Pabay_13_11_21_2,2,Pabay,Alaria,13/11/2021,13,11,2021,coryne_pintneri_273,0
,,,,,,,,,,
8825,Pabay_13_11_21_3,3,Pabay,Alaria,13/11/2021,13,11,2021,coryne_pintneri_273,0
,,,,,,,,,,
9895,Pabay_14_1_22_1,1,Pabay,Alaria,14/01/2022,14,1,2022,coryne_pintneri_273,0
,,,,,,,,,,
10965,Pabay_14_1_22_2,2,Pabay,Alaria,14/01/2022,14,1,2022,coryne_pintneri_273,0
,,,,,,,,,,
12035,Pabay_14_1_22_3,3,Pabay,Alaria,14/01/2022,14,1,2022,coryne_pintneri_273,0
,,,,,,,,,,
13105,Pabay_15_6_21_1,1,Pabay,Alaria,15/06/2021,15,6,2021,coryne_pintneri_273,0
,,,,,,,,,,
14175,Pabay_15_6_21_2,2,Pabay,Alaria,15/06/2021,15,6,2021,coryne_pintneri_273,0
,,,,,,,,,,
15245,Pabay_15_6_21_3,3,Pabay,Alaria,15/06/2021,15,6,2021,coryne_pintneri_273,0
,,,,,,,,,,
16315,Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,coryne_pintneri_273,0
,,,,,,,,,,
17385,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,coryne_pintneri_273,0
,,,,,,,,,,
18455,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,coryne_pintneri_273,0
,,,,,,,,,,
19525,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,coryne_pintneri_273,0
,,,,,,,,,,
20595,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,coryne_pintneri_273,0
,,,,,,,,,,
21665,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,coryne_pintneri_273,0
,,,,,,,,,,
22735,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,coryne_pintneri_273,0
,,,,,,,,,,
23805,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,coryne_pintneri_273,0
,,,,,,,,,,
24875,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,coryne_pintneri_273,0
,,,,,,,,,,
25945,Pabay_21_3_22_1,1,Pabay,Alaria,21/03/2022,21,3,2022,coryne_pintneri_273,0
,,,,,,,,,,
27015,Pabay_21_3_22_2,2,Pabay,Alaria,21/03/2022,21,3,2022,coryne_pintneri_273,0
,,,,,,,,,,
