,sample_code,station_no,site,seaweed,date,day,month,year,otu_id,abundance
12060,Pabay_14_1_22_3,3,Pabay,Alaria,14/01/2022,14,1,2022,asterias_rubens_298,0
12595,Pabay_14_1_22_3,3,Pabay,Saccharina,14/01/2022,14,1,2022,asterias_rubens_298,0
13130,Pabay_15_6_21_1,1,Pabay,Alaria,15/06/2021,15,6,2021,asterias_rubens_298,0
13665,Pabay_15_6_21_1,1,Pabay,Saccharina,15/06/2021,15,6,2021,asterias_rubens_298,0
14200,Pabay_15_6_21_2,2,Pabay,Alaria,15/06/2021,15,6,2021,asterias_rubens_298,0
14735,Pabay_15_6_21_2,2,Pabay,Saccharina,15/06/2021,15,6,2021,asterias_rubens_298,0
15270,Pabay_15_6_21_3,3,Pabay,Alaria,15/06/2021,15,6,2021,asterias_rubens_298,0
15805,Pabay_15_6_21_3,3,Pabay,Saccharina,15/06/2021,15,6,2021,asterias_rubens_298,0
16340,Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,asterias_rubens_298,0
16875,Pabay_15_7_22_1,1,Pabay,Saccharina,15/07/2022,15,7,2022,asterias_rubens_298,0
17410,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,asterias_rubens_298,0
17945,Pabay_15_7_22_2,2,Pabay,Saccharina,15/07/2022,15,7,2022,asterias_rubens_298,0
18480,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,asterias_rubens_298,0
19015,Pabay_15_7_22_3,3,Pabay,Saccharina,15/07/2022,15,7,2022,asterias_rubens_298,0
19550,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,asterias_rubens_298,0
20085,Pabay_16_9_21_1,1,Pabay,Saccharina,16/09/2021,16,9,2021,asterias_rubens_298,0
20620,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,asterias_rubens_298,0
21155,Pabay_16_9_21_2,2,Pabay,Saccharina,16/09/2021,16,9,2021,asterias_rubens_298,0
21690,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,asterias_rubens_298,0
22225,Pabay_16_9_21_3,3,Pabay,Saccharina,16/09/2021,16,9,2021,asterias_rubens_298,0
22760,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,asterias_rubens_298,0
23295,Pabay_21_12_21_1,1,Pabay,Saccharina,21/12/2021,21,12,2021,asterias_rubens_298,0
23830,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,asterias_rubens_298,0
24365,Pabay_21_12_21_2,2,Pabay,Saccharina,21/12/2021,21,12,2021,asterias_rubens_298,0
24900,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,asterias_rubens_298,0
25435,Pabay_21_12_21_3,3,Pabay,Saccharina,21/12/2021,21,12,2021,asterias_rubens_298,0
25970,Pabay_21_3_22_1,1,Pabay,Alaria,21/03/2022,21,3,2022,asterias_rubens_298,0
26505,Pabay_21_3_22_1,1,Pabay,Saccharina,21/03/2022,21,3,2022,asterias_rubens_298,0
27040,Pabay_21_3_22_2,2,Pabay,Alaria,21/03/2022,21,3,2022,asterias_rubens_298,0
27575,Pabay_21_3_22_2,2,Pabay,Saccharina,21/03/2022,21,3,2022,asterias_rubens_298,0
28110,Pabay_21_3_22_3,3,Pabay,Alaria,21/03/2022,21,3,2022,asterias_rubens_298,0
28645,Pabay_21_3_22_3,3,Pabay,Saccharina,21/03/2022,21,3,2022,asterias_rubens_298,0
29180,Pabay_22_5_22_1,1,Pabay,Alaria,22/05/2022,22,5,2022,asterias_rubens_298,0
29715,Pabay_22_5_22_1,1,Pabay,Saccharina,22/05/2022,22,5,2022,asterias_rubens_298,0
30250,Pabay_22_5_22_2,2,Pabay,Alaria,22/05/2022,22,5,2022,asterias_rubens_298,0
30785,Pabay_22_5_22_2,2,Pabay,Saccharina,22/05/2022,22,5,2022,asterias_rubens_298,0
31320,Pabay_22_5_22_3,3,Pabay,Alaria,22/05/2022,22,5,2022,asterias_rubens_298,0
31855,Pabay_22_5_22_3,3,Pabay,Saccharina,22/05/2022,22,5,2022,asterias_rubens_298,0
32390,Pabay_25_2_22_1,1,Pabay,Alaria,25/02/2022,25,2,2022,asterias_rubens_298,0
32925,Pabay_25_2_22_1,1,Pabay,Saccharina,25/02/2022,25,2,2022,asterias_rubens_298,0
33460,Pabay_25_2_22_2,2,Pabay,Alaria,25/02/2022,25,2,2022,asterias_rubens_298,0
33995,Pabay_25_2_22_2,2,Pabay,Saccharina,25/02/2022,25,2,2022,asterias_rubens_298,0
34530,Pabay_25_2_22_3,3,Pabay,Alaria,25/02/2022,25,2,2022,asterias_rubens_298,0
35065,Pabay_25_2_22_3,3,Pabay,Saccharina,25/02/2022,25,2,2022,asterias_rubens_298,0
35600,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,asterias_rubens_298,0
36135,Pabay_29_11_21_1,1,Pabay,Saccharina,29/11/2021,29,11,2021,asterias_rubens_298,0
36670,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,asterias_rubens_298,0
37205,Pabay_29_11_21_2,2,Pabay,Saccharina,29/11/2021,29,11,2021,asterias_rubens_298,0
37740,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,asterias_rubens_298,0
38275,Pabay_29_11_21_3,3,Pabay,Saccharina,29/11/2021,29,11,2021,asterias_rubens_298,0
38810,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,asterias_rubens_298,NA
39345,Pabay_30_1_22_1,1,Pabay,Saccharina,30/01/2022,30,1,2022,asterias_rubens_298,NA
39880,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,asterias_rubens_298,NA
40415,Pabay_30_1_22_2,2,Pabay,Saccharina,30/01/2022,30,1,2022,asterias_rubens_298,NA
40950,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,asterias_rubens_298,NA
41485,Pabay_30_1_22_3,3,Pabay,Saccharina,30/01/2022,30,1,2022,asterias_rubens_298,NA
42020,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,asterias_rubens_298,0
42555,Pabay_30_10_21_1,1,Pabay,Saccharina,30/10/2021,30,10,2021,asterias_rubens_298,0
43090,Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,asterias_rubens_298,0
43625,Pabay_30_10_21_2,2,Pabay,Saccharina,30/10/2021,30,10,2021,asterias_rubens_298,0
44160,Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,asterias_rubens_298,0.029652222
44695,Pabay_30_10_21_3,3,Pabay,Saccharina,30/10/2021,30,10,2021,asterias_rubens_298,0.029652222
45230,Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,asterias_rubens_298,0
45765,Pabay_30_6_22_1,1,Pabay,Saccharina,30/06/2022,30,6,2022,asterias_rubens_298,0
46300,Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,asterias_rubens_298,0
46835,Pabay_30_6_22_2,2,Pabay,Saccharina,30/06/2022,30,6,2022,asterias_rubens_298,0
47370,Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,asterias_rubens_298,0
47905,Pabay_30_6_22_3,3,Pabay,Saccharina,30/06/2022,30,6,2022,asterias_rubens_298,0
48440,Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,asterias_rubens_298,0
48975,Pabay_30_7_22_1,1,Pabay,Saccharina,30/07/2022,30,7,2022,asterias_rubens_298,0
49510,Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,asterias_rubens_298,0
50045,Pabay_30_7_22_2,2,Pabay,Saccharina,30/07/2022,30,7,2022,asterias_rubens_298,0
50580,Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,asterias_rubens_298,0
51115,Pabay_30_7_22_3,3,Pabay,Saccharina,30/07/2022,30,7,2022,asterias_rubens_298,0
51650,Pabay_7_5_22_1,1,Pabay,Alaria,07/05/2022,7,5,2022,asterias_rubens_298,0
52185,Pabay_7_5_22_1,1,Pabay,Saccharina,07/05/2022,7,5,2022,asterias_rubens_298,0
52720,Pabay_7_5_22_2,2,Pabay,Alaria,07/05/2022,7,5,2022,asterias_rubens_298,0
53255,Pabay_7_5_22_2,2,Pabay,Saccharina,07/05/2022,7,5,2022,asterias_rubens_298,0
53790,Pabay_7_5_22_3,3,Pabay,Alaria,07/05/2022,7,5,2022,asterias_rubens_298,0
54325,Pabay_7_5_22_3,3,Pabay,Saccharina,07/05/2022,7,5,2022,asterias_rubens_298,0
54860,Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,asterias_rubens_298,0
55395,Pabay_8_2_22_1,1,Pabay,Saccharina,08/02/2022,8,2,2022,asterias_rubens_298,0
55930,Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,asterias_rubens_298,0
56465,Pabay_8_2_22_2,2,Pabay,Saccharina,08/02/2022,8,2,2022,asterias_rubens_298,0
57000,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,asterias_rubens_298,0
57535,Pabay_8_2_22_3,3,Pabay,Saccharina,08/02/2022,8,2,2022,asterias_rubens_298,0
58070,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,asterias_rubens_298,0
58605,Pabay_8_3_22_1,1,Pabay,Saccharina,08/03/2022,8,3,2022,asterias_rubens_298,0
59140,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,asterias_rubens_298,0
59675,Pabay_8_3_22_2,2,Pabay,Saccharina,08/03/2022,8,3,2022,asterias_rubens_298,0
60210,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,asterias_rubens_298,0
60745,Pabay_8_3_22_3,3,Pabay,Saccharina,08/03/2022,8,3,2022,asterias_rubens_298,0
61280,Scalpay_15_6_21_1,1,Scalpay,Alaria,15/06/2021,15,6,2021,asterias_rubens_298,0
61815,Scalpay_15_6_21_1,1,Scalpay,Saccharina,15/06/2021,15,6,2021,asterias_rubens_298,0
62350,Scalpay_15_6_21_2,2,Scalpay,Alaria,15/06/2021,15,6,2021,asterias_rubens_298,0
62885,Scalpay_15_6_21_2,2,Scalpay,Saccharina,15/06/2021,15,6,2021,asterias_rubens_298,0
63420,Scalpay_15_6_21_3,3,Scalpay,Alaria,15/06/2021,15,6,2021,asterias_rubens_298,0
63955,Scalpay_15_6_21_3,3,Scalpay,Saccharina,15/06/2021,15,6,2021,asterias_rubens_298,0
64490,Scalpay_15_6_21_4,4,Scalpay,Alaria,15/06/2021,15,6,2021,asterias_rubens_298,0
65025,Scalpay_15_6_21_4,4,Scalpay,Saccharina,15/06/2021,15,6,2021,asterias_rubens_298,0
65560,Scalpay_15_6_21_5,5,Scalpay,Alaria,15/06/2021,15,6,2021,asterias_rubens_298,0
66095,Scalpay_15_6_21_5,5,Scalpay,Saccharina,15/06/2021,15,6,2021,asterias_rubens_298,0
66630,Scalpay_21_12_21_1,1,Scalpay,Alaria,21/12/2021,21,12,2021,asterias_rubens_298,0
67165,Scalpay_21_12_21_1,1,Scalpay,Saccharina,21/12/2021,21,12,2021,asterias_rubens_298,0
67700,Scalpay_21_12_21_2,2,Scalpay,Alaria,21/12/2021,21,12,2021,asterias_rubens_298,0
68235,Scalpay_21_12_21_2,2,Scalpay,Saccharina,21/12/2021,21,12,2021,asterias_rubens_298,0
68770,Scalpay_21_12_21_3,3,Scalpay,Alaria,21/12/2021,21,12,2021,asterias_rubens_298,0
69305,Scalpay_21_12_21_3,3,Scalpay,Saccharina,21/12/2021,21,12,2021,asterias_rubens_298,0
291,Pabay_10_12_21_1,1,Pabay,Alaria,10/12/2021,10,12,2021,asterias_rubens_299,0
826,Pabay_10_12_21_1,1,Pabay,Saccharina,10/12/2021,10,12,2021,asterias_rubens_299,0
1361,Pabay_10_12_21_2,2,Pabay,Alaria,10/12/2021,10,12,2021,asterias_rubens_299,0
1896,Pabay_10_12_21_2,2,Pabay,Saccharina,10/12/2021,10,12,2021,asterias_rubens_299,0
2431,Pabay_10_12_21_3,3,Pabay,Alaria,10/12/2021,10,12,2021,asterias_rubens_299,0
2966,Pabay_10_12_21_3,3,Pabay,Saccharina,10/12/2021,10,12,2021,asterias_rubens_299,0
3501,Pabay_10_4_22_1,1,Pabay,Alaria,10/04/2022,10,4,2022,asterias_rubens_299,0
4036,Pabay_10_4_22_1,1,Pabay,Saccharina,10/04/2022,10,4,2022,asterias_rubens_299,0
4571,Pabay_10_4_22_2,2,Pabay,Alaria,10/04/2022,10,4,2022,asterias_rubens_299,0
5106,Pabay_10_4_22_2,2,Pabay,Saccharina,10/04/2022,10,4,2022,asterias_rubens_299,0
5641,Pabay_10_4_22_3,3,Pabay,Alaria,10/04/2022,10,4,2022,asterias_rubens_299,0
6176,Pabay_10_4_22_3,3,Pabay,Saccharina,10/04/2022,10,4,2022,asterias_rubens_299,0
6711,Pabay_13_11_21_1,1,Pabay,Alaria,13/11/2021,13,11,2021,asterias_rubens_299,0
7246,Pabay_13_11_21_1,1,Pabay,Saccharina,13/11/2021,13,11,2021,asterias_rubens_299,0
7781,Pabay_13_11_21_2,2,Pabay,Alaria,13/11/2021,13,11,2021,asterias_rubens_299,0
8316,Pabay_13_11_21_2,2,Pabay,Saccharina,13/11/2021,13,11,2021,asterias_rubens_299,0
8851,Pabay_13_11_21_3,3,Pabay,Alaria,13/11/2021,13,11,2021,asterias_rubens_299,0
9386,Pabay_13_11_21_3,3,Pabay,Saccharina,13/11/2021,13,11,2021,asterias_rubens_299,0
9921,Pabay_14_1_22_1,1,Pabay,Alaria,14/01/2022,14,1,2022,asterias_rubens_299,0
10456,Pabay_14_1_22_1,1,Pabay,Saccharina,14/01/2022,14,1,2022,asterias_rubens_299,0
10991,Pabay_14_1_22_2,2,Pabay,Alaria,14/01/2022,14,1,2022,asterias_rubens_299,0
11526,Pabay_14_1_22_2,2,Pabay,Saccharina,14/01/2022,14,1,2022,asterias_rubens_299,0
12061,Pabay_14_1_22_3,3,Pabay,Alaria,14/01/2022,14,1,2022,asterias_rubens_299,0
12596,Pabay_14_1_22_3,3,Pabay,Saccharina,14/01/2022,14,1,2022,asterias_rubens_299,0
13131,Pabay_15_6_21_1,1,Pabay,Alaria,15/06/2021,15,6,2021,asterias_rubens_299,0
13666,Pabay_15_6_21_1,1,Pabay,Saccharina,15/06/2021,15,6,2021,asterias_rubens_299,0
14201,Pabay_15_6_21_2,2,Pabay,Alaria,15/06/2021,15,6,2021,asterias_rubens_299,0
14736,Pabay_15_6_21_2,2,Pabay,Saccharina,15/06/2021,15,6,2021,asterias_rubens_299,0
15271,Pabay_15_6_21_3,3,Pabay,Alaria,15/06/2021,15,6,2021,asterias_rubens_299,0
15806,Pabay_15_6_21_3,3,Pabay,Saccharina,15/06/2021,15,6,2021,asterias_rubens_299,0
16341,Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,asterias_rubens_299,0
16876,Pabay_15_7_22_1,1,Pabay,Saccharina,15/07/2022,15,7,2022,asterias_rubens_299,0
17411,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,asterias_rubens_299,0
17946,Pabay_15_7_22_2,2,Pabay,Saccharina,15/07/2022,15,7,2022,asterias_rubens_299,0
18481,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,asterias_rubens_299,0
19016,Pabay_15_7_22_3,3,Pabay,Saccharina,15/07/2022,15,7,2022,asterias_rubens_299,0
19551,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,asterias_rubens_299,0
20086,Pabay_16_9_21_1,1,Pabay,Saccharina,16/09/2021,16,9,2021,asterias_rubens_299,0
20621,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,asterias_rubens_299,0
21156,Pabay_16_9_21_2,2,Pabay,Saccharina,16/09/2021,16,9,2021,asterias_rubens_299,0
21691,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,asterias_rubens_299,0
22226,Pabay_16_9_21_3,3,Pabay,Saccharina,16/09/2021,16,9,2021,asterias_rubens_299,0
22761,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,asterias_rubens_299,0
23296,Pabay_21_12_21_1,1,Pabay,Saccharina,21/12/2021,21,12,2021,asterias_rubens_299,0
23831,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,asterias_rubens_299,0
24366,Pabay_21_12_21_2,2,Pabay,Saccharina,21/12/2021,21,12,2021,asterias_rubens_299,0
24901,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,asterias_rubens_299,0
25436,Pabay_21_12_21_3,3,Pabay,Saccharina,21/12/2021,21,12,2021,asterias_rubens_299,0
25971,Pabay_21_3_22_1,1,Pabay,Alaria,21/03/2022,21,3,2022,asterias_rubens_299,0
26506,Pabay_21_3_22_1,1,Pabay,Saccharina,21/03/2022,21,3,2022,asterias_rubens_299,0
27041,Pabay_21_3_22_2,2,Pabay,Alaria,21/03/2022,21,3,2022,asterias_rubens_299,0
27576,Pabay_21_3_22_2,2,Pabay,Saccharina,21/03/2022,21,3,2022,asterias_rubens_299,0
28111,Pabay_21_3_22_3,3,Pabay,Alaria,21/03/2022,21,3,2022,asterias_rubens_299,0
28646,Pabay_21_3_22_3,3,Pabay,Saccharina,21/03/2022,21,3,2022,asterias_rubens_299,0
29181,Pabay_22_5_22_1,1,Pabay,Alaria,22/05/2022,22,5,2022,asterias_rubens_299,0
29716,Pabay_22_5_22_1,1,Pabay,Saccharina,22/05/2022,22,5,2022,asterias_rubens_299,0
30251,Pabay_22_5_22_2,2,Pabay,Alaria,22/05/2022,22,5,2022,asterias_rubens_299,0
30786,Pabay_22_5_22_2,2,Pabay,Saccharina,22/05/2022,22,5,2022,asterias_rubens_299,0
31321,Pabay_22_5_22_3,3,Pabay,Alaria,22/05/2022,22,5,2022,asterias_rubens_299,0
31856,Pabay_22_5_22_3,3,Pabay,Saccharina,22/05/2022,22,5,2022,asterias_rubens_299,0
32391,Pabay_25_2_22_1,1,Pabay,Alaria,25/02/2022,25,2,2022,asterias_rubens_299,0
32926,Pabay_25_2_22_1,1,Pabay,Saccharina,25/02/2022,25,2,2022,asterias_rubens_299,0
33461,Pabay_25_2_22_2,2,Pabay,Alaria,25/02/2022,25,2,2022,asterias_rubens_299,0
33996,Pabay_25_2_22_2,2,Pabay,Saccharina,25/02/2022,25,2,2022,asterias_rubens_299,0
34531,Pabay_25_2_22_3,3,Pabay,Alaria,25/02/2022,25,2,2022,asterias_rubens_299,0
35066,Pabay_25_2_22_3,3,Pabay,Saccharina,25/02/2022,25,2,2022,asterias_rubens_299,0
35601,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,asterias_rubens_299,0.01491239
36136,Pabay_29_11_21_1,1,Pabay,Saccharina,29/11/2021,29,11,2021,asterias_rubens_299,0.01491239
36671,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,asterias_rubens_299,0
37206,Pabay_29_11_21_2,2,Pabay,Saccharina,29/11/2021,29,11,2021,asterias_rubens_299,0
37741,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,asterias_rubens_299,0.019308126
38276,Pabay_29_11_21_3,3,Pabay,Saccharina,29/11/2021,29,11,2021,asterias_rubens_299,0.019308126
38811,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,asterias_rubens_299,NA
39346,Pabay_30_1_22_1,1,Pabay,Saccharina,30/01/2022,30,1,2022,asterias_rubens_299,NA
39881,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,asterias_rubens_299,NA
40416,Pabay_30_1_22_2,2,Pabay,Saccharina,30/01/2022,30,1,2022,asterias_rubens_299,NA
40951,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,asterias_rubens_299,NA
41486,Pabay_30_1_22_3,3,Pabay,Saccharina,30/01/2022,30,1,2022,asterias_rubens_299,NA
42021,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,asterias_rubens_299,0
42556,Pabay_30_10_21_1,1,Pabay,Saccharina,30/10/2021,30,10,2021,asterias_rubens_299,0
43091,Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,asterias_rubens_299,0
43626,Pabay_30_10_21_2,2,Pabay,Saccharina,30/10/2021,30,10,2021,asterias_rubens_299,0
44161,Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,asterias_rubens_299,0
44696,Pabay_30_10_21_3,3,Pabay,Saccharina,30/10/2021,30,10,2021,asterias_rubens_299,0
45231,Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,asterias_rubens_299,0
45766,Pabay_30_6_22_1,1,Pabay,Saccharina,30/06/2022,30,6,2022,asterias_rubens_299,0
46301,Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,asterias_rubens_299,0
46836,Pabay_30_6_22_2,2,Pabay,Saccharina,30/06/2022,30,6,2022,asterias_rubens_299,0
47371,Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,asterias_rubens_299,0
47906,Pabay_30_6_22_3,3,Pabay,Saccharina,30/06/2022,30,6,2022,asterias_rubens_299,0
48441,Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,asterias_rubens_299,0
48976,Pabay_30_7_22_1,1,Pabay,Saccharina,30/07/2022,30,7,2022,asterias_rubens_299,0
49511,Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,asterias_rubens_299,0
50046,Pabay_30_7_22_2,2,Pabay,Saccharina,30/07/2022,30,7,2022,asterias_rubens_299,0
50581,Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,asterias_rubens_299,0
51116,Pabay_30_7_22_3,3,Pabay,Saccharina,30/07/2022,30,7,2022,asterias_rubens_299,0
51651,Pabay_7_5_22_1,1,Pabay,Alaria,07/05/2022,7,5,2022,asterias_rubens_299,0
52186,Pabay_7_5_22_1,1,Pabay,Saccharina,07/05/2022,7,5,2022,asterias_rubens_299,0
52721,Pabay_7_5_22_2,2,Pabay,Alaria,07/05/2022,7,5,2022,asterias_rubens_299,0
53256,Pabay_7_5_22_2,2,Pabay,Saccharina,07/05/2022,7,5,2022,asterias_rubens_299,0
53791,Pabay_7_5_22_3,3,Pabay,Alaria,07/05/2022,7,5,2022,asterias_rubens_299,0
54326,Pabay_7_5_22_3,3,Pabay,Saccharina,07/05/2022,7,5,2022,asterias_rubens_299,0
54861,Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,asterias_rubens_299,0
55396,Pabay_8_2_22_1,1,Pabay,Saccharina,08/02/2022,8,2,2022,asterias_rubens_299,0
55931,Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,asterias_rubens_299,0
56466,Pabay_8_2_22_2,2,Pabay,Saccharina,08/02/2022,8,2,2022,asterias_rubens_299,0
57001,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,asterias_rubens_299,0
57536,Pabay_8_2_22_3,3,Pabay,Saccharina,08/02/2022,8,2,2022,asterias_rubens_299,0
58071,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,asterias_rubens_299,0
58606,Pabay_8_3_22_1,1,Pabay,Saccharina,08/03/2022,8,3,2022,asterias_rubens_299,0
59141,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,asterias_rubens_299,0
59676,Pabay_8_3_22_2,2,Pabay,Saccharina,08/03/2022,8,3,2022,asterias_rubens_299,0
60211,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,asterias_rubens_299,0
60746,Pabay_8_3_22_3,3,Pabay,Saccharina,08/03/2022,8,3,2022,asterias_rubens_299,0
61281,Scalpay_15_6_21_1,1,Scalpay,Alaria,15/06/2021,15,6,2021,asterias_rubens_299,0
61816,Scalpay_15_6_21_1,1,Scalpay,Saccharina,15/06/2021,15,6,2021,asterias_rubens_299,0
62351,Scalpay_15_6_21_2,2,Scalpay,Alaria,15/06/2021,15,6,2021,asterias_rubens_299,0
62886,Scalpay_15_6_21_2,2,Scalpay,Saccharina,15/06/2021,15,6,2021,asterias_rubens_299,0
63421,Scalpay_15_6_21_3,3,Scalpay,Alaria,15/06/2021,15,6,2021,asterias_rubens_299,0
63956,Scalpay_15_6_21_3,3,Scalpay,Saccharina,15/06/2021,15,6,2021,asterias_rubens_299,0
64491,Scalpay_15_6_21_4,4,Scalpay,Alaria,15/06/2021,15,6,2021,asterias_rubens_299,0
65026,Scalpay_15_6_21_4,4,Scalpay,Saccharina,15/06/2021,15,6,2021,asterias_rubens_299,0
65561,Scalpay_15_6_21_5,5,Scalpay,Alaria,15/06/2021,15,6,2021,asterias_rubens_299,0
66096,Scalpay_15_6_21_5,5,Scalpay,Saccharina,15/06/2021,15,6,2021,asterias_rubens_299,0
66631,Scalpay_21_12_21_1,1,Scalpay,Alaria,21/12/2021,21,12,2021,asterias_rubens_299,0
67166,Scalpay_21_12_21_1,1,Scalpay,Saccharina,21/12/2021,21,12,2021,asterias_rubens_299,0
67701,Scalpay_21_12_21_2,2,Scalpay,Alaria,21/12/2021,21,12,2021,asterias_rubens_299,0
68236,Scalpay_21_12_21_2,2,Scalpay,Saccharina,21/12/2021,21,12,2021,asterias_rubens_299,0
68771,Scalpay_21_12_21_3,3,Scalpay,Alaria,21/12/2021,21,12,2021,asterias_rubens_299,0
69306,Scalpay_21_12_21_3,3,Scalpay,Saccharina,21/12/2021,21,12,2021,asterias_rubens_299,0
357,Pabay_10_12_21_1,1,Pabay,Alaria,10/12/2021,10,12,2021,atlanta_ariejansseni,0
892,Pabay_10_12_21_1,1,Pabay,Saccharina,10/12/2021,10,12,2021,atlanta_ariejansseni,0
1427,Pabay_10_12_21_2,2,Pabay,Alaria,10/12/2021,10,12,2021,atlanta_ariejansseni,0
1962,Pabay_10_12_21_2,2,Pabay,Saccharina,10/12/2021,10,12,2021,atlanta_ariejansseni,0
2497,Pabay_10_12_21_3,3,Pabay,Alaria,10/12/2021,10,12,2021,atlanta_ariejansseni,0
3032,Pabay_10_12_21_3,3,Pabay,Saccharina,10/12/2021,10,12,2021,atlanta_ariejansseni,0
3567,Pabay_10_4_22_1,1,Pabay,Alaria,10/04/2022,10,4,2022,atlanta_ariejansseni,0
4102,Pabay_10_4_22_1,1,Pabay,Saccharina,10/04/2022,10,4,2022,atlanta_ariejansseni,0
4637,Pabay_10_4_22_2,2,Pabay,Alaria,10/04/2022,10,4,2022,atlanta_ariejansseni,0
5172,Pabay_10_4_22_2,2,Pabay,Saccharina,10/04/2022,10,4,2022,atlanta_ariejansseni,0
5707,Pabay_10_4_22_3,3,Pabay,Alaria,10/04/2022,10,4,2022,atlanta_ariejansseni,0
6242,Pabay_10_4_22_3,3,Pabay,Saccharina,10/04/2022,10,4,2022,atlanta_ariejansseni,0
6777,Pabay_13_11_21_1,1,Pabay,Alaria,13/11/2021,13,11,2021,atlanta_ariejansseni,0
7312,Pabay_13_11_21_1,1,Pabay,Saccharina,13/11/2021,13,11,2021,atlanta_ariejansseni,0
7847,Pabay_13_11_21_2,2,Pabay,Alaria,13/11/2021,13,11,2021,atlanta_ariejansseni,0
