tag_no_x,tag_color,seaweed_id,age,rock_no_x,epibiont_sampling_date,longest_blade_length_initial,juv_blade_length_at_sampling_date,notes,blade_side,blade_zone,blade_no,species,colony_length_max,colony_area,species_count,length_measurement_date,origin,biofouling_removed_14_5_25,initial_tank,nutrient_treatment_tank,main_experiment_tank,turbulence,nutrient_treatment,swab_prior_enrichment,swab_after_ernichment_16_5
NA,Orange_yellow,YO06,juvenile,6,04/06/2025,30,NA,,,,5,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,5,3,6,High,C,41,178
NA,Orange_yellow,YO06,juvenile,6,04/06/2025,30,NA,,,,5,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,5,3,6,High,C,41,178
NA,Orange_yellow,YO06,juvenile,6,12/06/2025,30,42,,,,1,Spirobranchus,,,6,12_5_2025,marivate_kilchoan,,5,3,6,High,C,41,178
NA,Orange_yellow,YO06,juvenile,6,12/06/2025,30,42,,,,1,Membranipora,2,1.570796326,,12_5_2025,marivate_kilchoan,,5,3,6,High,C,41,178
NA,Orange_yellow,YO06,juvenile,6,12/06/2025,30,20,,,,2,Membranipora,1,0.785398163,,12_5_2025,marivate_kilchoan,,5,3,6,High,C,41,178
NA,Orange_yellow,YO07,juvenile,7,12/06/2025,24,,mia,,,1,,,,,12_5_2025,marivate_kilchoan,,5,3,3,Low,C,35,175
NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,40,,,,1,Hydrozoa,,NA,5,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,40,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,40,,,,1,Membranipora,1,0.785398163,,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,40,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,40,,,,1,Membranipora,0.1,0.007853982,,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,40,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,40,,,,1,Spirobranchus,,NA,1,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,NA,,,,2,Membranipora,1.8,2.544690049,,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,NA,,,,2,Pilosa,0.6,0.188495559,,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,NA,,,,2,Spirobranchus,,NA,1,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
NA,Orange_yellow,YO08,juvenile,8,12/06/2025,40,27,,,,1,Spirobranchus,,NA,1,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
NA,Orange_yellow,YO09,juvenile,9,04/06/2025,23,,,,,1,Membranipora,0.3,0.070685835,,12_5_2025,marivate_kilchoan,,5,3,2,High,C,37,180
NA,Orange_yellow,YO09,juvenile,9,12/06/2025,23,7,,,,2,Spirobranchus,,NA,1,12_5_2025,marivate_kilchoan,,5,3,2,High,C,37,180
NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,66,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,66,,,,1,Membranipora,0.1,0.007853982,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,66,,,,1,Membranipora,0.1,0.007853982,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,66,,,,1,Membranipora,0.1,0.007853982,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,66,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,66,,,,1,Membranipora,0.3,0.070685835,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,66,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,66,,,,1,Pilosa,0.9,0.424115008,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,66,,,,1,Pilosa,0.8,0.335103216,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,NA,,,,2,Membranipora,1.3,1.327322896,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,NA,,,,2,Membranipora,0.1,0.007853982,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,NA,,,,2,Membranipora,0.1,0.007853982,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,NA,,,,2,Pilosa,1,0.523598776,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,NA,,,,2,Pilosa,0.9,0.424115008,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,NA,,,,2,Pilosa,0.4,0.083775804,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,NA,,,,3,Hydrozoa,,NA,9,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,NA,,,,3,Pilosa,2,2.094395102,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,60,,,,1,Hydrozoa,,NA,1,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,60,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,60,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,60,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,60,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,60,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,60,,,,1,Pilosa,1,0.523598776,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,60,,,,1,Pilosa,1,0.523598776,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,60,,,,1,Spirobranchus,,NA,5,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,30,,,,2,Membranipora,3,7.068583471,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,330,,,,2,Pilosa,1.3,0.884881931,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,30,,,,2,Pilosa,1,0.523598776,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,30,,,,2,Spirobranchus,,NA,3,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,35,,,,3,Spirobranchus,,NA,2,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,25,,,,4,Spirobranchus,,NA,2,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
NA,Orange_yellow,YO12,juvenile,12,04/06/2025,39,50,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,7,2,6,High,P,25,169
NA,Orange_yellow,YO12,juvenile,12,04/06/2025,39,50,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,7,2,6,High,P,25,169
NA,Orange_yellow,YO12,juvenile,12,04/06/2025,39,NA,,,,2,Membranipora,0.1,0.007853982,,12_5_2025,marivate_kilchoan,,7,2,6,High,P,25,169
NA,Orange_yellow,YO12,juvenile,12,04/06/2025,39,NA,,,,2,Membranipora,0.1,0.007853982,,12_5_2025,marivate_kilchoan,,7,2,6,High,P,25,169
NA,Orange_yellow,YO12,juvenile,12,04/06/2025,39,NA,,,,2,Membranipora,0.8,0.502654825,,12_5_2025,marivate_kilchoan,,7,2,6,High,P,25,169
NA,Orange_yellow,YO12,juvenile,12,12/06/2025,39,NA,,,,2,Spirobranchus,,NA,3,12_5_2025,marivate_kilchoan,,7,2,6,High,P,25,169
17,Blue,AB17,adult,NA,12/06/2025,190,,,x,middle,NA,Hydrozoa,,NA,1,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,x,middle,NA,Membranipora,1,0.785398163,,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,x,middle,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,x,middle,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,x,middle,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,x,middle,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,x,middle,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,x,middle,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,x,middle,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,x,middle,NA,Pilosa,0.8,0.335103216,,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,x,tip,NA,Hydrozoa,,NA,2,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,x,tip,NA,Membranipora,0.3,0.070685835,,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,x,tip,NA,Pilosa,1.2,0.753982237,,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,y,base,NA,Hydrozoa,,NA,6,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,y,base,NA,Spirobranchus,,NA,2,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,y,middle,NA,Membranipora,0.3,0.070685835,,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,y,middle,NA,Membranipora,0.6,0.282743339,,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,y,middle,NA,Pilosa,1,0.523598776,,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,y,middle,NA,Pilosa,1.2,0.753982237,,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,y,tip,NA,Hydrozoa,,NA,10,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,y,tip,NA,Membranipora,0.3,0.070685835,,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,y,tip,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,y,tip,NA,Pilosa,1,0.523598776,,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,y,tip,NA,Pilosa,1.2,0.753982237,,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,y,tip,NA,Pilosa,1,0.523598776,,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
17,Blue,AB17,adult,NA,12/06/2025,190,,,y,tip,NA,Spirobranchus,,NA,1,12_5_2025,farland,hydro=112;bryo=8;maerl2,NA,5,6,High,N,49,112
18,Blue,AB18,adult,NA,12/06/2025,120,,broken at middle - 76cm remianing,x,base,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,hydro=6;bryo=1,NA,5,4,High,N,50,115
18,Blue,AB18,adult,NA,12/06/2025,120,,,x,base,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,hydro=6;bryo=1,NA,5,4,High,N,50,115
18,Blue,AB18,adult,NA,12/06/2025,120,,,x,middle,NA,Hydrozoa,,NA,1,12_5_2025,farland,hydro=6;bryo=1,NA,5,4,High,N,50,115
18,Blue,AB18,adult,NA,12/06/2025,120,,,x,middle,NA,Membranipora,1,0.785398163,,12_5_2025,farland,hydro=6;bryo=1,NA,5,4,High,N,50,115
18,Blue,AB18,adult,NA,12/06/2025,120,,,y,base,NA,Membranipora,0.4,0.125663706,,12_5_2025,farland,hydro=6;bryo=1,NA,5,4,High,N,50,115
18,Blue,AB18,adult,NA,12/06/2025,120,,,y,base,NA,Spirobranchus,,NA,4,12_5_2025,farland,hydro=6;bryo=1,NA,5,4,High,N,50,115
18,Blue,AB18,adult,NA,12/06/2025,120,,,y,middle,NA,Hydrozoa,,NA,4,12_5_2025,farland,hydro=6;bryo=1,NA,5,4,High,N,50,115
18,Blue,AB18,adult,NA,12/06/2025,120,,,y,middle,NA,Membranipora,0.4,0.125663706,,12_5_2025,farland,hydro=6;bryo=1,NA,5,4,High,N,50,115
18,Blue,AB18,adult,NA,12/06/2025,120,,,y,middle,NA,Membranipora,0.5,0.196349541,,12_5_2025,farland,hydro=6;bryo=1,NA,5,4,High,N,50,115
18,Blue,AB18,adult,NA,12/06/2025,120,,,y,middle,NA,Membranipora,0.4,0.125663706,,12_5_2025,farland,hydro=6;bryo=1,NA,5,4,High,N,50,115
19,Blue,AB19,adult,NA,12/06/2025,150,,,x,base,NA,Spirobranchus,,NA,2,12_5_2025,farland,bryo=1;hydro=28;maerl=5,NA,6,5,Low,P,51,136
19,Blue,AB19,adult,NA,12/06/2025,150,,,x,middle,NA,Membranipora,1,0.785398163,,12_5_2025,farland,bryo=1;hydro=28;maerl=5,NA,6,5,Low,P,51,136
19,Blue,AB19,adult,NA,12/06/2025,150,,,x,middle,NA,Pilosa,1,0.523598776,,12_5_2025,farland,bryo=1;hydro=28;maerl=5,NA,6,5,Low,P,51,136
19,Blue,AB19,adult,NA,12/06/2025,150,,,x,tip,NA,Pilosa,1.4,1.0262536,,12_5_2025,farland,bryo=1;hydro=28;maerl=5,NA,6,5,Low,P,51,136
19,Blue,AB19,adult,NA,12/06/2025,150,,,x,tip,NA,Spirobranchus,,NA,1,12_5_2025,farland,bryo=1;hydro=28;maerl=5,NA,6,5,Low,P,51,136
19,Blue,AB19,adult,NA,12/06/2025,150,,,y,base,NA,Membranipora,0.5,0.196349541,,12_5_2025,farland,bryo=1;hydro=28;maerl=5,NA,6,5,Low,P,51,136
19,Blue,AB19,adult,NA,12/06/2025,150,,,y,base,NA,Spirobranchus,,NA,3,12_5_2025,farland,bryo=1;hydro=28;maerl=5,NA,6,5,Low,P,51,136
19,Blue,AB19,adult,NA,12/06/2025,150,,,y,middle,NA,Hydrozoa,,NA,3,12_5_2025,farland,bryo=1;hydro=28;maerl=5,NA,6,5,Low,P,51,136
19,Blue,AB19,adult,NA,12/06/2025,150,,,y,middle,NA,Membranipora,1.2,1.130973355,,12_5_2025,farland,bryo=1;hydro=28;maerl=5,NA,6,5,Low,P,51,136
19,Blue,AB19,adult,NA,12/06/2025,150,,,y,middle,NA,Pilosa,1.4,1.0262536,,12_5_2025,farland,bryo=1;hydro=28;maerl=5,NA,6,5,Low,P,51,136
19,Blue,AB19,adult,NA,12/06/2025,150,,,y,middle,NA,Pilosa,0.2,0.020943951,,12_5_2025,farland,bryo=1;hydro=28;maerl=5,NA,6,5,Low,P,51,136
19,Blue,AB19,adult,NA,12/06/2025,150,,,y,middle,NA,Spirobranchus,,NA,4,12_5_2025,farland,bryo=1;hydro=28;maerl=5,NA,6,5,Low,P,51,136
19,Blue,AB19,adult,NA,12/06/2025,150,,,y,tip,NA,Membranipora,0.4,0.125663706,,12_5_2025,farland,bryo=1;hydro=28;maerl=5,NA,6,5,Low,P,51,136
19,Blue,AB19,adult,NA,12/06/2025,150,,,y,tip,NA,Membranipora,0.3,0.070685835,,12_5_2025,farland,bryo=1;hydro=28;maerl=5,NA,6,5,Low,P,51,136
19,Blue,AB19,adult,NA,12/06/2025,150,,,y,tip,NA,Pilosa,3,4.71238898,,12_5_2025,farland,bryo=1;hydro=28;maerl=5,NA,6,5,Low,P,51,136
19,Blue,AB19,adult,NA,12/06/2025,150,,,y,tip,NA,Pilosa,1.4,1.0262536,,12_5_2025,farland,bryo=1;hydro=28;maerl=5,NA,6,5,Low,P,51,136
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,x,base,NA,Spirobranchus,,NA,15,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,x,middle,NA,Membranipora,0.8,0.502654825,,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,x,middle,NA,Membranipora,0.1,0.007853982,,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,x,middle,NA,Membranipora,0.1,0.007853982,,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,x,middle,NA,Membranipora,0.2,0.031415927,,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,x,middle,NA,Membranipora,0.1,0.007853982,,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,x,middle,NA,Membranipora,0.8,0.502654825,,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,x,middle,NA,Membranipora,0.6,0.282743339,,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,x,middle,NA,Membranipora,0.4,0.125663706,,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,x,middle,NA,Membranipora,0.6,0.282743339,,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,x,middle,NA,Membranipora,1.2,1.130973355,,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,x,middle,NA,Membranipora,1.5,1.767145868,,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,x,tip,NA,Hydrozoa,,NA,10,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,x,tip,NA,Membranipora,0.2,0.031415927,,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,x,tip,NA,Membranipora,0.1,0.007853982,,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,x,tip,NA,Membranipora,0.4,0.125663706,,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,x,tip,NA,Membranipora,0.5,0.196349541,,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,x,tip,NA,Membranipora,0.2,0.031415927,,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,x,tip,NA,Membranipora,0.2,0.031415927,,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,x,tip,NA,Membranipora,0.2,0.031415927,,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,y,base,NA,Spirobranchus,,NA,1,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,y,middle,NA,Hydrozoa,,NA,2,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,y,middle,NA,Membranipora,0.2,0.031415927,,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,y,middle,NA,Membranipora,0.3,0.070685835,,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,y,middle,NA,Membranipora,0.3,0.070685835,,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,y,middle,NA,Spirobranchus,,NA,1,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,y,tip,NA,Hydrozoa,,NA,6,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,y,tip,NA,Pilosa,1.2,0.753982237,,NA,NA,NA,NA,7,4,High,C,52,153
NA,NA,AB20,adult,NA,12/06/2025,NA,,not on datasheet,y,tip,NA,Pilosa,1.1,0.633554518,,NA,NA,NA,NA,7,4,High,C,52,153
21,Blue,AB21,adult,NA,12/06/2025,240,,,x,middle,NA,Membranipora,1,0.785398163,,12_5_2025,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,6,2,High,P,53,137
21,Blue,AB21,adult,NA,12/06/2025,240,,,x,tip,NA,Hydrozoa,,NA,9,12_5_2025,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,6,2,High,P,53,137
21,Blue,AB21,adult,NA,12/06/2025,240,,,x,tip,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,6,2,High,P,53,137
21,Blue,AB21,adult,NA,12/06/2025,240,,,x,tip,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,6,2,High,P,53,137
21,Blue,AB21,adult,NA,12/06/2025,240,,,x,tip,NA,Membranipora,0.3,0.070685835,,12_5_2025,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,6,2,High,P,53,137
21,Blue,AB21,adult,NA,12/06/2025,240,,,x,tip,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,6,2,High,P,53,137
21,Blue,AB21,adult,NA,12/06/2025,240,,,x,tip,NA,Pilosa,1.2,0.753982237,,12_5_2025,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,6,2,High,P,53,137
21,Blue,AB21,adult,NA,12/06/2025,240,,,x,tip,NA,Spirobranchus,,NA,3,12_5_2025,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,6,2,High,P,53,137
21,Blue,AB21,adult,NA,12/06/2025,240,,,y,base,NA,Membranipora,2,3.141592654,,12_5_2025,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,6,2,High,P,53,137
21,Blue,AB21,adult,NA,12/06/2025,240,,,y,base,NA,Spirobranchus,,NA,4,12_5_2025,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,6,2,High,P,53,137
21,Blue,AB21,adult,NA,12/06/2025,240,,,y,middle,NA,Hydrozoa,,NA,2,12_5_2025,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,6,2,High,P,53,137
21,Blue,AB21,adult,NA,12/06/2025,240,,,y,middle,NA,Spirobranchus,,NA,1,12_5_2025,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,6,2,High,P,53,137
21,Blue,AB21,adult,NA,12/06/2025,240,,,y,tip,NA,Hydrozoa,,NA,3,12_5_2025,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,6,2,High,P,53,137
21,Blue,AB21,adult,NA,12/06/2025,240,,,y,tip,NA,Membranipora,0.3,0.070685835,,12_5_2025,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,6,2,High,P,53,137
21,Blue,AB21,adult,NA,12/06/2025,240,,,y,tip,NA,Membranipora,0.4,0.125663706,,12_5_2025,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,6,2,High,P,53,137
21,Blue,AB21,adult,NA,12/06/2025,240,,,y,tip,NA,Pilosa,2,2.094395102,,12_5_2025,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,6,2,High,P,53,137
21,Blue,AB21,adult,NA,12/06/2025,240,,,y,tip,NA,Pilosa,0.8,0.335103216,,12_5_2025,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,6,2,High,P,53,137
