,tag_no.x,tag_colour,sea_id,rock_no,origin,tag_color,tag_no.y,rock_number,date,longest_blade,collected_from,biofouling_removed_14_5_25,no_blades,initial_tank,nutrient_treatment_tank,main_experiment_tank,turbulence,nutrient_treatment,swab_prior_enrichment,swab_after_ernichment_16_5,date_sampled,blade_length,notes,blade_side,blade_zone,blade_no,sp,colony_length_max,colony_area,no_h,no_m,no_long_m
1069,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,mm,1,0.785398163,,NA,NA
1070,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,8,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,mm,1,0.785398163,,NA,NA
1071,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,mm,1,0.785398163,,NA,NA
1072,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,13,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,mm,1,0.785398163,,NA,NA
1073,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,7,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,mm,1,0.785398163,,NA,NA
1074,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,21,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,mm,1,0.785398163,,NA,NA
1075,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,13,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,mm,1,0.785398163,,NA,NA
1076,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,mm,1,0.785398163,,NA,NA
1077,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,mm,1,0.785398163,,NA,NA
1078,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,7,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,mm,1,0.785398163,,NA,NA
1079,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,2,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,mm,1,0.785398163,,NA,NA
1080,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,mm,1,0.785398163,,NA,NA
1081,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,mm,1,0.785398163,,NA,NA
1082,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,mm,1,0.785398163,,NA,NA
1083,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,mm,1,0.785398163,,NA,NA
1084,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,mm,1,0.785398163,,NA,NA
1085,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,mm,1,0.785398163,,NA,NA
1086,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,2,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,mm,1,0.785398163,,NA,NA
1087,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,30,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,mm,1,0.785398163,,NA,NA
1088,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,NA,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,mm,1,0.785398163,,NA,NA
1089,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0.5,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1090,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0.6,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1091,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0.5,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1092,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,1,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1093,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0.3,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1094,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0.7,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1095,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0.8,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1096,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1097,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,2,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1098,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0.53,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1099,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,22,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1100,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1101,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,23,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1102,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1103,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1104,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1105,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,16,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1106,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1107,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1108,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1109,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1110,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1111,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1112,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1113,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1114,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1115,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1116,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,8,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1117,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1118,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,13,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1119,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,7,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1120,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,21,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1121,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,13,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1122,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1123,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1124,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,7,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1125,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,2,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1126,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1127,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1128,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1129,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1130,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1131,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1132,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,2,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1133,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,30,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1134,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,NA,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,1,0.523598776,,NA,NA
1135,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0.5,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1136,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0.6,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1137,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0.5,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1138,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,1,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1139,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0.3,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1140,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0.7,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1141,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0.8,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1142,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1143,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,2,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1144,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0.53,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1145,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,22,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1146,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1147,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,23,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1148,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1149,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1150,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1151,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,16,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1152,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1153,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1154,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1155,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1156,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1157,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1158,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1159,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1160,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1161,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1162,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,8,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1163,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1164,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,13,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1165,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,7,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1166,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,21,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1167,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,13,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1168,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1169,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1170,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,7,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1171,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,2,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1172,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1173,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1174,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1175,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1176,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1177,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1178,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,2,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1179,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,30,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1180,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,NA,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,middle,NA,ep,0.5,0.130899694,,NA,NA
1181,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0.5,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1182,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0.6,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1183,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0.5,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1184,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,1,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1185,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0.3,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1186,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0.7,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1187,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0.8,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1188,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1189,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,2,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1190,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,0.53,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1191,120notag,,AW3,,Kilchoan_young,,NA,NA,4_12_2025,22,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1192,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1193,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,23,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1194,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1195,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1196,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1197,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,16,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1198,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1199,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1200,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1201,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1202,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1203,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1204,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1205,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1206,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1207,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1208,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,8,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
1209,120notag,,AW3,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,4,,,,,04/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,3,1,NA
