rank,tag_no_x,tag_color,seaweed_id,age,rock_no_x,epibiont_sampling_date,blade_length,notes,blade_side,blade_zone,blade_no,species,colony_length_max,colony_area,species_count,set_date,origin,biofouling_removed_14_5_25,initial_tank,nutrient_treatment_tank,main_experiment_tank,turbulence,nutrient_treatment,swab_prior_enrichment,swab_after_ernichment_16_5
403,7,White,AW7,adult,NA,02/07/2025,190,,y,base,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
404,7,White,AW7,adult,NA,02/07/2025,190,,y,middle,NA,Membranipora,1,0.785398163,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
405,7,White,AW7,adult,NA,02/07/2025,190,,y,middle,NA,Membranipora,0.5,0.196349541,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
406,7,White,AW7,adult,NA,02/07/2025,190,,y,middle,NA,Membranipora,0.5,0.196349541,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
407,7,White,AW7,adult,NA,02/07/2025,190,,x,middle,NA,Pilosa,0.2,0.020943951,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
408,7,White,AW7,adult,NA,02/07/2025,190,,x,tip,NA,Pilosa,2.5,3.272492347,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
409,7,White,AW7,adult,NA,02/07/2025,190,,x,tip,NA,Pilosa,2.5,3.272492347,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
410,7,White,AW7,adult,NA,02/07/2025,190,,x,base,NA,Spirobranchus,,NA,15,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
411,7,White,AW7,adult,NA,02/07/2025,190,,x,middle,NA,Spirobranchus,,NA,12,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
412,7,White,AW7,adult,NA,02/07/2025,190,,x,tip,NA,Spirobranchus,,NA,8,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
413,7,White,AW7,adult,NA,02/07/2025,190,,y,base,NA,Spirobranchus,,NA,8,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
414,7,White,AW7,adult,NA,02/07/2025,190,,y,middle,NA,Spirobranchus,,NA,4,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
415,7,White,AW7,adult,NA,02/07/2025,190,,y,tip,NA,Spirobranchus,,NA,1,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
416,7,White,AW7,adult,NA,04/06/2025,190,,x,middle,NA,Membranipora,1,0.785398163,2,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
417,7,White,AW7,adult,NA,04/06/2025,190,,x,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
418,7,White,AW7,adult,NA,04/06/2025,190,,x,tip,NA,Membranipora,0.2,0.031415927,5,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
419,7,White,AW7,adult,NA,04/06/2025,190,,x,tip,NA,Membranipora,0.4,0.125663706,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
420,7,White,AW7,adult,NA,04/06/2025,190,,x,tip,NA,Membranipora,0.4,0.125663706,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
421,7,White,AW7,adult,NA,04/06/2025,190,,x,tip,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
422,7,White,AW7,adult,NA,04/06/2025,190,,x,tip,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
423,7,White,AW7,adult,NA,04/06/2025,190,,y,middle,NA,Membranipora,1.5,1.767145868,2,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
424,7,White,AW7,adult,NA,04/06/2025,190,,y,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
425,7,White,AW7,adult,NA,04/06/2025,190,,y,tip,NA,Membranipora,0.3,0.070685835,2,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
426,7,White,AW7,adult,NA,04/06/2025,190,,y,tip,NA,Membranipora,0.3,0.070685835,1,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
427,7,White,AW7,adult,NA,04/06/2025,190,,y,middle,NA,Pilosa,0.5,0.130899694,1,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
428,7,White,AW7,adult,NA,04/06/2025,190,,x,middle,NA,Spirobranchus,0.2,NA,1,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
429,7,White,AW7,adult,NA,12/06/2025,190,,x,middle,NA,Hydrozoa,2,NA,1,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
430,7,White,AW7,adult,NA,12/06/2025,190,,x,middle,NA,Membranipora,2,3.141592654,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
431,7,White,AW7,adult,NA,12/06/2025,190,,x,middle,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
432,7,White,AW7,adult,NA,12/06/2025,190,,x,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
433,7,White,AW7,adult,NA,12/06/2025,190,,x,tip,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
434,7,White,AW7,adult,NA,12/06/2025,190,,x,tip,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
435,7,White,AW7,adult,NA,12/06/2025,190,,x,tip,NA,Membranipora,0.4,0.125663706,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
436,7,White,AW7,adult,NA,12/06/2025,190,,x,tip,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
437,7,White,AW7,adult,NA,12/06/2025,190,,y,middle,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
438,7,White,AW7,adult,NA,12/06/2025,190,,y,middle,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
439,7,White,AW7,adult,NA,12/06/2025,190,,y,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
440,7,White,AW7,adult,NA,12/06/2025,190,,y,middle,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
441,7,White,AW7,adult,NA,12/06/2025,190,,y,middle,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
442,7,White,AW7,adult,NA,12/06/2025,190,,y,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
443,7,White,AW7,adult,NA,12/06/2025,190,,y,middle,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
444,7,White,AW7,adult,NA,12/06/2025,190,,y,tip,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
445,7,White,AW7,adult,NA,12/06/2025,190,,y,tip,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
446,7,White,AW7,adult,NA,12/06/2025,190,,x,base,NA,Spirobranchus,,NA,1,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
447,7,White,AW7,adult,NA,12/06/2025,190,,x,middle,NA,Spirobranchus,2,NA,7,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
448,7,White,AW7,adult,NA,12/06/2025,190,,y,tip,NA,Spirobranchus,0.3,NA,1,27_4_2025,FSC slip,,2,3,7,Low,C,15,141
449,8,White,AW8,adult,NA,12/06/2025,170,tag detached180,x,tip,NA,Hydrozoa,0.5,NA,1,27_4_2025,FSC slip,,2,1,2,High,N,11,109
450,8,White,AW8,adult,NA,12/06/2025,170,tag detached180,x,tip,NA,Membranipora,0.5,0.196349541,,27_4_2025,FSC slip,,2,1,2,High,N,11,109
451,8,White,AW8,adult,NA,12/06/2025,170,tag detached180,y,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,2,1,2,High,N,11,109
452,8,White,AW8,adult,NA,12/06/2025,170,tag detached180,y,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,2,1,2,High,N,11,109
453,8,White,AW8,adult,NA,12/06/2025,170,tag detached180,y,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,2,1,2,High,N,11,109
454,8,White,AW8,adult,NA,12/06/2025,170,tag detached180,x,tip,NA,Pilosa,0.5,0.130899694,,27_4_2025,FSC slip,,2,1,2,High,N,11,109
455,8,White,AW8,adult,NA,12/06/2025,170,tag detached180,y,middle,NA,Pilosa,0.5,0.130899694,,27_4_2025,FSC slip,,2,1,2,High,N,11,109
456,8,White,AW8,adult,NA,12/06/2025,170,tag detached180,y,middle,NA,Pilosa,0.5,0.130899694,,27_4_2025,FSC slip,,2,1,2,High,N,11,109
457,8,White,AW8,adult,NA,12/06/2025,170,tag detached180,y,tip,NA,Pilosa,1.5,1.178097245,,27_4_2025,FSC slip,,2,1,2,High,N,11,109
458,8,White,AW8,adult,NA,12/06/2025,170,tag detached180,x,tip,NA,Spirobranchus,0.5,NA,4,27_4_2025,FSC slip,,2,1,2,High,N,11,109
459,8,White,AW8,adult,NA,12/06/2025,170,tag detached180,y,base,NA,Spirobranchus,,NA,3,27_4_2025,FSC slip,,2,1,2,High,N,11,109
460,8,White,AW8,adult,NA,12/06/2025,170,tag detached180,y,middle,NA,Spirobranchus,0.5,NA,3,27_4_2025,FSC slip,,2,1,2,High,N,11,109
461,8,White,AW8,adult,NA,04/06/2025,170,,y,base,NA,Hydrozoa,0.5,NA,5,27_4_2025,FSC slip,,2,1,2,High,N,11,109
462,8,White,AW8,adult,NA,04/06/2025,170,,y,middle,NA,Hydrozoa,,NA,4,27_4_2025,FSC slip,,2,1,2,High,N,11,109
463,8,White,AW8,adult,NA,04/06/2025,170,,x,base,NA,Membranipora,0.5,0.196349541,3,27_4_2025,FSC slip,,2,1,2,High,N,11,109
464,8,White,AW8,adult,NA,04/06/2025,170,,x,base,NA,Membranipora,0.5,0.196349541,,27_4_2025,FSC slip,,2,1,2,High,N,11,109
465,8,White,AW8,adult,NA,04/06/2025,170,,x,base,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,2,1,2,High,N,11,109
466,8,White,AW8,adult,NA,04/06/2025,170,,x,middle,NA,Membranipora,0.5,0.196349541,2,27_4_2025,FSC slip,,2,1,2,High,N,11,109
467,8,White,AW8,adult,NA,04/06/2025,170,,x,middle,NA,Membranipora,0.4,0.125663706,,27_4_2025,FSC slip,,2,1,2,High,N,11,109
468,8,White,AW8,adult,NA,04/06/2025,170,,x,tip,NA,Membranipora,0.2,0.031415927,1,27_4_2025,FSC slip,,2,1,2,High,N,11,109
469,8,White,AW8,adult,NA,04/06/2025,170,,y,base,NA,Membranipora,0.5,0.196349541,1,27_4_2025,FSC slip,,2,1,2,High,N,11,109
470,8,White,AW8,adult,NA,04/06/2025,170,,y,tip,NA,Membranipora,0.4,0.125663706,1,27_4_2025,FSC slip,,2,1,2,High,N,11,109
471,8,White,AW8,adult,NA,04/06/2025,170,,x,tip,NA,Spirobranchus,0.2,NA,3,27_4_2025,FSC slip,,2,1,2,High,N,11,109
472,8,White,AW8,adult,NA,04/06/2025,170,,y,tip,NA,Spirobranchus,0.4,NA,1,27_4_2025,FSC slip,,2,1,2,High,N,11,109
473,9,White,AW9,adult,NA,02/07/2025,120,,x,tip,NA,Hydrozoa,,NA,15,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
474,9,White,AW9,adult,NA,02/07/2025,120,,x,middle,NA,Membranipora,0.2,0.031415927,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
475,9,White,AW9,adult,NA,02/07/2025,120,,x,middle,NA,Membranipora,0.1,0.007853982,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
476,9,White,AW9,adult,NA,02/07/2025,120,,x,middle,NA,Membranipora,0.1,0.007853982,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
477,9,White,AW9,adult,NA,02/07/2025,120,,x,middle,NA,Membranipora,0.1,0.007853982,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
478,9,White,AW9,adult,NA,02/07/2025,120,,x,middle,NA,Membranipora,0.2,0.031415927,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
479,9,White,AW9,adult,NA,02/07/2025,120,,x,middle,NA,Membranipora,0.1,0.007853982,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
480,9,White,AW9,adult,NA,02/07/2025,120,,x,middle,NA,Membranipora,0.1,0.007853982,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
481,9,White,AW9,adult,NA,02/07/2025,120,,x,tip,NA,Membranipora,3.5,9.621127502,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
482,9,White,AW9,adult,NA,02/07/2025,120,,x,tip,NA,Membranipora,1,0.785398163,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
483,9,White,AW9,adult,NA,02/07/2025,120,,x,tip,NA,Membranipora,0.5,0.196349541,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
484,9,White,AW9,adult,NA,02/07/2025,120,,x,tip,NA,Membranipora,1,0.785398163,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
485,9,White,AW9,adult,NA,02/07/2025,120,,x,tip,NA,Membranipora,0.4,0.125663706,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
486,9,White,AW9,adult,NA,02/07/2025,120,,x,tip,NA,Membranipora,0.5,0.196349541,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
487,9,White,AW9,adult,NA,02/07/2025,120,,y,middle,NA,Membranipora,0.5,0.196349541,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
488,9,White,AW9,adult,NA,02/07/2025,120,,y,middle,NA,Membranipora,0.2,0.031415927,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
489,9,White,AW9,adult,NA,02/07/2025,120,,y,middle,NA,Membranipora,0.2,0.031415927,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
490,9,White,AW9,adult,NA,02/07/2025,120,,y,tip,NA,Membranipora,2,3.141592654,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
491,9,White,AW9,adult,NA,02/07/2025,120,,y,tip,NA,Membranipora,0.5,0.196349541,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
492,9,White,AW9,adult,NA,02/07/2025,120,,x,tip,NA,Pilosa,1,0.523598776,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
493,9,White,AW9,adult,NA,02/07/2025,120,,y,tip,NA,Pilosa,1,0.523598776,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
494,9,White,AW9,adult,NA,02/07/2025,120,,y,tip,NA,Pilosa,1.5,1.178097245,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
495,9,White,AW9,adult,NA,02/07/2025,120,,y,tip,NA,Pilosa,2,2.094395102,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
496,9,White,AW9,adult,NA,02/07/2025,120,,y,tip,NA,Pilosa,1.5,1.178097245,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
497,9,White,AW9,adult,NA,02/07/2025,120,,x,base,NA,Spirobranchus,,NA,4,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
498,9,White,AW9,adult,NA,02/07/2025,120,,x,middle,NA,Spirobranchus,,NA,8,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
499,9,White,AW9,adult,NA,02/07/2025,120,,x,tip,NA,Spirobranchus,,NA,1,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
500,9,White,AW9,adult,NA,02/07/2025,120,,y,base,NA,Spirobranchus,,NA,16,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
501,9,White,AW9,adult,NA,02/07/2025,120,,y,middle,NA,Spirobranchus,,NA,7,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
502,9,White,AW9,adult,NA,02/07/2025,120,,y,tip,NA,Spirobranchus,,NA,5,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
503,9,White,AW9,adult,NA,04/06/2025,120,,x,middle,NA,Hydrozoa,,NA,2,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
504,9,White,AW9,adult,NA,04/06/2025,120,,y,tip,NA,Membranipora,0.4,0.125663706,1,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
505,9,White,AW9,adult,NA,04/06/2025,120,,y,middle,NA,Pilosa,0.4,0.083775804,3,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
506,9,White,AW9,adult,NA,04/06/2025,120,,y,middle,NA,Pilosa,0.3,0.04712389,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
507,9,White,AW9,adult,NA,04/06/2025,120,,y,middle,NA,Pilosa,0.2,0.020943951,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
508,9,White,AW9,adult,NA,04/06/2025,120,,x,middle,NA,Spirobranchus,,NA,1,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
509,9,White,AW9,adult,NA,04/06/2025,120,,x,tip,NA,Spirobranchus,,NA,1,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
510,9,White,AW9,adult,NA,12/06/2025,120,,x,middle,NA,Hydrozoa,0.4,NA,1,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
511,9,White,AW9,adult,NA,12/06/2025,120,,x,middle,NA,Membranipora,0.4,0.125663706,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
512,9,White,AW9,adult,NA,12/06/2025,120,,y,middle,NA,Membranipora,0.2,0.031415927,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
513,9,White,AW9,adult,NA,12/06/2025,120,,y,middle,NA,Membranipora,0.3,0.070685835,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
514,9,White,AW9,adult,NA,12/06/2025,120,,y,middle,NA,Membranipora,0.2,0.031415927,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
515,9,White,AW9,adult,NA,12/06/2025,120,,y,middle,NA,Membranipora,0.2,0.031415927,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
516,9,White,AW9,adult,NA,12/06/2025,120,,y,middle,NA,Membranipora,0.1,0.007853982,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
517,9,White,AW9,adult,NA,12/06/2025,120,,y,middle,NA,Membranipora,0.1,0.007853982,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
518,9,White,AW9,adult,NA,12/06/2025,120,,y,middle,NA,Membranipora,0.1,0.007853982,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
519,9,White,AW9,adult,NA,12/06/2025,120,,y,middle,NA,Membranipora,0.1,0.007853982,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
520,9,White,AW9,adult,NA,12/06/2025,120,,y,middle,NA,Membranipora,0.1,0.007853982,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
521,9,White,AW9,adult,NA,12/06/2025,120,,y,middle,NA,Pilosa,0.6,0.188495559,,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
522,9,White,AW9,adult,NA,12/06/2025,120,,x,tip,NA,Spirobranchus,,NA,1,13_5_2025,FSC slip,,1,3,5,Low,C,85,142
523,10,White,AW10,adult,NA,04/06/2025,123,,x,base,NA,Membranipora,1,0.785398163,2,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
524,10,White,AW10,adult,NA,04/06/2025,123,,x,base,NA,Membranipora,0.8,0.502654825,,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
525,10,White,AW10,adult,NA,04/06/2025,123,,x,middle,NA,Membranipora,1.2,1.130973355,2,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
526,10,White,AW10,adult,NA,04/06/2025,123,,x,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
527,10,White,AW10,adult,NA,04/06/2025,123,,x,tip,NA,Membranipora,0.4,0.125663706,4,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
528,10,White,AW10,adult,NA,04/06/2025,123,,x,tip,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
529,10,White,AW10,adult,NA,04/06/2025,123,,x,tip,NA,Membranipora,0.4,0.125663706,,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
530,10,White,AW10,adult,NA,04/06/2025,123,,x,tip,NA,Membranipora,0.5,0.196349541,,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
531,10,White,AW10,adult,NA,04/06/2025,123,,y,middle,NA,Membranipora,0.2,0.031415927,1,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
532,10,White,AW10,adult,NA,04/06/2025,123,,y,tip,NA,Membranipora,0.4,0.125663706,2,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
533,10,White,AW10,adult,NA,04/06/2025,123,,y,tip,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
534,10,White,AW10,adult,NA,04/06/2025,123,,y,middle,NA,Spirobranchus,0.2,NA,1,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
535,10,White,AW10,adult,NA,04/06/2025,123,,y,tip,NA,Spirobranchus,0.4,NA,2,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
536,10,White,AW10,adult,NA,12/06/2025,123,tip missing ,x,base,NA,Hydrozoa,0.2,NA,1,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
537,10,White,AW10,adult,NA,12/06/2025,123,,x,middle,NA,Hydrozoa,2.5,NA,6,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
538,10,White,AW10,adult,NA,12/06/2025,123,,y,middle,NA,Hydrozoa,,NA,3,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
539,10,White,AW10,adult,NA,12/06/2025,123,tip missing ,x,base,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
540,10,White,AW10,adult,NA,12/06/2025,123,,x,base,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
541,10,White,AW10,adult,NA,12/06/2025,123,,x,middle,NA,Membranipora,2.5,4.908738521,,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
542,10,White,AW10,adult,NA,12/06/2025,123,,x,middle,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
543,10,White,AW10,adult,NA,12/06/2025,123,,x,middle,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
544,10,White,AW10,adult,NA,12/06/2025,123,,y,base,NA,Membranipora,1,0.785398163,,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
545,10,White,AW10,adult,NA,12/06/2025,123,tip missing ,x,base,NA,Spirobranchus,0.2,NA,2,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
546,10,White,AW10,adult,NA,12/06/2025,123,,y,base,NA,Spirobranchus,1,NA,1,27_4_2025,FSC slip,,3,1,5,Low,N,9,103
547,11,White,AW11,adult,NA,04/06/2025,150,,x,middle,NA,Hydrozoa,0.3,NA,4,27_4_2025,FSC slip,,3,3,2,High,C,4,150
548,11,White,AW11,adult,NA,04/06/2025,150,,x,base,NA,Membranipora,0.8,0.502654825,1,27_4_2025,FSC slip,,3,3,2,High,C,4,150
549,11,White,AW11,adult,NA,04/06/2025,150,,x,middle,NA,Membranipora,0.3,0.070685835,3,27_4_2025,FSC slip,,3,3,2,High,C,4,150
550,11,White,AW11,adult,NA,04/06/2025,150,,x,middle,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,3,3,2,High,C,4,150
551,11,White,AW11,adult,NA,04/06/2025,150,,x,middle,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,3,3,2,High,C,4,150
552,11,White,AW11,adult,NA,04/06/2025,150,,y,base,NA,Membranipora,2,3.141592654,1,27_4_2025,FSC slip,,3,3,2,High,C,4,150
553,11,White,AW11,adult,NA,04/06/2025,150,,y,middle,NA,Membranipora,0.2,0.031415927,2,27_4_2025,FSC slip,,3,3,2,High,C,4,150
554,11,White,AW11,adult,NA,04/06/2025,150,,y,middle,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,3,3,2,High,C,4,150
555,11,White,AW11,adult,NA,04/06/2025,150,,x,tip,NA,Spirobranchus,,NA,2,27_4_2025,FSC slip,,3,3,2,High,C,4,150
556,11,White,AW11,adult,NA,12/06/2025,150,,x,base,NA,Hydrozoa,1.5,NA,4,27_4_2025,FSC slip,,3,3,2,High,C,4,150
557,11,White,AW11,adult,NA,12/06/2025,150,,x,base,NA,Membranipora,1.5,1.767145868,,27_4_2025,FSC slip,,3,3,2,High,C,4,150
558,11,White,AW11,adult,NA,12/06/2025,150,,x,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,3,3,2,High,C,4,150
559,11,White,AW11,adult,NA,12/06/2025,150,,x,middle,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,3,3,2,High,C,4,150
560,11,White,AW11,adult,NA,12/06/2025,150,,x,middle,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,3,3,2,High,C,4,150
561,11,White,AW11,adult,NA,12/06/2025,150,,x,tip,NA,Membranipora,0.5,0.196349541,,27_4_2025,FSC slip,,3,3,2,High,C,4,150
562,11,White,AW11,adult,NA,12/06/2025,150,,x,tip,NA,Membranipora,0.4,0.125663706,,27_4_2025,FSC slip,,3,3,2,High,C,4,150
563,11,White,AW11,adult,NA,12/06/2025,150,,y,middle,NA,Membranipora,1,0.785398163,,27_4_2025,FSC slip,,3,3,2,High,C,4,150
564,11,White,AW11,adult,NA,12/06/2025,150,,y,middle,NA,Membranipora,1,0.785398163,,27_4_2025,FSC slip,,3,3,2,High,C,4,150
565,11,White,AW11,adult,NA,12/06/2025,150,,y,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,3,3,2,High,C,4,150
566,11,White,AW11,adult,NA,12/06/2025,150,,y,middle,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,3,3,2,High,C,4,150
567,11,White,AW11,adult,NA,12/06/2025,150,,y,middle,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,3,3,2,High,C,4,150
568,11,White,AW11,adult,NA,12/06/2025,150,,y,tip,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,3,3,2,High,C,4,150
569,11,White,AW11,adult,NA,12/06/2025,150,,y,tip,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,3,3,2,High,C,4,150
570,11,White,AW11,adult,NA,12/06/2025,150,1 x ascidian,y,tip,NA,Pilosa,1.2,0.753982237,,27_4_2025,FSC slip,,3,3,2,High,C,4,150
571,11,White,AW11,adult,NA,12/06/2025,150,,x,middle,NA,Spirobranchus,0.2,NA,3,27_4_2025,FSC slip,,3,3,2,High,C,4,150
572,11,White,AW11,adult,NA,12/06/2025,150,,x,tip,NA,Spirobranchus,0.5,NA,2,27_4_2025,FSC slip,,3,3,2,High,C,4,150
573,11,White,AW11,adult,NA,12/06/2025,150,1 x ascidian,y,tip,NA,Spirobranchus,1.2,NA,1,27_4_2025,FSC slip,,3,3,2,High,C,4,150
574,12,White,AW12,adult,NA,04/06/2025,130,,x,tip,NA,Hydrozoa,0.5,NA,2,27_4_2025,FSC slip,,3,2,2,High,P,7,127
575,12,White,AW12,adult,NA,04/06/2025,130,,x,base,NA,Membranipora,1.5,1.767145868,1,27_4_2025,FSC slip,,3,2,2,High,P,7,127
