tag_no_x,tag_colour,seaweed_id,rock_no,age,epibiont_sampling,blade_length_pre_experiment,blade_length_in_experiment,notes,origin,tag_no_y,rock_number,date,initial_tank,nutrient_treatment_tank,main_experiment_tank,turbulence,nutrient_treatment,tag_no_x,tag_colour,origin_kelp,biofouling_removed_14_5_25,,blade_length_pre_experiment,blade_length_in_experiment,,rank_of_blade_on_rock,,no_young_blades_per_rock,swab_prior_enrichment,swab_after_ernichment_16_5,blade_side,blade_zone,species,bryozoan_colony_length_max,bryozoan_colony_area,hydrozoan_counts,spirobranchus_counts
27,blue,AB27,NA,old,12/06/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,x,tip,Pilosa,0.5,0.130899694,,
27,blue,AB27,NA,old,12/06/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,x,tip,Membranipora,0.2,0.031415927,,
27,blue,AB27,NA,old,12/06/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,x,tip,Membranipora,0.3,0.070685835,,
27,blue,AB27,NA,old,12/06/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,58,114,y,base,Spirobranchus,,NA,,2
27,blue,AB27,NA,old,12/06/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,58,114,x,base,Spirobranchus,,NA,,2
41,green,AG41,NA,old,04/06/2025,110,,tag detached_76,Adult_local,41,,13_5_2025,,7,3,Low,P,41,green,FSC slip,some sils,,110,,,NA,,,73,126,y,middle,Membranipora,0.2,NA,,
27,blue,AB27,NA,old,12/06/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,y,tip,Obelia,NA,NA,2,
27,blue,AB27,NA,old,12/06/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,y,tip,Pilosa,1.5,1.178097245,,
27,blue,AB27,NA,old,12/06/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,y,tip,Pilosa,1,0.523598776,,
27,blue,AB27,NA,old,12/06/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,y,tip,Membranipora,0.8,0.502654825,,
27,blue,AB27,NA,old,12/06/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,y,tip,Pilosa,0.4,0.083775804,,
27,blue,AB27,NA,old,02/07/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,x,base,Membranipora,0.2,0.031415927,,
27,blue,AB27,NA,old,02/07/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,x,base,Membranipora,0.1,0.007853982,,
27,blue,AB27,NA,old,02/07/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,x,middle,Membranipora,0.2,0.031415927,,
27,blue,AB27,NA,old,02/07/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,x,tip,Membranipora,2.5,4.908738521,,
27,blue,AB27,NA,old,02/07/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,x,tip,Membranipora,2,3.141592654,,
27,blue,AB27,NA,old,02/07/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,x,tip,Membranipora,1.5,1.767145868,,
27,blue,AB27,NA,old,02/07/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,x,tip,Membranipora,1.5,1.767145868,,
27,blue,AB27,NA,old,02/07/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,x,tip,Membranipora,1.5,1.767145868,,
27,blue,AB27,NA,old,02/07/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,x,tip,Membranipora,0.2,0.031415927,,
27,blue,AB27,NA,old,02/07/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,x,tip,Membranipora,0.3,0.070685835,,
27,blue,AB27,NA,old,02/07/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,58,114,x,tip,Spirobranchus,,NA,,3
27,blue,AB27,NA,old,02/07/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,58,114,y,base,Spirobranchus,,NA,,4
27,blue,AB27,NA,old,02/07/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,58,114,y,middle,Spirobranchus,,NA,,3
27,blue,AB27,NA,old,02/07/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,y,middle,Membranipora,0.2,0.031415927,,
27,blue,AB27,NA,old,02/07/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,58,114,y,tip,Spirobranchus,,NA,,6
27,blue,AB27,NA,old,02/07/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,y,tip,Membranipora,0.2,0.031415927,,
27,blue,AB27,NA,old,02/07/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,y,tip,Pilosa,0.5,0.130899694,,
27,blue,AB27,NA,old,02/07/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,y,tip,Pilosa,1.5,1.178097245,,
27,blue,AB27,NA,old,02/07/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,x,tip,Spirobranchus,,,,1
27,blue,AB27,NA,old,02/07/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,210,,,NA,,,59,135,y,tip,Obelia,NA,NA,10,
28,blue,AB28,NA,old,04/06/2025,320,,,Adult_local,28,,12_5_2025,,7,6,High,C,28,blue,farland,bryo=19;hydro=123;donut=5;maerl=5,,320,,,NA,,,60,151,x,base,,,NA,,
28,blue,AB28,NA,old,04/06/2025,320,,,Adult_local,28,,12_5_2025,,7,6,High,C,28,blue,farland,bryo=19;hydro=123;donut=5;maerl=5,,320,,,,,,,,x,middle,Obelia,NA,NA,4,
28,blue,AB28,NA,old,04/06/2025,320,,,Adult_local,28,,12_5_2025,,7,6,High,C,28,blue,farland,bryo=19;hydro=123;donut=5;maerl=5,,320,,,NA,,,60,151,x,middle,Pilosa,0.5,0.130899694,,
28,blue,AB28,NA,old,04/06/2025,320,,,Adult_local,28,,12_5_2025,,7,6,High,C,28,blue,farland,bryo=19;hydro=123;donut=5;maerl=5,,320,,,NA,,,60,151,x,middle,Membranipora,0.5,0.196349541,,
28,blue,AB28,NA,old,04/06/2025,320,,,Adult_local,28,,12_5_2025,,7,6,High,C,28,blue,farland,bryo=19;hydro=123;donut=5;maerl=5,,320,,,NA,,,60,151,x,middle,Membranipora,0.3,0.070685835,,
28,blue,AB28,NA,old,04/06/2025,320,,,Adult_local,28,,12_5_2025,,7,6,High,C,28,blue,farland,bryo=19;hydro=123;donut=5;maerl=5,,320,,,NA,,,60,151,x,middle,Membranipora,0.2,0.031415927,,
28,blue,AB28,NA,old,04/06/2025,320,,,Adult_local,28,,12_5_2025,,7,6,High,C,28,blue,farland,bryo=19;hydro=123;donut=5;maerl=5,,320,,,NA,,,60,151,y,base,,,NA,,
28,blue,AB28,NA,old,04/06/2025,320,,,Adult_local,28,,12_5_2025,,7,6,High,C,28,blue,farland,bryo=19;hydro=123;donut=5;maerl=5,,320,,,NA,,,60,151,y,middle,Pilosa,0.4,0.083775804,,
28,blue,AB28,NA,old,04/06/2025,320,,,Adult_local,28,,12_5_2025,,7,6,High,C,28,blue,farland,bryo=19;hydro=123;donut=5;maerl=5,,320,,,NA,,,60,151,y,middle,Pilosa,0.4,0.083775804,,
28,blue,AB28,NA,old,04/06/2025,320,,,Adult_local,28,,12_5_2025,,7,6,High,C,28,blue,farland,bryo=19;hydro=123;donut=5;maerl=5,,320,,,NA,,,60,151,y,middle,Membranipora,0.3,0.070685835,,
28,blue,AB28,NA,old,04/06/2025,320,,,Adult_local,28,,12_5_2025,,7,6,High,C,28,blue,farland,bryo=19;hydro=123;donut=5;maerl=5,,320,,,NA,,,60,151,y,tip,,,NA,,
110notag,,AG34,NA,old,12/06/2025,66,,tag detached,Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,farland,clean,,66,,,NA,,,59,135,y,base,Spirobranchus,,NA,,1
110notag,,AG34,NA,old,12/06/2025,66,,tag detached,Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,farland,clean,,66,,,NA,,,66,157,x,tip,Pilosa,1.5,1.178097245,,
110notag,,AG34,NA,old,12/06/2025,66,,tag detached,Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,farland,clean,,66,,,NA,,,66,157,x,tip,Membranipora,1,0.785398163,,
110notag,,AG34,NA,old,12/06/2025,66,,tag detached,Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,farland,clean,,66,,,NA,,,66,157,x,tip,Membranipora,0.8,0.502654825,,
110notag,,AG34,NA,old,12/06/2025,66,,tag detached,Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,farland,clean,,66,,,NA,,,66,157,x,tip,Pilosa,1.9,1.89019158,,
110notag,,AG34,NA,old,12/06/2025,66,,tag detached,Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,farland,clean,,66,,,NA,,,66,157,x,tip,Pilosa,1.2,0.753982237,,
110notag,,AG34,NA,old,12/06/2025,66,,tag detached,Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,farland,clean,,66,,,NA,,,66,157,y,base,,,NA,,
110notag,,AG34,NA,old,12/06/2025,66,,,Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,farland,clean,,66,,,,,,59,135,y,base,Spirobranchus,,NA,,2
110notag,,AG34,NA,old,12/06/2025,66,,,Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,farland,clean,,66,,,,,,66,157,y,tip,Obelia,NA,NA,2,
110notag,,AG34,NA,old,12/06/2025,66,,tag detached,Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,farland,clean,,66,,,NA,,,66,157,y,tip,Membranipora,0.3,0.070685835,,
110notag,,AG34,NA,old,12/06/2025,66,,tag detached,Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,farland,clean,,66,,,NA,,,66,157,y,middle,Membranipora,0.2,0.031415927,,
110notag,,AG34,NA,old,12/06/2025,66,,tag detached,Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,farland,clean,,66,,,NA,,,66,157,y,tip,Pilosa,1.4,1.0262536,,
110notag,,AG34,NA,old,12/06/2025,66,,,Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,farland,clean,,66,,,,,,66,157,y,tip,Obelia,NA,NA,4,
110notag,,AG34,NA,old,12/06/2025,66,,tag detached,Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,farland,clean,,66,,,NA,,,66,157,y,tip,Pilosa,0.8,0.335103216,,
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,59,135,x,base,Spirobranchus,,NA,,20
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,76,146,x,base,Pilosa,0.5,0.130899694,,
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,76,146,x,middle,Pilosa,1.2,0.753982237,,
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,76,146,x,middle,Membranipora,0.3,0.070685835,,
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,76,146,x,middle,Membranipora,0.1,0.007853982,,
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,76,146,x,middle,Membranipora,0.3,0.070685835,,
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,76,146,x,middle,Membranipora,0.1,0.007853982,,
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,76,146,x,middle,Pilosa,0.5,0.130899694,,
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,76,146,x,tip,Membranipora,2,3.141592654,,
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,76,146,y,base,Membranipora,1.5,1.767145868,,
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,76,146,y,base,Membranipora,0.5,0.196349541,,
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,59,135,x,tip,Spirobranchus,,NA,,6
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,76,146,y,base,Pilosa,1.5,1.178097245,,
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,76,146,y,middle,,,NA,,
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,59,135,y,base,Spirobranchus,,NA,,2
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,59,135,y,middle,Spirobranchus,,NA,,4
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,59,135,y,tip,Spirobranchus,,NA,,8
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,76,146,x,middle,Pilosa,1.4,1.0262536,,
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,66,157,x,tip,Spirobranchus,,,,1
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,76,146,x,tip,Pilosa,0.5,0.130899694,,
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,76,146,x,tip,Pilosa,0.4,0.083775804,,
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,66,157,y,middle,Spirobranchus,,,,3
120notag,,AG44,NA,old,12/06/2025,140,,,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,,,,76,146,x,base,Spirobranchus,,,,1
120notag,,AG44,NA,old,12/06/2025,140,,,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,,,,76,146,y,middle,Obelia,NA,NA,2,
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,76,146,y,middle,Pilosa,0.4,0.083775804,,
120notag,,AG44,NA,old,12/06/2025,140,,,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,,,,76,146,y,base,Spirobranchus,,,,3
120notag,,AG44,NA,old,12/06/2025,140,,,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,,,,76,146,y,tip,Obelia,NA,NA,1,
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,76,146,y,tip,Pilosa,1,0.523598776,,
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,76,146,y,tip,Pilosa,0.8,0.335103216,,
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,76,146,y,tip,Membranipora,0.2,0.031415927,,
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,76,146,y,tip,Membranipora,0.3,0.070685835,,
120notag,,AG44,NA,old,12/06/2025,140,,tag detached,Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,FSC slip,some sils,,140,,,NA,,,76,146,y,tip,Membranipora,0.3,0.070685835,,
120notag,,AW3,NA,old,04/06/2025,162,,tag detached,Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,FSC slip,,,162,,,NA,,,21,124,x,base,,,NA,,
120notag,,AW3,NA,old,04/06/2025,162,,tag detached,Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,FSC slip,,,162,,,NA,,,21,124,x,base,Membranipora,0.2,0.031415927,,
120notag,,AW3,NA,old,04/06/2025,162,,tag detached,Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,FSC slip,,,162,,,NA,,,21,124,x,base,Membranipora,1,0.785398163,,
120notag,,AW3,NA,old,04/06/2025,162,,tag detached,Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,FSC slip,,,162,,,NA,,,21,124,x,middle,Membranipora,1,0.785398163,,
120notag,,AW3,NA,old,04/06/2025,162,,tag detached,Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,FSC slip,,,162,,,NA,,,21,124,x,middle,Pilosa,1,0.523598776,,
120notag,,AW3,NA,old,04/06/2025,162,,tag detached,Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,FSC slip,,,162,,,NA,,,21,124,x,middle,Pilosa,0.5,0.130899694,,
120notag,,AW3,NA,old,04/06/2025,162,,,Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,FSC slip,,,162,,,,,,76,146,y,tip,Spirobranchus,,NA,,1
120notag,,AW3,NA,old,04/06/2025,162,,,Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,FSC slip,,,162,,,,,,21,124,x,tip,Obelia,NA,NA,3,
120notag,,AW3,NA,old,04/06/2025,162,,tag detached,Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,FSC slip,,,162,,,NA,,,21,124,x,tip,Pilosa,1.5,1.178097245,,
120notag,,AW3,NA,old,04/06/2025,162,,tag detached,Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,FSC slip,,,162,,,NA,,,21,124,x,tip,Pilosa,1,0.523598776,,
30,blue,AB30,NA,old,04/06/2025,200,,,Adult_local,3,,27_4_2025,1,7,4,High,P,30,blue,farland,bryo=11;hydro=37,,200,,,NA,,,62,134,x,base,,,NA,,
30,blue,AB30,NA,old,04/06/2025,200,,,Adult_local,3,,27_4_2025,1,7,4,High,P,30,blue,farland,bryo=11;hydro=37,,200,,,,,,62,134,x,middle,Obelia,NA,NA,1,
30,blue,AB30,NA,old,04/06/2025,200,,,Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,farland,bryo=11;hydro=37,,200,,,NA,,,62,134,x,middle,Membranipora,0.5,0.196349541,,
30,blue,AB30,NA,old,04/06/2025,200,,,Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,farland,bryo=11;hydro=37,,200,,,NA,,,62,134,x,middle,Membranipora,0.3,0.070685835,,
30,blue,AB30,NA,old,04/06/2025,200,,,Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,farland,bryo=11;hydro=37,,200,,,NA,,,62,134,x,middle,Membranipora,0.3,0.070685835,,
30,blue,AB30,NA,old,04/06/2025,200,,,Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,farland,bryo=11;hydro=37,,200,,,NA,,,62,134,x,middle,Pilosa,0.5,0.130899694,,
30,blue,AB30,NA,old,04/06/2025,200,,,Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,farland,bryo=11;hydro=37,,200,,,NA,,,62,134,x,middle,Pilosa,0.3,0.04712389,,
30,blue,AB30,NA,old,04/06/2025,200,,,Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,farland,bryo=11;hydro=37,,200,,,NA,,,62,134,x,middle,Membranipora,0.4,0.125663706,,
30,blue,AB30,NA,old,04/06/2025,200,,,Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,farland,bryo=11;hydro=37,,200,,,NA,,,62,134,x,tip,Pilosa,0.1,0.005235988,,
30,blue,AB30,NA,old,04/06/2025,200,,,Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,farland,bryo=11;hydro=37,,200,,,NA,,,62,134,x,tip,Pilosa,0.2,0.020943951,,
30,blue,AB30,NA,old,04/06/2025,200,,,Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,farland,bryo=11;hydro=37,,200,,,NA,,,62,134,x,tip,Membranipora,0.2,0.031415927,,
30,blue,AB30,NA,old,04/06/2025,200,,,Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,farland,bryo=11;hydro=37,,200,,,NA,,,62,134,y,base,,,NA,,
30,blue,AB30,NA,old,04/06/2025,200,,,Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,farland,bryo=11;hydro=37,,200,,,,,,62,134,y,middle,Obelia,NA,NA,1,
30,blue,AB30,NA,old,04/06/2025,200,,,Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,farland,bryo=11;hydro=37,,200,,,NA,,,62,134,y,middle,Membranipora,1,0.785398163,,
30,blue,AB30,NA,old,04/06/2025,200,,,Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,farland,bryo=11;hydro=37,,200,,,NA,,,62,134,y,middle,Membranipora,0.4,0.125663706,,
30,blue,AB30,NA,old,04/06/2025,200,,,Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,farland,bryo=11;hydro=37,,200,,,NA,,,62,134,y,middle,Membranipora,0.3,0.070685835,,
30,blue,AB30,NA,old,04/06/2025,200,,,Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,farland,bryo=11;hydro=37,,200,,,NA,,,62,134,y,middle,Membranipora,0.2,0.031415927,,
30,blue,AB30,NA,old,04/06/2025,200,,,Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,farland,bryo=11;hydro=37,,200,,,,,,62,134,y,tip,Obelia,NA,NA,4,
30,blue,AB30,NA,old,04/06/2025,200,,,Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,farland,bryo=11;hydro=37,,200,,,NA,,,62,134,y,tip,Pilosa,1,0.523598776,,
120notag,,AW3,NA,old,04/06/2025,162,,tag detached,Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,FSC slip,,,162,,,NA,,,21,124,x,tip,Pilosa,1.3,0.884881931,,
120notag,,AW3,NA,old,04/06/2025,162,,tag detached,Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,FSC slip,,,162,,,NA,,,21,124,y,base,,,NA,,
120notag,,AW3,NA,old,04/06/2025,162,,tag detached,Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,FSC slip,,,162,,,NA,,,21,124,y,middle,Membranipora,0.2,0.031415927,,
120notag,,AW3,NA,old,04/06/2025,162,,tag detached,Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,FSC slip,,,162,,,NA,,,21,124,y,middle,Membranipora,0.3,0.070685835,,
120notag,,AW3,NA,old,04/06/2025,162,,tag detached,Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,FSC slip,,,162,,,NA,,,21,124,y,tip,Membranipora,1.5,1.767145868,,
120notag,,AW3,NA,old,04/06/2025,162,,tag detached,Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,FSC slip,,,162,,,NA,,,21,124,y,tip,Membranipora,1,0.785398163,,
120notag,,AW3,NA,old,04/06/2025,162,,tag detached,Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,FSC slip,,,162,,,NA,,,21,124,y,tip,Membranipora,1.5,1.767145868,,
120notag,,AW3,NA,old,04/06/2025,162,,tag detached,Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,FSC slip,,,162,,,NA,,,21,124,y,tip,Membranipora,1,0.785398163,,
123notag,,AG37,NA,old,12/06/2025,200,,tag detached,Adult_local,37,,12_5_2025,,7,3,Low,C,123notag,,farland,bryo=14;hydro11;maerl=4;sil=1,,200,,,NA,,,69,154,x,base,,,,,
123notag,,AG37,NA,old,12/06/2025,200,,tag detached,Adult_local,37,,12_5_2025,,7,3,Low,C,123notag,,farland,bryo=14;hydro11;maerl=4;sil=1,,200,,,NA,,,76,146,x,base,Spirobranchus,,NA,,2
123notag,,AG37,NA,old,12/06/2025,200,,tag detached,Adult_local,37,,12_5_2025,,7,3,Low,C,123notag,,farland,bryo=14;hydro11;maerl=4;sil=1,,200,,,NA,,,69,154,x,base,Membranipora,0.3,0.070685835,,
123notag,,AG37,NA,old,12/06/2025,200,,tag detached,Adult_local,38,,12_5_2026,,7,3,Low,C,123notag,,farland,bryo=14;hydro11;maerl=4;sil=1,,200,,,NA,,,76,146,x,middle,Spirobranchus,,,,6
123notag,,AG37,NA,old,12/06/2025,200,,tag detached,Adult_local,38,,12_5_2026,,7,3,Low,C,123notag,,farland,bryo=14;hydro11;maerl=4;sil=1,,200,,,NA,,,69,154,x,middle,Membranipora,0.3,0.070685835,,
