"","tag_no.x","tag_colour","seaweed_id","rock_no","date_sampled","blade_length","notes","blade_side","blade_zone","blade_no","sp","colony_length_max","colony_area","no_h","no_m","no_long_m","tank","origin","tag_color","tag_no.y","rock_number","date","longest_blade","collected_from","biofouling_removed_14_5_25","no_blades","initial_tank","nutrient_treatment_tank","main_experiment_tank","turbulence","nutrient_treatment","swab_prior_enrichment","swab_after_ernichment_16_5","total_colony_area"
"227","250notag","","AB28",NA,"12/06/2025",NA,"tag detached","x","tip",NA,"ep","0.7",0.2565634,NA,NA,NA,6,"Adult_local","Blue",28,NA,"12_5_2025",320,"farland","bryo=19;hydro=123;donut=5;maerl=5",NA,NA,7,6,"High","C","60","151",4.461061568
"228","250notag","","AB28",NA,"12/06/2025",NA,"tag detached","x","tip",NA,"mm","0.2",0.031415927,NA,NA,NA,6,"Adult_local","Blue",28,NA,"12_5_2025",320,"farland","bryo=19;hydro=123;donut=5;maerl=5",NA,NA,7,6,"High","C","60","151",2.136283008
"229","250notag","","AB28",NA,"12/06/2025",NA,"tag detached","y","base",NA,"","",NA,NA,NA,NA,6,"Adult_local","Blue",28,NA,"12_5_2025",320,"farland","bryo=19;hydro=123;donut=5;maerl=5",NA,NA,7,6,"High","C","60","151",0
"230","250notag","","AB28",NA,"12/06/2025",NA,"tag detached","y","middle",NA,"ep","1",0.523598776,NA,4,NA,6,"Adult_local","Blue",28,NA,"12_5_2025",320,"farland","bryo=19;hydro=123;donut=5;maerl=5",NA,NA,7,6,"High","C","60","151",4.461061568
"231","250notag","","AB28",NA,"12/06/2025",NA,"tag detached","y","middle",NA,"ep","1",0.523598776,NA,NA,NA,6,"Adult_local","Blue",28,NA,"12_5_2025",320,"farland","bryo=19;hydro=123;donut=5;maerl=5",NA,NA,7,6,"High","C","60","151",4.461061568
"232","250notag","","AB28",NA,"12/06/2025",NA,"tag detached","y","middle",NA,"ep","0.6",0.188495559,NA,NA,NA,6,"Adult_local","Blue",28,NA,"12_5_2025",320,"farland","bryo=19;hydro=123;donut=5;maerl=5",NA,NA,7,6,"High","C","60","151",4.461061568
"233","250notag","","AB28",NA,"12/06/2025",NA,"tag detached","y","middle",NA,"ep","0.6",0.188495559,NA,NA,NA,6,"Adult_local","Blue",28,NA,"12_5_2025",320,"farland","bryo=19;hydro=123;donut=5;maerl=5",NA,NA,7,6,"High","C","60","151",4.461061568
"234","250notag","","AB28",NA,"12/06/2025",NA,"tag detached","y","middle",NA,"mm","0.4",0.125663706,NA,NA,NA,6,"Adult_local","Blue",28,NA,"12_5_2025",320,"farland","bryo=19;hydro=123;donut=5;maerl=5",NA,NA,7,6,"High","C","60","151",2.136283008
"235","250notag","","AB28",NA,"12/06/2025",NA,"tag detached","y","middle",NA,"mm","0.3",0.070685835,NA,NA,NA,6,"Adult_local","Blue",28,NA,"12_5_2025",320,"farland","bryo=19;hydro=123;donut=5;maerl=5",NA,NA,7,6,"High","C","60","151",2.136283008
"236","250notag","","AB28",NA,"12/06/2025",NA,"tag detached","y","middle",NA,"mm","0.2",0.031415927,NA,NA,NA,6,"Adult_local","Blue",28,NA,"12_5_2025",320,"farland","bryo=19;hydro=123;donut=5;maerl=5",NA,NA,7,6,"High","C","60","151",2.136283008
"237","250notag","","AB28",NA,"12/06/2025",NA,"tag detached","y","middle",NA,"mm","0.1",0.007853982,NA,NA,NA,6,"Adult_local","Blue",28,NA,"12_5_2025",320,"farland","bryo=19;hydro=123;donut=5;maerl=5",NA,NA,7,6,"High","C","60","151",2.136283008
"238","250notag","","AB28",NA,"12/06/2025",NA,"tag detached","y","tip",NA,"mm","0.2",0.031415927,4,NA,NA,6,"Adult_local","Blue",28,NA,"12_5_2025",320,"farland","bryo=19;hydro=123;donut=5;maerl=5",NA,NA,7,6,"High","C","60","151",2.136283008
"239","178notag","","AB29",NA,"04/06/2025",NA,"tag detached_178","x","base",NA,"","",NA,NA,NA,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",0
"240","178notag","","AB29",NA,"04/06/2025",NA,"tag detached_178","x","middle",NA,"ep","",0,NA,1,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",0.785398164
"241","178notag","","AB29",NA,"04/06/2025",NA,"tag detached_178","x","tip",NA,"ep","0.5",0.130899694,NA,NA,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",0.785398164
"242","178notag","","AB29",NA,"04/06/2025",NA,"tag detached_178","x","tip",NA,"mm","0.4",0.125663706,NA,NA,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",0.251327412
"243","178notag","","AB29",NA,"04/06/2025",NA,"tag detached_178","y","base",NA,"ep","0.5",0.130899694,NA,NA,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",0.785398164
"244","178notag","","AB29",NA,"04/06/2025",NA,"tag detached_178","y","middle",NA,"","",NA,NA,1,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",0
"245","178notag","","AB29",NA,"04/06/2025",NA,"tag detached_178","y","tip",NA,"ep","1",0.523598776,NA,NA,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",0.785398164
"246","178notag","","AB29",NA,"04/06/2025",NA,"tag detached_178","y","tip",NA,"mm","0.4",0.125663706,NA,NA,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",0.251327412
"247","160notag","","AB29",NA,"12/06/2025",NA,"tag detached","x","base",NA,"mm","0.1",0.007853982,NA,1,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",3.471459887
"248","160notag","","AB29",NA,"12/06/2025",NA,"tag detached","x","base",NA,"mm","0.1",0.007853982,NA,NA,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",3.471459887
"249","160notag","","AB29",NA,"12/06/2025",NA,"tag detached","x","base",NA,"mm","0.2",0.031415927,NA,NA,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",3.471459887
"250","160notag","","AB29",NA,"12/06/2025",NA,"tag detached","x","middle",NA,"ep","1",0.523598776,NA,2,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",4.068362488
"251","160notag","","AB29",NA,"12/06/2025",NA,"tag detached","x","middle",NA,"ep","1",0.523598776,NA,NA,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",4.068362488
"252","160notag","","AB29",NA,"12/06/2025",NA,"tag detached","x","middle",NA,"mm","0.2",0.031415927,NA,NA,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",3.471459887
"253","160notag","","AB29",NA,"12/06/2025",NA,"tag detached","x","middle",NA,"mm","0.3",0.070685835,NA,NA,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",3.471459887
"254","160notag","","AB29",NA,"12/06/2025",NA,"tag detached","x","middle",NA,"mm","0.2",0.031415927,NA,NA,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",3.471459887
"255","160notag","","AB29",NA,"12/06/2025",NA,"tag detached","x","tip",NA,"ep","1",0.523598776,3,NA,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",4.068362488
"256","160notag","","AB29",NA,"12/06/2025",NA,"tag detached","x","tip",NA,"mm","0.3",0.070685835,NA,NA,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",3.471459887
"257","160notag","","AB29",NA,"12/06/2025",NA,"tag detached","x","tip",NA,"mm","0.1",0.007853982,NA,NA,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",3.471459887
"258","160notag","","AB29",NA,"12/06/2025",NA,"tag detached","x","tip",NA,"mm","0.2",0.031415927,NA,NA,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",3.471459887
"259","160notag","","AB29",NA,"12/06/2025",NA,"tag detached","x","tip",NA,"mm","0.1",0.007853982,0,NA,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",3.471459887
"260","160notag","","AB29",NA,"12/06/2025",NA,"tag detached","x","tip",NA,"ep","0.8",0.335103216,NA,NA,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",4.068362488
"261","160notag","","AB29",NA,"12/06/2025",NA,"tag detached","y","base",NA,"mm","2",3.141592654,NA,1,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",3.471459887
"262","160notag","","AB29",NA,"12/06/2025",NA,"tag detached","y","middle",NA,"ep","1.2",0.753982237,2,NA,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",4.068362488
"263","160notag","","AB29",NA,"12/06/2025",NA,"tag detached","y","tip",NA,"ep","1.3",0.884881931,NA,NA,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",4.068362488
"264","160notag","","AB29",NA,"12/06/2025",NA,"tag detached","y","tip",NA,"ep","1",0.523598776,NA,NA,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",4.068362488
"265","160notag","","AB29",NA,"12/06/2025",NA,"tag detached","y","tip",NA,"mm","0.2",0.031415927,NA,NA,NA,5,"Adult_local","Blue",29,NA,"12_5_2025",230,"farland","hydro=137;bryo=1",NA,NA,5,5,"Low","N","61","113",3.471459887
"266","30","blue","AB30",NA,"04/06/2025",NA,"","x","base",NA,"","",NA,NA,NA,NA,NA,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",0
"267","30","blue","AB30",NA,"04/06/2025",NA,"","x","middle",NA,"mm","0.5",0.196349541,1,NA,NA,NA,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.507964475
"268","30","blue","AB30",NA,"04/06/2025",NA,"","x","middle",NA,"mm","0.3",0.070685835,NA,NA,NA,NA,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.507964475
"269","30","blue","AB30",NA,"04/06/2025",NA,"","x","middle",NA,"mm","0.3",0.070685835,NA,NA,NA,NA,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.507964475
"270","30","blue","AB30",NA,"04/06/2025",NA,"","x","middle",NA,"ep","0.5",0.130899694,NA,NA,NA,NA,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",0.727802299
"271","30","blue","AB30",NA,"04/06/2025",NA,"","x","middle",NA,"ep","0.3",0.04712389,NA,NA,NA,NA,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",0.727802299
"272","30","blue","AB30",NA,"04/06/2025",NA,"","x","middle",NA,"mm","0.4",0.125663706,NA,NA,NA,NA,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.507964475
"273","30","blue","AB30",NA,"04/06/2025",NA,"","x","tip",NA,"ep","0.1",0.005235988,5,NA,NA,NA,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",0.727802299
"274","30","blue","AB30",NA,"04/06/2025",NA,"","x","tip",NA,"ep","0.2",0.020943951,NA,NA,NA,NA,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",0.727802299
"275","30","blue","AB30",NA,"04/06/2025",NA,"","x","tip",NA,"mm","0.2",0.031415927,NA,NA,NA,NA,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.507964475
"276","30","blue","AB30",NA,"04/06/2025",NA,"","y","base",NA,"","",NA,NA,NA,NA,NA,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",0
"277","30","blue","AB30",NA,"04/06/2025",NA,"","y","middle",NA,"mm","1",0.785398163,1,NA,NA,NA,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.507964475
"278","30","blue","AB30",NA,"04/06/2025",NA,"","y","middle",NA,"mm","0.4",0.125663706,NA,NA,NA,NA,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.507964475
"279","30","blue","AB30",NA,"04/06/2025",NA,"","y","middle",NA,"mm","0.3",0.070685835,NA,NA,NA,NA,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.507964475
"280","30","blue","AB30",NA,"04/06/2025",NA,"","y","middle",NA,"mm","0.2",0.031415927,NA,NA,NA,NA,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.507964475
"281","30","blue","AB30",NA,"04/06/2025",NA,"","y","tip",NA,"ep","1",0.523598776,4,NA,NA,NA,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",0.727802299
"282","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","x","base",NA,"","",NA,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",0
"283","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","x","middle",NA,"mm","0.3",0.070685835,1,2,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"284","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","x","middle",NA,"mm","0.2",0.031415927,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"285","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","x","middle",NA,"mm","0.3",0.070685835,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"286","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","x","middle",NA,"mm","0.1",0.007853982,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"287","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","x","middle",NA,"mm","0.2",0.031415927,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"288","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","x","tip",NA,"mm","0.3",0.070685835,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"289","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","x","tip",NA,"mm","0.3",0.070685835,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"290","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","x","tip",NA,"mm","0.3",0.070685835,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"291","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","x","tip",NA,"mm","0.3",0.070685835,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"292","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","x","tip",NA,"mm","0.2",0.031415927,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"293","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","y","base",NA,"mm","0.1",0.007853982,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"294","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","y","middle",NA,"ep","1.2",0.753982237,NA,NA,3,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",0.753982237
"295","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","y","middle",NA,"mm","0.2",0.031415927,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"296","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","y","middle",NA,"mm","0.2",0.031415927,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"297","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","y","middle",NA,"mm","0.2",0.031415927,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"298","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","y","middle",NA,"mm","0.2",0.031415927,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"299","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","y","middle",NA,"mm","0.2",0.031415927,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"300","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","y","middle",NA,"mm","0.2",0.031415927,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"301","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","y","middle",NA,"mm","0.1",0.007853982,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"302","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","y","middle",NA,"mm","0.1",0.007853982,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"303","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","y","middle",NA,"mm","0.1",0.007853982,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"304","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","y","middle",NA,"mm","0.1",0.007853982,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"305","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","y","tip",NA,"mm","1",0.785398163,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"306","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","y","tip",NA,"mm","0.4",0.125663706,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"307","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","y","tip",NA,"mm","0.2",0.031415927,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"308","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","y","tip",NA,"mm","0.2",0.031415927,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"309","200notag","","AB30",NA,"12/06/2025",NA,"tag detached","y","tip",NA,"mm","0.4",0.125663706,NA,NA,NA,4,"Adult_local","Blue",30,NA,"12_5_2025",200,"farland","bryo=11;hydro=37",NA,NA,6,4,"High","P","62","134",1.853539674
"310","31","blue","AB31",NA,"04/06/2025",NA,"","x","base",NA,"","",NA,NA,NA,NA,NA,"Adult_local","Blue",31,NA,"12_5_2025",240,"farland","bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,"Low","C","63","152",0
"311","31","blue","AB31",NA,"04/06/2025",NA,"","x","middle",NA,"mm","0.8",0.502654825,NA,NA,NA,NA,"Adult_local","Blue",31,NA,"12_5_2025",240,"farland","bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,"Low","C","63","152",1.319468916
"312","31","blue","AB31",NA,"04/06/2025",NA,"","x","middle",NA,"mm","0.5",0.196349541,NA,NA,NA,NA,"Adult_local","Blue",31,NA,"12_5_2025",240,"farland","bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,"Low","C","63","152",1.319468916
"313","31","blue","AB31",NA,"04/06/2025",NA,"","x","tip",NA,"mm","0.3",0.070685835,10,NA,NA,NA,"Adult_local","Blue",31,NA,"12_5_2025",240,"farland","bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,"Low","C","63","152",1.319468916
"314","31","blue","AB31",NA,"04/06/2025",NA,"","x","tip",NA,"mm","0.4",0.125663706,NA,NA,NA,NA,"Adult_local","Blue",31,NA,"12_5_2025",240,"farland","bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,"Low","C","63","152",1.319468916
"315","31","blue","AB31",NA,"04/06/2025",NA,"","x","tip",NA,"ep","0.5",0.130899694,NA,NA,NA,NA,"Adult_local","Blue",31,NA,"12_5_2025",240,"farland","bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,"Low","C","63","152",0.214675498
"316","31","blue","AB31",NA,"04/06/2025",NA,"","y","base",NA,"","",NA,NA,NA,NA,NA,"Adult_local","Blue",31,NA,"12_5_2025",240,"farland","bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,"Low","C","63","152",0
"317","31","blue","AB31",NA,"04/06/2025",NA,"","y","middle",NA,"","",NA,NA,NA,NA,NA,"Adult_local","Blue",31,NA,"12_5_2025",240,"farland","bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,"Low","C","63","152",0
"318","31","blue","AB31",NA,"04/06/2025",NA,"","y","tip",NA,"ep","0.4",0.083775804,4,NA,NA,NA,"Adult_local","Blue",31,NA,"12_5_2025",240,"farland","bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,"Low","C","63","152",0.214675498
"319","31","blue","AB31",NA,"04/06/2025",NA,"","y","tip",NA,"mm","0.4",0.125663706,NA,NA,NA,NA,"Adult_local","Blue",31,NA,"12_5_2025",240,"farland","bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,"Low","C","63","152",1.319468916
"320","31","blue","AB31",NA,"04/06/2025",NA,"","y","tip",NA,"mm","0.5",0.196349541,NA,NA,NA,NA,"Adult_local","Blue",31,NA,"12_5_2025",240,"farland","bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,"Low","C","63","152",1.319468916
"321","31","blue","AB31",NA,"04/06/2025",NA,"","y","tip",NA,"mm","0.3",0.070685835,NA,NA,NA,NA,"Adult_local","Blue",31,NA,"12_5_2025",240,"farland","bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,"Low","C","63","152",1.319468916
"322","31","blue","AB31",NA,"04/06/2025",NA,"","y","tip",NA,"mm","0.2",0.031415927,NA,NA,NA,NA,"Adult_local","Blue",31,NA,"12_5_2025",240,"farland","bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,"Low","C","63","152",1.319468916
"323","31","blue","AB31",NA,"12/06/2025",NA,"","x","base",NA,"","",NA,NA,NA,NA,NA,"Adult_local","Blue",31,NA,"12_5_2025",240,"farland","bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,"Low","C","63","152",0
"324","31","blue","AB31",NA,"12/06/2025",NA,"","x","middle",NA,"ep","1",0.523598776,NA,3,NA,NA,"Adult_local","Blue",31,NA,"12_5_2025",240,"farland","bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,"Low","C","63","152",3.628539516
"325","31","blue","AB31",NA,"12/06/2025",NA,"","x","middle",NA,"ep","0.5",0.130899694,NA,NA,NA,NA,"Adult_local","Blue",31,NA,"12_5_2025",240,"farland","bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,"Low","C","63","152",3.628539516
"326","31","blue","AB31",NA,"12/06/2025",NA,"","x","middle",NA,"ep","1.2",0.753982237,NA,NA,NA,NA,"Adult_local","Blue",31,NA,"12_5_2025",240,"farland","bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,"Low","C","63","152",3.628539516
"327","31","blue","AB31",NA,"12/06/2025",NA,"","x","middle",NA,"mm","0.4",0.125663706,NA,NA,NA,NA,"Adult_local","Blue",31,NA,"12_5_2025",240,"farland","bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,"Low","C","63","152",2.607521907
"328","31","blue","AB31",NA,"12/06/2025",NA,"","x","middle",NA,"mm","0.4",0.125663706,NA,NA,NA,NA,"Adult_local","Blue",31,NA,"12_5_2025",240,"farland","bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,"Low","C","63","152",2.607521907
"329","31","blue","AB31",NA,"12/06/2025",NA,"","x","middle",NA,"mm","0.4",0.125663706,NA,NA,NA,NA,"Adult_local","Blue",31,NA,"12_5_2025",240,"farland","bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,"Low","C","63","152",2.607521907
