tag_no,tag_colour,seaweed_id,rock_no,date_sampled,blade_length,notes,blade_side,blade_zone,blade_no,species,colony_length_max,colony_area,hydrozoan_count,spirobranchus_count,no_long_m
1,red,AR1,NA,12/06/2025,NA,,x,middle,NA,Pilosa,1.4,1.0262536,NA,NA,NA
1,red,AR1,NA,12/06/2025,NA,,x,middle,NA,Pilosa,0.3,0.04712389,NA,NA,NA
1,red,AR1,NA,12/06/2025,NA,,x,middle,NA,Pilosa,0.5,0.130899694,NA,NA,NA
1,red,AR1,NA,12/06/2025,NA,,x,middle,NA,Pilosa,0.5,0.130899694,NA,NA,NA
1,red,AR1,NA,12/06/2025,NA,,x,middle,NA,Pilosa,0.3,0.04712389,NA,NA,NA
1,red,AR1,NA,12/06/2025,NA,,y,middle,NA,Pilosa,1.5,1.178097245,NA,NA,NA
1,red,AR1,NA,12/06/2025,NA,,y,middle,NA,Pilosa,0.6,0.188495559,NA,NA,NA
1,red,AR1,NA,12/06/2025,NA,,y,base,NA,Spirobranchus,2,NA,NA,3,NA
1,red,AR1,NA,12/06/2025,NA,,y,middle,NA,Spirobranchus,1.5,NA,NA,1,NA
1,white,AW1,NA,02/07/2025,NA,,x,base,NA,,,NA,NA,NA,NA
1,white,AW1,NA,02/07/2025,NA,,y,base,NA,,,NA,NA,NA,NA
1,white,AW1,NA,02/07/2025,NA,,y,base,NA,Hydrozoa,,NA,4,NA,NA
1,white,AW1,NA,02/07/2025,NA,,x,base,NA,Membranipora,0.1,0.007853982,NA,NA,NA
1,white,AW1,NA,02/07/2025,NA,,x,base,NA,Membranipora,0.1,0.007853982,NA,NA,NA
1,white,AW1,NA,02/07/2025,NA,,x,base,NA,Membranipora,0.1,0.007853982,NA,NA,NA
1,white,AW1,NA,02/07/2025,NA,,y,base,NA,Membranipora,0.4,0.125663706,NA,NA,NA
1,white,AW1,NA,02/07/2025,NA,,y,base,NA,Membranipora,0.4,0.125663706,NA,NA,NA
1,white,AW1,NA,02/07/2025,NA,,y,base,NA,Membranipora,0.2,0.031415927,NA,NA,NA
1,white,AW1,NA,02/07/2025,NA,,y,base,NA,Membranipora,0.1,0.007853982,NA,NA,NA
1,white,AW1,NA,02/07/2025,NA,,y,base,NA,Pilosa,0.2,0.020943951,NA,NA,NA
1,white,AW1,NA,02/07/2025,NA,,y,base,NA,Pilosa,1.5,1.178097245,NA,NA,NA
1,white,AW1,NA,02/07/2025,NA,,x,base,NA,Spirobranchus,,NA,NA,4,NA
1,white,AW1,NA,02/07/2025,NA,,y,base,NA,Spirobranchus,0.1,NA,NA,16,NA
1,white,AW1,NA,04/06/2025,NA,,x,middle,NA,Membranipora,0.1,0.007853982,NA,NA,NA
1,white,AW1,NA,04/06/2025,NA,,x,tip,NA,Membranipora,0.4,0.125663706,NA,NA,NA
1,white,AW1,NA,04/06/2025,NA,,y,middle,NA,Membranipora,0.2,0.031415927,NA,NA,NA
1,white,AW1,NA,04/06/2025,NA,,y,tip,NA,Membranipora,0.3,0.070685835,NA,NA,NA
1,white,AW1,NA,04/06/2025,NA,,y,tip,NA,Membranipora,0.3,0.070685835,NA,NA,NA
1,white,AW1,NA,04/06/2025,NA,,x,base,NA,Pilosa,0.2,0.020943951,NA,NA,NA
1,white,AW1,NA,04/06/2025,NA,,y,base,NA,Pilosa,0.2,0.020943951,NA,NA,NA
1,white,AW1,NA,04/06/2025,NA,,y,middle,NA,Pilosa,0.3,0.04712389,NA,NA,NA
1,white,AW1,NA,04/06/2025,NA,,y,middle,NA,Spirobranchus,0.2,NA,NA,2,NA
1,white,AW1,NA,12/06/2025,NA,,x,base,NA,,,NA,NA,NA,NA
1,white,AW1,NA,12/06/2025,NA,,y,tip,NA,Hydrozoa,0.4,NA,1,NA,NA
1,white,AW1,NA,12/06/2025,NA,,x,middle,NA,Membranipora,0.3,0.070685835,NA,NA,NA
1,white,AW1,NA,12/06/2025,NA,,x,middle,NA,Membranipora,0.2,0.031415927,NA,NA,NA
1,white,AW1,NA,12/06/2025,NA,,x,middle,NA,Membranipora,0.1,0.007853982,NA,NA,NA
1,white,AW1,NA,12/06/2025,NA,,x,tip,NA,Membranipora,0.4,0.125663706,NA,NA,NA
1,white,AW1,NA,12/06/2025,NA,,y,base,NA,Membranipora,0.2,0.031415927,NA,NA,NA
1,white,AW1,NA,12/06/2025,NA,,y,tip,NA,Membranipora,0.4,0.125663706,NA,NA,NA
1,white,AW1,NA,12/06/2025,NA,,y,tip,NA,Membranipora,0.4,0.125663706,NA,NA,NA
1,white,AW1,NA,12/06/2025,NA,,x,middle,NA,Pilosa,0.4,0.083775804,NA,NA,NA
1,white,AW1,NA,12/06/2025,NA,,x,tip,NA,Pilosa,1,0.523598776,NA,NA,NA
1,white,AW1,NA,12/06/2025,NA,,y,middle,NA,Pilosa,1.3,0.884881931,NA,NA,NA
1,white,AW1,NA,12/06/2025,NA,,y,middle,NA,Pilosa,0.8,0.335103216,NA,NA,NA
1,white,AW1,NA,12/06/2025,NA,,y,middle,NA,Pilosa,0.6,0.188495559,NA,NA,NA
1,white,AW1,NA,12/06/2025,NA,,y,base,NA,Spirobranchus,0.2,NA,NA,4,NA
10,white,AW10,NA,04/06/2025,NA,,y,base,NA,,,NA,NA,NA,NA
10,white,AW10,NA,04/06/2025,NA,,x,base,NA,Membranipora,1,0.785398163,NA,NA,NA
10,white,AW10,NA,04/06/2025,NA,,x,base,NA,Membranipora,0.8,0.502654825,NA,NA,NA
10,white,AW10,NA,04/06/2025,NA,,x,middle,NA,Membranipora,1.2,1.130973355,NA,NA,NA
10,white,AW10,NA,04/06/2025,NA,,x,middle,NA,Membranipora,0.2,0.031415927,NA,NA,NA
10,white,AW10,NA,04/06/2025,NA,,x,tip,NA,Membranipora,0.4,0.125663706,NA,NA,NA
10,white,AW10,NA,04/06/2025,NA,,x,tip,NA,Membranipora,0.2,0.031415927,NA,NA,NA
10,white,AW10,NA,04/06/2025,NA,,x,tip,NA,Membranipora,0.4,0.125663706,NA,NA,NA
10,white,AW10,NA,04/06/2025,NA,,x,tip,NA,Membranipora,0.5,0.196349541,NA,NA,NA
10,white,AW10,NA,04/06/2025,NA,,y,middle,NA,Membranipora,0.2,0.031415927,NA,NA,NA
10,white,AW10,NA,04/06/2025,NA,,y,tip,NA,Membranipora,0.4,0.125663706,NA,NA,NA
10,white,AW10,NA,04/06/2025,NA,,y,tip,NA,Membranipora,0.2,0.031415927,NA,NA,NA
10,white,AW10,NA,04/06/2025,NA,,y,middle,NA,Spirobranchus,0.2,NA,NA,1,NA
10,white,AW10,NA,04/06/2025,NA,,y,tip,NA,Spirobranchus,0.4,NA,NA,2,NA
10,white,AW10,NA,12/06/2025,NA,,y,middle,NA,,,NA,NA,NA,NA
10,white,AW10,NA,12/06/2025,NA,tip missing ,x,base,NA,Hydrozoa,0.2,NA,1,NA,NA
10,white,AW10,NA,12/06/2025,NA,,x,middle,NA,Hydrozoa,2.5,NA,6,NA,NA
10,white,AW10,NA,12/06/2025,NA,,y,middle,NA,Hydrozoa,,NA,3,NA,NA
10,white,AW10,NA,12/06/2025,NA,tip missing ,x,base,NA,Membranipora,0.2,0.031415927,NA,NA,NA
10,white,AW10,NA,12/06/2025,NA,,x,base,NA,Membranipora,0.1,0.007853982,NA,NA,NA
10,white,AW10,NA,12/06/2025,NA,,x,middle,NA,Membranipora,2.5,4.908738521,NA,NA,NA
10,white,AW10,NA,12/06/2025,NA,,x,middle,NA,Membranipora,0.1,0.007853982,NA,NA,NA
10,white,AW10,NA,12/06/2025,NA,,x,middle,NA,Membranipora,0.1,0.007853982,NA,NA,NA
10,white,AW10,NA,12/06/2025,NA,,y,base,NA,Membranipora,1,0.785398163,NA,NA,NA
10,white,AW10,NA,12/06/2025,NA,tip missing ,x,base,NA,Spirobranchus,0.2,NA,NA,2,NA
10,white,AW10,NA,12/06/2025,NA,,y,base,NA,Spirobranchus,1,NA,NA,1,NA
22,,AB22,NA,04/06/2025,NA,tag detached_100,x,base,NA,,,NA,NA,NA,NA
22,,AB22,NA,04/06/2025,NA,tag detached_100,y,base,NA,,,NA,NA,NA,NA
22,,AB22,NA,04/06/2025,NA,tag detached_100,y,middle,NA,Hydrozoa,0.3,NA,10,NA,NA
22,,AB22,NA,04/06/2025,NA,tag detached_100,y,tip,NA,Hydrozoa,0.6,NA,5,NA,NA
22,,AB22,NA,04/06/2025,NA,tag detached_100,y,tip,NA,Membranipora,0.8,0.502654825,NA,NA,NA
22,,AB22,NA,04/06/2025,NA,tag detached_100,y,tip,NA,Membranipora,0.4,0.125663706,NA,NA,NA
22,,AB22,NA,04/06/2025,NA,tag detached_100,x,middle,NA,Pilosa,0.3,0.04712389,NA,NA,NA
22,,AB22,NA,04/06/2025,NA,tag detached_100,x,tip,NA,Pilosa,0.5,0.130899694,NA,NA,NA
22,,AB22,NA,04/06/2025,NA,tag detached_100,y,middle,NA,Pilosa,0.3,0.04712389,NA,NA,NA
22,,AB22,NA,04/06/2025,NA,tag detached_100,y,tip,NA,Pilosa,0.6,0.188495559,NA,NA,NA
22,,AB22,NA,04/06/2025,NA,tag detached_100,y,tip,NA,Pilosa,1,0.523598776,NA,NA,NA
22,,AB22,NA,04/06/2025,NA,tag detached_100,y,tip,NA,Pilosa,0.2,0.020943951,NA,NA,NA
22,,AB22,NA,04/06/2025,NA,tag detached_100,x,tip,NA,Spirobranchus,0.5,NA,NA,1,NA
11,white,AW11,NA,04/06/2025,NA,,x,tip,NA,,,NA,NA,NA,NA
11,white,AW11,NA,04/06/2025,NA,,y,tip,NA,,na,NA,NA,NA,NA
11,white,AW11,NA,04/06/2025,NA,,x,middle,NA,Hydrozoa,0.3,NA,4,NA,NA
11,white,AW11,NA,04/06/2025,NA,,x,base,NA,Membranipora,0.8,0.502654825,NA,NA,NA
11,white,AW11,NA,04/06/2025,NA,,x,middle,NA,Membranipora,0.3,0.070685835,NA,NA,NA
11,white,AW11,NA,04/06/2025,NA,,x,middle,NA,Membranipora,0.3,0.070685835,NA,NA,NA
11,white,AW11,NA,04/06/2025,NA,,x,middle,NA,Membranipora,0.3,0.070685835,NA,NA,NA
11,white,AW11,NA,04/06/2025,NA,,y,base,NA,Membranipora,2,3.141592654,NA,NA,NA
11,white,AW11,NA,04/06/2025,NA,,y,middle,NA,Membranipora,0.2,0.031415927,NA,NA,NA
11,white,AW11,NA,04/06/2025,NA,,y,middle,NA,Membranipora,0.1,0.007853982,NA,NA,NA
11,white,AW11,NA,04/06/2025,NA,,x,tip,NA,Spirobranchus,,NA,NA,2,NA
11,white,AW11,NA,12/06/2025,NA,,y,base,NA,,,NA,NA,NA,NA
11,white,AW11,NA,12/06/2025,NA,,x,base,NA,Hydrozoa,1.5,NA,4,NA,NA
11,white,AW11,NA,12/06/2025,NA,,x,base,NA,Membranipora,1.5,1.767145868,NA,NA,NA
11,white,AW11,NA,12/06/2025,NA,,x,middle,NA,Membranipora,0.2,0.031415927,NA,NA,NA
11,white,AW11,NA,12/06/2025,NA,,x,middle,NA,Membranipora,0.3,0.070685835,NA,NA,NA
11,white,AW11,NA,12/06/2025,NA,,x,middle,NA,Membranipora,0.3,0.070685835,NA,NA,NA
11,white,AW11,NA,12/06/2025,NA,,x,tip,NA,Membranipora,0.5,0.196349541,NA,NA,NA
11,white,AW11,NA,12/06/2025,NA,,x,tip,NA,Membranipora,0.4,0.125663706,NA,NA,NA
11,white,AW11,NA,12/06/2025,NA,,y,middle,NA,Membranipora,1,0.785398163,NA,NA,NA
11,white,AW11,NA,12/06/2025,NA,,y,middle,NA,Membranipora,1,0.785398163,NA,NA,NA
11,white,AW11,NA,12/06/2025,NA,,y,middle,NA,Membranipora,0.2,0.031415927,NA,NA,NA
11,white,AW11,NA,12/06/2025,NA,,y,middle,NA,Membranipora,0.1,0.007853982,NA,NA,NA
11,white,AW11,NA,12/06/2025,NA,,y,middle,NA,Membranipora,0.1,0.007853982,NA,NA,NA
11,white,AW11,NA,12/06/2025,NA,,y,tip,NA,Membranipora,0.2,0.031415927,NA,NA,NA
11,white,AW11,NA,12/06/2025,NA,,y,tip,NA,Membranipora,0.2,0.031415927,NA,NA,NA
11,white,AW11,NA,12/06/2025,NA,1 x ascidian,y,tip,NA,Pilosa,1.2,0.753982237,NA,NA,NA
11,white,AW11,NA,12/06/2025,NA,,x,middle,NA,Spirobranchus,0.2,NA,NA,3,NA
11,white,AW11,NA,12/06/2025,NA,,x,tip,NA,Spirobranchus,0.5,NA,NA,2,NA
11,white,AW11,NA,12/06/2025,NA,1 x ascidian,y,tip,NA,Spirobranchus,1.2,NA,NA,1,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,y,base,NA,,,NA,NA,NA,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,x,middle,NA,Hydrozoa,1,NA,4,NA,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,y,middle,NA,Hydrozoa,0.3,NA,2,NA,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,y,tip,NA,Hydrozoa,0.8,NA,4,NA,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,x,base,NA,Membranipora,1,0.785398163,NA,NA,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,x,base,NA,Membranipora,0.5,0.196349541,NA,NA,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,x,base,NA,Membranipora,0.9,0.636172512,NA,NA,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,x,middle,NA,Membranipora,1.5,1.767145868,NA,NA,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,x,middle,NA,Membranipora,0.6,0.282743339,NA,NA,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,x,middle,NA,Membranipora,0.6,0.282743339,NA,NA,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,x,middle,NA,Membranipora,0.2,0.031415927,NA,NA,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,x,tip,NA,Membranipora,1,0.785398163,NA,NA,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,x,tip,NA,Membranipora,0.8,0.502654825,NA,NA,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,y,middle,NA,Membranipora,0.3,0.070685835,NA,NA,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,y,middle,NA,Membranipora,0.2,0.031415927,NA,NA,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,x,base,NA,Pilosa,1.3,0.884881931,NA,NA,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,x,middle,NA,Pilosa,1,0.523598776,NA,NA,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,x,middle,NA,Pilosa,0.9,0.424115008,NA,NA,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,x,tip,NA,Pilosa,1.5,1.178097245,NA,NA,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,x,tip,NA,Pilosa,1.9,1.89019158,NA,NA,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,x,tip,NA,Pilosa,1.2,0.753982237,NA,NA,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,y,tip,NA,Pilosa,1.4,1.0262536,NA,NA,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,y,tip,NA,Pilosa,0.8,0.335103216,NA,NA,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,x,base,NA,Spirobranchus,1,NA,NA,1,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,x,middle,NA,Spirobranchus,1,NA,NA,5,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,x,tip,NA,Spirobranchus,1.5,NA,NA,1,NA
34,,AG34,NA,12/06/2025,NA,tag detached110,y,middle,NA,Spirobranchus,0.3,NA,NA,3,NA
12,white,AW12,NA,04/06/2025,NA,,y,base,NA,,na,NA,NA,NA,NA
12,white,AW12,NA,04/06/2025,NA,,x,tip,NA,Hydrozoa,0.5,NA,2,NA,NA
12,white,AW12,NA,04/06/2025,NA,,x,base,NA,Membranipora,1.5,1.767145868,NA,NA,NA
12,white,AW12,NA,04/06/2025,NA,,x,middle,NA,Membranipora,0.8,0.502654825,NA,NA,NA
12,white,AW12,NA,04/06/2025,NA,,x,tip,NA,Membranipora,0.5,0.196349541,NA,NA,NA
12,white,AW12,NA,04/06/2025,NA,,y,middle,NA,Membranipora,0.2,0.031415927,NA,NA,NA
12,white,AW12,NA,04/06/2025,NA,,y,middle,NA,Membranipora,0.2,0.031415927,NA,NA,NA
12,white,AW12,NA,04/06/2025,NA,,y,tip,NA,Membranipora,0.4,0.125663706,NA,NA,NA
12,white,AW12,NA,04/06/2025,NA,,y,tip,NA,Membranipora,0.5,0.196349541,NA,NA,NA
12,white,AW12,NA,04/06/2025,NA,,y,tip,NA,Pilosa,0.5,0.130899694,NA,NA,NA
12,white,AW12,NA,04/06/2025,NA,,x,base,NA,Spirobranchus,1.5,NA,NA,2,NA
12,white,AW12,NA,04/06/2025,NA,,y,middle,NA,Spirobranchus,0.2,NA,NA,1,NA
12,white,AW12,NA,12/06/2025,NA,,x,tip,NA,,,NA,NA,NA,NA
12,white,AW12,NA,12/06/2025,NA,,y,base,NA,,,NA,NA,NA,NA
12,white,AW12,NA,12/06/2025,NA,,x,middle,NA,Hydrozoa,2,NA,1,NA,NA
12,white,AW12,NA,12/06/2025,NA,,x,tip,NA,Hydrozoa,,NA,3,NA,NA
12,white,AW12,NA,12/06/2025,NA,,y,tip,NA,Hydrozoa,0.5,NA,2,NA,NA
12,white,AW12,NA,12/06/2025,NA,,x,base,NA,Membranipora,1,0.785398163,NA,NA,NA
12,white,AW12,NA,12/06/2025,NA,,x,middle,NA,Membranipora,2,3.141592654,NA,NA,NA
12,white,AW12,NA,12/06/2025,NA,,x,middle,NA,Membranipora,2,3.141592654,NA,NA,NA
12,white,AW12,NA,12/06/2025,NA,,y,middle,NA,Membranipora,4,12.56637061,NA,NA,NA
12,white,AW12,NA,12/06/2025,NA,,y,middle,NA,Membranipora,2,3.141592654,NA,NA,NA
12,white,AW12,NA,12/06/2025,NA,,y,middle,NA,Membranipora,2,3.141592654,NA,NA,NA
12,white,AW12,NA,12/06/2025,NA,,y,middle,NA,Membranipora,2,3.141592654,NA,NA,NA
12,white,AW12,NA,12/06/2025,NA,,y,middle,NA,Membranipora,2,3.141592654,NA,NA,NA
12,white,AW12,NA,12/06/2025,NA,,y,tip,NA,Membranipora,0.5,0.196349541,NA,NA,NA
12,white,AW12,NA,12/06/2025,NA,,y,tip,NA,Membranipora,0.5,0.196349541,NA,NA,NA
12,white,AW12,NA,12/06/2025,NA,,y,tip,NA,Membranipora,0.5,0.196349541,NA,NA,NA
12,white,AW12,NA,12/06/2025,NA,,y,tip,NA,Membranipora,0.4,0.125663706,NA,NA,NA
12,white,AW12,NA,12/06/2025,NA,1 blue ray limpet,y,tip,NA,Membranipora,0.2,0.031415927,NA,NA,NA
12,white,AW12,NA,12/06/2025,NA,,x,base,NA,Spirobranchus,1,NA,NA,1,NA
12,white,AW12,NA,12/06/2025,NA,,x,middle,NA,Spirobranchus,2,NA,NA,2,NA
12,white,AW12,NA,12/06/2025,NA,,y,base,NA,Spirobranchus,,NA,NA,2,NA
12,white,AW12,NA,12/06/2025,NA,,y,middle,NA,Spirobranchus,4,NA,NA,1,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,y,middle,NA,,,NA,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,y,tip,NA,,,NA,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,x,base,NA,,,NA,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,y,base,NA,,,NA,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,y,middle,NA,Hydrozoa,0.4,NA,2,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,y,tip,NA,Hydrozoa,1,NA,1,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,x,middle,NA,Membranipora,0.3,0.070685835,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,x,middle,NA,Membranipora,0.1,0.007853982,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,x,middle,NA,Membranipora,0.3,0.070685835,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,x,middle,NA,Membranipora,0.1,0.007853982,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,x,tip,NA,Membranipora,2,3.141592654,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,y,base,NA,Membranipora,1.5,1.767145868,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,y,base,NA,Membranipora,0.5,0.196349541,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,y,tip,NA,Membranipora,0.2,0.031415927,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,y,tip,NA,Membranipora,0.3,0.070685835,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,y,tip,NA,Membranipora,0.3,0.070685835,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,x,base,NA,Pilosa,0.5,0.130899694,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,x,middle,NA,Pilosa,1.2,0.753982237,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,x,middle,NA,Pilosa,0.5,0.130899694,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,y,base,NA,Pilosa,1.5,1.178097245,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,x,middle,NA,Pilosa,1.4,1.0262536,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,x,tip,NA,Pilosa,0.5,0.130899694,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,x,tip,NA,Pilosa,0.4,0.083775804,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,y,middle,NA,Pilosa,0.4,0.083775804,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,y,tip,NA,Pilosa,1,0.523598776,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,y,tip,NA,Pilosa,0.8,0.335103216,NA,NA,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,x,base,NA,Spirobranchus,0.5,NA,NA,1,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,y,base,NA,Spirobranchus,1.5,NA,NA,3,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,y,tip,NA,Spirobranchus,,NA,NA,1,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,x,base,NA,Spirobranchus,,NA,NA,2,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,x,middle,NA,Spirobranchus,1.4,NA,NA,6,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,x,tip,NA,Spirobranchus,0.5,NA,NA,1,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,y,base,NA,Spirobranchus,,NA,NA,6,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,y,middle,NA,Spirobranchus,0.4,NA,NA,6,NA
44,,AG44,NA,12/06/2025,NA,tag detached120,y,tip,NA,Spirobranchus,1,NA,NA,1,NA
3,,AW3,NA,04/06/2025,NA,tag detached120,x,base,NA,,,NA,NA,NA,NA
3,,AW3,NA,04/06/2025,NA,tag detached120,y,base,NA,,,NA,NA,NA,NA
3,,AW3,NA,04/06/2025,NA,tag detached120,x,tip,NA,Hydrozoa,1.5,NA,3,NA,NA
3,,AW3,NA,04/06/2025,NA,tag detached120,x,base,NA,Membranipora,0.2,0.031415927,NA,NA,NA
3,,AW3,NA,04/06/2025,NA,tag detached120,x,base,NA,Membranipora,1,0.785398163,NA,NA,NA
3,,AW3,NA,04/06/2025,NA,tag detached120,x,middle,NA,Membranipora,1,0.785398163,NA,NA,NA
3,,AW3,NA,04/06/2025,NA,tag detached120,y,middle,NA,Membranipora,0.2,0.031415927,NA,NA,NA
3,,AW3,NA,04/06/2025,NA,tag detached120,y,middle,NA,Membranipora,0.3,0.070685835,NA,NA,NA
3,,AW3,NA,04/06/2025,NA,tag detached120,y,tip,NA,Membranipora,1.5,1.767145868,NA,NA,NA
3,,AW3,NA,04/06/2025,NA,tag detached120,y,tip,NA,Membranipora,1,0.785398163,NA,NA,NA
3,,AW3,NA,04/06/2025,NA,tag detached120,y,tip,NA,Membranipora,1.5,1.767145868,NA,NA,NA
3,,AW3,NA,04/06/2025,NA,tag detached120,y,tip,NA,Membranipora,1,0.785398163,NA,NA,NA
3,,AW3,NA,04/06/2025,NA,tag detached120,x,middle,NA,Pilosa,1,0.523598776,NA,NA,NA
3,,AW3,NA,04/06/2025,NA,tag detached120,x,middle,NA,Pilosa,0.5,0.130899694,NA,NA,NA
3,,AW3,NA,04/06/2025,NA,tag detached120,x,tip,NA,Pilosa,1.5,1.178097245,NA,NA,NA
3,,AW3,NA,04/06/2025,NA,tag detached120,x,tip,NA,Pilosa,1,0.523598776,NA,NA,NA
3,,AW3,NA,04/06/2025,NA,tag detached120,x,tip,NA,Pilosa,1.3,0.884881931,NA,NA,NA
3,,AW3,NA,04/06/2025,NA,tag detached,x,tip,NA,Spirobranchus,1.5,NA,NA,1,NA
37,,AG37,NA,12/06/2025,NA,tag detached123,x,tip,NA,Hydrozoa,0.5,NA,2,NA,NA
37,,AG37,NA,12/06/2025,NA,tag detached123,y,tip,NA,Hydrozoa,0.6,NA,1,NA,NA
37,,AG37,NA,12/06/2025,NA,tag detached123,x,base,NA,Membranipora,0.3,0.070685835,NA,NA,NA
37,,AG37,NA,12/06/2025,NA,tag detached123,x,middle,NA,Membranipora,0.3,0.070685835,NA,NA,NA
37,,AG37,NA,12/06/2025,NA,tag detached123,x,middle,NA,Membranipora,0.3,0.070685835,NA,NA,NA
37,,AG37,NA,12/06/2025,NA,tag detached123,x,tip,NA,Membranipora,0.5,0.196349541,NA,NA,NA
37,,AG37,NA,12/06/2025,NA,tag detached123,x,tip,NA,Membranipora,0.4,0.125663706,NA,NA,NA
37,,AG37,NA,12/06/2025,NA,tag detached123,y,base,NA,Membranipora,0.3,0.070685835,NA,NA,NA
37,,AG37,NA,12/06/2025,NA,tag detached123,y,middle,NA,Membranipora,0.3,0.070685835,NA,NA,NA
37,,AG37,NA,12/06/2025,NA,tag detached123,y,middle,NA,Membranipora,0.3,0.070685835,NA,NA,NA
37,,AG37,NA,12/06/2025,NA,tag detached123,y,tip,NA,Membranipora,0.6,0.282743339,NA,NA,NA
37,,AG37,NA,12/06/2025,NA,tag detached123,y,tip,NA,Membranipora,0.4,0.125663706,NA,NA,NA
37,,AG37,NA,12/06/2025,NA,tag detached123,y,tip,NA,Membranipora,0.4,0.125663706,NA,NA,NA
37,,AG37,NA,12/06/2025,NA,tag detached123,y,tip,NA,Membranipora,0.5,0.196349541,NA,NA,NA
37,,AG37,NA,12/06/2025,NA,tag detached123,x,tip,NA,Pilosa,0.8,0.335103216,NA,NA,NA
37,,AG37,NA,12/06/2025,NA,tag detached123,y,tip,NA,Pilosa,0.8,0.335103216,NA,NA,NA
37,,AG37,NA,12/06/2025,NA,tag detached123,x,base,NA,Spirobranchus,0.3,NA,NA,1,NA
37,,AG37,NA,12/06/2025,NA,tag detached123,x,middle,NA,Spirobranchus,0.3,NA,NA,4,NA
37,,AG37,NA,12/06/2025,NA,tag detached123,y,base,NA,Spirobranchus,0.3,NA,NA,2,NA
37,,AG37,NA,12/06/2025,NA,tag detached123,y,middle,NA,Spirobranchus,0.3,NA,NA,4,NA
37,,AG37,NA,12/06/2025,NA,tag detached123,y,tip,NA,Spirobranchus,0.6,NA,NA,1,NA
13,blue,AB13,NA,12/06/2025,NA,not on datasheet,x,base,NA,,,NA,NA,NA,NA
13,blue,AB13,NA,12/06/2025,NA,not on datasheet,y,base,NA,,,NA,NA,NA,NA
