tag_no,tag_colour,seaweed_id,rock_no,date_sampled,blade_length,notes,blade_side,blade_zone,blade_no,sp,colony_length_max,colony_area,no_h,no_m,no_long_m,Tank
26,blue,AB26,,02/07/2025,,,y,middle,,mm,0.5,0.196349541,,,,
26,blue,AB26,,02/07/2025,,,y,middle,,mm,0.4,0.125663706,,,,
26,blue,AB26,,02/07/2025,,,y,middle,,,,,,3,,
26,blue,AB26,,02/07/2025,,,y,tip,,mm,0.4,0.125663706,,,,
26,blue,AB26,,02/07/2025,,,y,tip,,ep,0.4,0.083775804,,,,
26,blue,AB26,,02/07/2025,,,y,tip,,,,,,6,,
26,blue,AB26,,02/07/2025,,,y,tip,,,,,10,,,
27,blue,AB27,,04/06/2025,,,x,base,,,,,,,,
27,blue,AB27,,04/06/2025,,,x,middle,,,,,,,,
27,blue,AB27,,04/06/2025,,,x,tip,,ep,0.5,0.130899694,,1,,
27,blue,AB27,,04/06/2025,,,x,tip,,ep,0.5,0.130899694,,,,
27,blue,AB27,,04/06/2025,,,y,base,,,,,,1,,
27,blue,AB27,,04/06/2025,,,y,middle,,,,,,,,
27,blue,AB27,,04/06/2025,,,y,tip,,,,,,,,
27,blue,AB27,,12/06/2025,,,x,base,,,,,,,,
27,blue,AB27,,12/06/2025,,,x,middle,,mm,0.2,0.031415927,1,,,
27,blue,AB27,,12/06/2025,,,x,middle,,mm,0.1,0.007853982,,,,
27,blue,AB27,,12/06/2025,,,x,middle,,mm,0.1,0.007853982,,,,
27,blue,AB27,,12/06/2025,,,x,middle,,mm,0.2,0.031415927,,,,
27,blue,AB27,,12/06/2025,,,x,tip,,ep,1.2,0.753982237,,2,,
27,blue,AB27,,12/06/2025,,,x,tip,,ep,0.5,0.130899694,,,,
27,blue,AB27,,12/06/2025,,,x,tip,,mm,0.2,0.031415927,,,,
27,blue,AB27,,12/06/2025,,,x,tip,,mm,0.3,0.070685835,,,,
27,blue,AB27,,12/06/2025,,,y,base,,,,,,2,,
27,blue,AB27,,12/06/2025,,,y,middle,,,1,,2,2,,
27,blue,AB27,,12/06/2025,,,y,middle,,,0.2,,,,,
27,blue,AB27,,12/06/2025,,,y,tip,,ep,1.5,1.178097245,2,,,
27,blue,AB27,,12/06/2025,,,y,tip,,ep,1,0.523598776,,,,
27,blue,AB27,,12/06/2025,,,y,tip,,mm,0.8,0.502654825,,,,
27,blue,AB27,,12/06/2025,,,y,tip,,ep,0.4,0.083775804,,,,
27,blue,AB27,,02/07/2025,,,x,base,,mm,0.2,0.031415927,,,,
27,blue,AB27,,02/07/2025,,,x,base,,mm,0.1,0.007853982,,,,
27,blue,AB27,,02/07/2025,,,x,middle,,mm,0.2,0.031415927,,,,
27,blue,AB27,,02/07/2025,,,x,tip,,mm,2.5,4.908738521,,,,
27,blue,AB27,,02/07/2025,,,x,tip,,mm,2,3.141592654,,,,
27,blue,AB27,,02/07/2025,,,x,tip,,mm,1.5,1.767145868,,,,
27,blue,AB27,,02/07/2025,,,x,tip,,mm,1.5,1.767145868,,,,
27,blue,AB27,,02/07/2025,,,x,tip,,mm,1.5,1.767145868,,,,
27,blue,AB27,,02/07/2025,,,x,tip,,mm,0.2,0.031415927,,,,
27,blue,AB27,,02/07/2025,,,x,tip,,mm,0.3,0.070685835,,,,
27,blue,AB27,,02/07/2025,,,x,base,,,,,,20,,
27,blue,AB27,,02/07/2025,,,x,tip,,,,,,6,,
27,blue,AB27,,02/07/2025,,,y,base,,,,,,2,,
27,blue,AB27,,02/07/2025,,,y,middle,,mm,0.2,0.031415927,,,,
27,blue,AB27,,02/07/2025,,,y,middle,,,,,,4,,
27,blue,AB27,,02/07/2025,,,y,tip,,mm,0.2,0.031415927,,,,
27,blue,AB27,,02/07/2025,,,y,tip,,ep,0.5,0.130899694,,,,
27,blue,AB27,,02/07/2025,,,y,tip,,ep,1.5,1.178097245,,,,
27,blue,AB27,,02/07/2025,,,y,tip,,,,,,8,,
27,blue,AB27,,02/07/2025,,,y,tip,,,,,10,,,
28,blue,AB28,,04/06/2025,,,x,base,,,,,,,,
28,blue,AB28,,04/06/2025,,,x,middle,,ep,0.5,0.130899694,4,,,
28,blue,AB28,,04/06/2025,,,x,middle,,mm,0.5,0.196349541,,,,
28,blue,AB28,,04/06/2025,,,x,middle,,mm,0.3,0.070685835,,,,
28,blue,AB28,,04/06/2025,,,x,middle,,mm,0.2,0.031415927,,,,
28,blue,AB28,,04/06/2025,,,y,base,,,,,,,,
28,blue,AB28,,04/06/2025,,,y,middle,,ep,0.4,0.083775804,,,,
28,blue,AB28,,04/06/2025,,,y,middle,,ep,0.4,0.083775804,,,,
28,blue,AB28,,04/06/2025,,,y,middle,,mm,0.3,0.070685835,,,,
28,blue,AB28,,04/06/2025,,,y,tip,,,,,,,,
250notag,,AB28,,12/06/2025,,tag detached,x,base,,mm,0.2,0.031415927,,10,,6
250notag,,AB28,,12/06/2025,,tag detached,x,base,,mm,0.2,0.031415927,,,,6
250notag,,AB28,,12/06/2025,,tag detached,x,base,,mm,0.1,0.007853982,,,,6
250notag,,AB28,,12/06/2025,,tag detached,x,middle,,ep,0.8,0.335103216,,,,6
250notag,,AB28,,12/06/2025,,tag detached,x,middle,,ep,0.3,0.04712389,,,,6
250notag,,AB28,,12/06/2025,,tag detached,x,middle,,ep,2,2.094395102,,,,6
250notag,,AB28,,12/06/2025,,tag detached,x,middle,,ep,0.7,0.2565634,,,,6
250notag,,AB28,,12/06/2025,,tag detached,x,middle,,ep,0.3,0.04712389,,,,6
250notag,,AB28,,12/06/2025,,tag detached,x,middle,,mm,1.5,1.767145868,,,,6
250notag,,AB28,,12/06/2025,,tag detached,x,tip,,ep,0.7,0.2565634,,,,6
250notag,,AB28,,12/06/2025,,tag detached,x,tip,,mm,0.2,0.031415927,,,,6
250notag,,AB28,,12/06/2025,,tag detached,y,base,,,,,,,,6
250notag,,AB28,,12/06/2025,,tag detached,y,middle,,ep,1,0.523598776,,4,,6
250notag,,AB28,,12/06/2025,,tag detached,y,middle,,ep,1,0.523598776,,,,6
250notag,,AB28,,12/06/2025,,tag detached,y,middle,,ep,0.6,0.188495559,,,,6
250notag,,AB28,,12/06/2025,,tag detached,y,middle,,ep,0.6,0.188495559,,,,6
250notag,,AB28,,12/06/2025,,tag detached,y,middle,,mm,0.4,0.125663706,,,,6
250notag,,AB28,,12/06/2025,,tag detached,y,middle,,mm,0.3,0.070685835,,,,6
250notag,,AB28,,12/06/2025,,tag detached,y,middle,,mm,0.2,0.031415927,,,,6
250notag,,AB28,,12/06/2025,,tag detached,y,middle,,mm,0.1,0.007853982,,,,6
250notag,,AB28,,12/06/2025,,tag detached,y,tip,,mm,0.2,0.031415927,4,,,6
178notag,,AB29,,04/06/2025,,tag detached_178,x,base,,,,,,,,5
178notag,,AB29,,04/06/2025,,tag detached_178,x,middle,,ep,,0,,1,,5
178notag,,AB29,,04/06/2025,,tag detached_178,x,tip,,ep,0.5,0.130899694,,,,5
178notag,,AB29,,04/06/2025,,tag detached_178,x,tip,,mm,0.4,0.125663706,,,,5
178notag,,AB29,,04/06/2025,,tag detached_178,y,base,,ep,0.5,0.130899694,,,,5
178notag,,AB29,,04/06/2025,,tag detached_178,y,middle,,,,,,1,,5
178notag,,AB29,,04/06/2025,,tag detached_178,y,tip,,ep,1,0.523598776,,,,5
178notag,,AB29,,04/06/2025,,tag detached_178,y,tip,,mm,0.4,0.125663706,,,,5
160notag,,AB29,,12/06/2025,,tag detached,x,base,,mm,0.1,0.007853982,,1,,5
160notag,,AB29,,12/06/2025,,tag detached,x,base,,mm,0.1,0.007853982,,,,5
160notag,,AB29,,12/06/2025,,tag detached,x,base,,mm,0.2,0.031415927,,,,5
160notag,,AB29,,12/06/2025,,tag detached,x,middle,,ep,1,0.523598776,,2,,5
160notag,,AB29,,12/06/2025,,tag detached,x,middle,,ep,1,0.523598776,,,,5
160notag,,AB29,,12/06/2025,,tag detached,x,middle,,mm,0.2,0.031415927,,,,5
160notag,,AB29,,12/06/2025,,tag detached,x,middle,,mm,0.3,0.070685835,,,,5
160notag,,AB29,,12/06/2025,,tag detached,x,middle,,mm,0.2,0.031415927,,,,5
160notag,,AB29,,12/06/2025,,tag detached,x,tip,,ep,1,0.523598776,3,,,5
160notag,,AB29,,12/06/2025,,tag detached,x,tip,,mm,0.3,0.070685835,,,,5
160notag,,AB29,,12/06/2025,,tag detached,x,tip,,mm,0.1,0.007853982,,,,5
160notag,,AB29,,12/06/2025,,tag detached,x,tip,,mm,0.2,0.031415927,,,,5
160notag,,AB29,,12/06/2025,,tag detached,x,tip,,mm,0.1,0.007853982,0,,,5
160notag,,AB29,,12/06/2025,,tag detached,x,tip,,ep,0.8,0.335103216,,,,5
160notag,,AB29,,12/06/2025,,tag detached,y,base,,mm,2,3.141592654,,1,,5
160notag,,AB29,,12/06/2025,,tag detached,y,middle,,ep,1.2,0.753982237,2,,,5
160notag,,AB29,,12/06/2025,,tag detached,y,tip,,ep,1.3,0.884881931,,,,5
160notag,,AB29,,12/06/2025,,tag detached,y,tip,,ep,1,0.523598776,,,,5
160notag,,AB29,,12/06/2025,,tag detached,y,tip,,mm,0.2,0.031415927,,,,5
30,blue,AB30,,04/06/2025,,,x,base,,,,,,,,
30,blue,AB30,,04/06/2025,,,x,middle,,mm,0.5,0.196349541,1,,,
30,blue,AB30,,04/06/2025,,,x,middle,,mm,0.3,0.070685835,,,,
30,blue,AB30,,04/06/2025,,,x,middle,,mm,0.3,0.070685835,,,,
30,blue,AB30,,04/06/2025,,,x,middle,,ep,0.5,0.130899694,,,,
30,blue,AB30,,04/06/2025,,,x,middle,,ep,0.3,0.04712389,,,,
30,blue,AB30,,04/06/2025,,,x,middle,,mm,0.4,0.125663706,,,,
30,blue,AB30,,04/06/2025,,,x,tip,,ep,0.1,0.005235988,5,,,
30,blue,AB30,,04/06/2025,,,x,tip,,ep,0.2,0.020943951,,,,
30,blue,AB30,,04/06/2025,,,x,tip,,mm,0.2,0.031415927,,,,
30,blue,AB30,,04/06/2025,,,y,base,,,,,,,,
30,blue,AB30,,04/06/2025,,,y,middle,,mm,1,0.785398163,1,,,
30,blue,AB30,,04/06/2025,,,y,middle,,mm,0.4,0.125663706,,,,
30,blue,AB30,,04/06/2025,,,y,middle,,mm,0.3,0.070685835,,,,
30,blue,AB30,,04/06/2025,,,y,middle,,mm,0.2,0.031415927,,,,
30,blue,AB30,,04/06/2025,,,y,tip,,ep,1,0.523598776,4,,,
200notag,,AB30,,12/06/2025,,tag detached,x,base,,,,,,,,4
200notag,,AB30,,12/06/2025,,tag detached,x,middle,,mm,0.3,0.070685835,1,2,,4
200notag,,AB30,,12/06/2025,,tag detached,x,middle,,mm,0.2,0.031415927,,,,4
200notag,,AB30,,12/06/2025,,tag detached,x,middle,,mm,0.3,0.070685835,,,,4
200notag,,AB30,,12/06/2025,,tag detached,x,middle,,mm,0.1,0.007853982,,,,4
200notag,,AB30,,12/06/2025,,tag detached,x,middle,,mm,0.2,0.031415927,,,,4
200notag,,AB30,,12/06/2025,,tag detached,x,tip,,mm,0.3,0.070685835,,,,4
200notag,,AB30,,12/06/2025,,tag detached,x,tip,,mm,0.3,0.070685835,,,,4
200notag,,AB30,,12/06/2025,,tag detached,x,tip,,mm,0.3,0.070685835,,,,4
200notag,,AB30,,12/06/2025,,tag detached,x,tip,,mm,0.3,0.070685835,,,,4
200notag,,AB30,,12/06/2025,,tag detached,x,tip,,mm,0.2,0.031415927,,,,4
200notag,,AB30,,12/06/2025,,tag detached,y,base,,mm,0.1,0.007853982,,,,4
200notag,,AB30,,12/06/2025,,tag detached,y,middle,,ep,1.2,0.753982237,,,3,4
200notag,,AB30,,12/06/2025,,tag detached,y,middle,,mm,0.2,0.031415927,,,,4
200notag,,AB30,,12/06/2025,,tag detached,y,middle,,mm,0.2,0.031415927,,,,4
200notag,,AB30,,12/06/2025,,tag detached,y,middle,,mm,0.2,0.031415927,,,,4
200notag,,AB30,,12/06/2025,,tag detached,y,middle,,mm,0.2,0.031415927,,,,4
200notag,,AB30,,12/06/2025,,tag detached,y,middle,,mm,0.2,0.031415927,,,,4
200notag,,AB30,,12/06/2025,,tag detached,y,middle,,mm,0.2,0.031415927,,,,4
200notag,,AB30,,12/06/2025,,tag detached,y,middle,,mm,0.1,0.007853982,,,,4
200notag,,AB30,,12/06/2025,,tag detached,y,middle,,mm,0.1,0.007853982,,,,4
200notag,,AB30,,12/06/2025,,tag detached,y,middle,,mm,0.1,0.007853982,,,,4
200notag,,AB30,,12/06/2025,,tag detached,y,middle,,mm,0.1,0.007853982,,,,4
200notag,,AB30,,12/06/2025,,tag detached,y,tip,,mm,1,0.785398163,,,,4
200notag,,AB30,,12/06/2025,,tag detached,y,tip,,mm,0.4,0.125663706,,,,4
200notag,,AB30,,12/06/2025,,tag detached,y,tip,,mm,0.2,0.031415927,,,,4
200notag,,AB30,,12/06/2025,,tag detached,y,tip,,mm,0.2,0.031415927,,,,4
200notag,,AB30,,12/06/2025,,tag detached,y,tip,,mm,0.4,0.125663706,,,,4
yt,blue,AB30,,02/07/2025,,,x,base,,,,,,5,,
30,blue,AB30,,02/07/2025,,no tip,x,base,,,,,15,,,
30,blue,AB30,,02/07/2025,,,x,middle,,mm,0.1,0.007853982,,,,
30,blue,AB30,,02/07/2025,,,x,middle,,mm,2,3.141592654,,,,
30,blue,AB30,,02/07/2025,,,x,middle,,mm,1.5,1.767145868,,,,
30,blue,AB30,,02/07/2025,,,x,middle,,,,,,6,,
30,blue,AB30,,02/07/2025,,,y,base,,mm,0.1,0.007853982,,,,
30,blue,AB30,,02/07/2025,,,y,base,,mm,0.2,0.031415927,,,,
30,blue,AB30,,02/07/2025,,,y,base,,mm,0.1,0.007853982,,,,
30,blue,AB30,,02/07/2025,,,y,base,,,0.2,,,,,
30,blue,AB30,,02/07/2025,,,y,middle,,,,,,9,,
30,blue,AB30,,02/07/2025,,,y,middle,,mm,2.5,4.908738521,,,,
30,blue,AB30,,02/07/2025,,,y,middle,,mm,0.1,0.007853982,,,,
30,blue,AB30,,02/07/2025,,,y,middle,,mm,0.1,0.007853982,,,,
30,blue,AB30,,02/07/2025,,,y,middle,,mm,0.2,0.031415927,,,,
30,blue,AB30,,02/07/2025,,,y,middle,,mm,1,0.785398163,,,,
30,blue,AB30,,02/07/2025,,,y,middle,,ep,1.4,1.0262536,,,,
30,blue,AB30,,02/07/2025,,,y,middle,,,,,,9,,
31,blue,AB31,,04/06/2025,,,x,base,,,,,,,,
31,blue,AB31,,04/06/2025,,,x,middle,,mm,0.8,0.502654825,,,,
31,blue,AB31,,04/06/2025,,,x,middle,,mm,0.5,0.196349541,,,,
31,blue,AB31,,04/06/2025,,,x,tip,,mm,0.3,0.070685835,10,,,
31,blue,AB31,,04/06/2025,,,x,tip,,mm,0.4,0.125663706,,,,
31,blue,AB31,,04/06/2025,,,x,tip,,ep,0.5,0.130899694,,,,
31,blue,AB31,,04/06/2025,,,y,base,,,,,,,,
31,blue,AB31,,04/06/2025,,,y,middle,,,,,,,,
31,blue,AB31,,04/06/2025,,,y,tip,,ep,0.4,0.083775804,4,,,
31,blue,AB31,,04/06/2025,,,y,tip,,mm,0.4,0.125663706,,,,
31,blue,AB31,,04/06/2025,,,y,tip,,mm,0.5,0.196349541,,,,
31,blue,AB31,,04/06/2025,,,y,tip,,mm,0.3,0.070685835,,,,
31,blue,AB31,,04/06/2025,,,y,tip,,mm,0.2,0.031415927,,,,
31,blue,AB31,,12/06/2025,,,x,base,,,,,,,,
31,blue,AB31,,12/06/2025,,,x,middle,,ep,1,0.523598776,,3,,
31,blue,AB31,,12/06/2025,,,x,middle,,ep,0.5,0.130899694,,,,
31,blue,AB31,,12/06/2025,,,x,middle,,ep,1.2,0.753982237,,,,
31,blue,AB31,,12/06/2025,,,x,middle,,mm,0.4,0.125663706,,,,
31,blue,AB31,,12/06/2025,,,x,middle,,mm,0.4,0.125663706,,,,
31,blue,AB31,,12/06/2025,,,x,middle,,mm,0.4,0.125663706,,,,
31,blue,AB31,,12/06/2025,,,x,middle,,mm,0.3,0.070685835,,,,
31,blue,AB31,,12/06/2025,,,x,middle,,mm,0.4,0.125663706,,,,
31,blue,AB31,,12/06/2025,,,x,middle,,mm,0.2,0.031415927,,,,
31,blue,AB31,,12/06/2025,,,x,middle,,mm,0.5,0.196349541,,,,
31,blue,AB31,,12/06/2025,,,x,tip,,ep,1,0.523598776,,,,
31,blue,AB31,,12/06/2025,,,x,tip,,mm,0.2,0.031415927,,,,
31,blue,AB31,,12/06/2025,,,x,tip,,mm,0.2,0.031415927,,,,
31,blue,AB31,,12/06/2025,,,x,tip,,mm,0.3,0.070685835,,,,
31,blue,AB31,,12/06/2025,,,x,tip,,mm,0.6,0.282743339,,,,
31,blue,AB31,,12/06/2025,,,x,tip,,mm,0.8,0.502654825,,,,
31,blue,AB31,,12/06/2025,,,y,base,,,,,,4,,
31,blue,AB31,,12/06/2025,,,y,middle,,ep,1.8,1.696460033,4,,,
31,blue,AB31,,12/06/2025,,,y,middle,,mm,0.3,0.070685835,,,,
31,blue,AB31,,12/06/2025,,,y,tip,,mm,0.5,0.196349541,20,,,
31,blue,AB31,,12/06/2025,,,y,tip,,mm,0.3,0.070685835,,,,
31,blue,AB31,,12/06/2025,,,y,tip,,mm,0.5,0.196349541,,,,
31,blue,AB31,,12/06/2025,,,y,tip,,mm,0.3,0.070685835,,,,
31,blue,AB31,,12/06/2025,,,y,tip,,mm,0.3,0.070685835,,,,
31,blue,AB31,,12/06/2025,,,y,tip,,mm,0.3,0.070685835,,,,
31,blue,AB31,,12/06/2025,,,y,tip,,mm,0.3,0.070685835,,,,
31,blue,AB31,,12/06/2025,,,y,tip,,mm,0.3,0.070685835,,,,
31,blue,AB31,,02/07/2025,,,x,base,,mm,0.2,0.031415927,,,,
31,blue,AB31,,02/07/2025,,,x,base,,mm,0.1,0.007853982,,,,
31,blue,AB31,,02/07/2025,,,x,base,,mm,0.1,0.007853982,,,,
31,blue,AB31,,02/07/2025,,,x,base,,mm,0.1,0.007853982,,,,
31,blue,AB31,,02/07/2025,,,x,base,,mm,0.1,0.007853982,,,,
31,blue,AB31,,02/07/2025,,,x,base,,,,,,3,,
31,blue,AB31,,02/07/2025,,,x,base,,,,,4,,,
31,blue,AB31,,02/07/2025,,,x,middle,,mm,1,0.785398163,,,,
31,blue,AB31,,02/07/2025,,,x,middle,,mm,0.5,0.196349541,,,,
31,blue,AB31,,02/07/2025,,,x,middle,,mm,0.5,0.196349541,,,,
31,blue,AB31,,02/07/2025,,,x,middle,,mm,0.5,0.196349541,,,,
31,blue,AB31,,02/07/2025,,,x,middle,,mm,0.2,0.031415927,,,,
31,blue,AB31,,02/07/2025,,,x,middle,,ep,0.2,0.020943951,,,,
31,blue,AB31,,02/07/2025,,,x,middle,,,,,,12,,
31,blue,AB31,,02/07/2025,,,x,tip,,mm,2,3.141592654,,,,
31,blue,AB31,,02/07/2025,,,x,tip,,ep,1.5,1.178097245,,,,
31,blue,AB31,,02/07/2025,,,x,tip,,ep,1,0.523598776,,,,
31,blue,AB31,,02/07/2025,,,x,tip,,ep,1,0.523598776,,,,
31,blue,AB31,,02/07/2025,,,x,tip,,,,,,10,,
31,blue,AB31,,02/07/2025,,,x,tip,,,,,10,,,
31,blue,AB31,,02/07/2025,,,y,base,,mm,0.5,0.196349541,,,,
31,blue,AB31,,02/07/2025,,,y,base,,mm,0.2,0.031415927,,,,
31,blue,AB31,,02/07/2025,,,y,base,,ep,2.5,3.272492347,,,,
31,blue,AB31,,02/07/2025,,,y,middle,,mm,0.5,0.196349541,,,,
31,blue,AB31,,02/07/2025,,,y,middle,,mm,0.5,0.196349541,,,,
31,blue,AB31,,02/07/2025,,,y,middle,,mm,0.2,0.031415927,,,,
31,blue,AB31,,02/07/2025,,,,,,ep,1,0.523598776,,,,
31,blue,AB31,,02/07/2025,,,y,middle,,,,,,6,,
31,blue,AB31,,02/07/2025,,,y,tip,,mm,2,3.141592654,,,,
31,blue,AB31,,02/07/2025,,,y,tip,,mm,0.5,0.196349541,,,,
31,blue,AB31,,02/07/2025,,,y,tip,,mm,0.2,0.031415927,,,,
31,blue,AB31,,02/07/2025,,,y,tip,,mm,0.2,0.031415927,,,,
31,blue,AB31,,02/07/2025,,,y,tip,,mm,0.1,0.007853982,,,,
31,blue,AB31,,02/07/2025,,,y,tip,,mm,0.1,0.007853982,,,,
31,blue,AB31,,02/07/2025,,,y,tip,,,,,,5,,
31,blue,AB31,,02/07/2025,,,y,tip,,,,,20,,,
32,blue,AB32,,04/06/2025,,,x,base,,,,,,,,
32,blue,AB32,,04/06/2025,,,x,middle,,,,,,1,,
32,blue,AB32,,04/06/2025,,,x,tip,,mm,1,0.785398163,,,,
32,blue,AB32,,04/06/2025,,,y,base,,,,,,,,
32,blue,AB32,,04/06/2025,,,y,middle,,mm,0.5,0.196349541,,,,
32,blue,AB32,,12/06/2025,,,x,base,,,,,,,,
32,blue,AB32,,12/06/2025,,,x,middle,,mm,0.9,0.636172512,,2,,
32,blue,AB32,,12/06/2025,,,x,tip,,ep,1.5,1.178097245,,,,
32,blue,AB32,,12/06/2025,,,y,base,,,,,,2,,
32,blue,AB32,,12/06/2025,,,y,middle,,ep,0.4,0.083775804,,6,,
32,blue,AB32,,12/06/2025,,,y,tip,,,,,2,,,
110notag,,AG34,,12/06/2025,,tag detached,x,base,,mm,1,0.785398163,,1,,6
110notag,,AG34,,12/06/2025,,tag detached,x,base,,mm,0.5,0.196349541,,,,6
110notag,,AG34,,12/06/2025,,tag detached,x,base,,ep,1.3,0.884881931,,,,6
110notag,,AG34,,12/06/2025,,tag detached,x,base,,mm,0.9,0.636172512,,,,6
110notag,,AG34,,12/06/2025,,tag detached,x,middle,,ep,1,0.523598776,4,5,,6
110notag,,AG34,,12/06/2025,,tag detached,x,middle,,ep,0.9,0.424115008,,,,6
110notag,,AG34,,12/06/2025,,tag detached,x,middle,,mm,1.5,1.767145868,,,,6
110notag,,AG34,,12/06/2025,,tag detached,x,middle,,mm,0.6,0.282743339,,,,6
110notag,,AG34,,12/06/2025,,tag detached,x,middle,,mm,0.6,0.282743339,,,,6
110notag,,AG34,,12/06/2025,,tag detached,x,middle,,mm,0.2,0.031415927,,,,6
110notag,,AG34,,12/06/2025,,tag detached,x,tip,,ep,1.5,1.178097245,,1,,6
110notag,,AG34,,12/06/2025,,tag detached,x,tip,,mm,1,0.785398163,,,,6
110notag,,AG34,,12/06/2025,,tag detached,x,tip,,mm,0.8,0.502654825,,,,6
110notag,,AG34,,12/06/2025,,tag detached,x,tip,,ep,1.9,1.89019158,,,,6
110notag,,AG34,,12/06/2025,,tag detached,x,tip,,ep,1.2,0.753982237,,,,6
110notag,,AG34,,12/06/2025,,tag detached,y,base,,,,,,,,6
110notag,,AG34,,12/06/2025,,tag detached,y,middle,,mm,0.3,0.070685835,2,3,,6
110notag,,AG34,,12/06/2025,,tag detached,y,middle,,mm,0.2,0.031415927,,,,6
110notag,,AG34,,12/06/2025,,tag detached,y,tip,,ep,1.4,1.0262536,,,,6
110notag,,AG34,,12/06/2025,,tag detached,y,tip,,ep,0.8,0.335103216,4,,,6
35,green,AG35,,04/06/2025,,meristem only:clean,,,,,,,,,,
80notag,,AG35,,12/06/2025,,tag detached,x,base,,,,,,,,3
80notag,,AG35,,12/06/2025,,tag detached,x,middle,,mm,0.2,0.031415927,,1,,3
80notag,,AG35,,12/06/2025,,tag detached,x,tip,,mm,0.5,0.196349541,,,,3
80notag,,AG35,,12/06/2025,,tag detached,x,tip,,mm,0.3,0.070685835,,,,3
80notag,,AG35,,12/06/2025,,tag detached,x,tip,,mm,0.4,0.125663706,,,,3
80notag,,AG35,,12/06/2025,,tag detached,y,base,,,,,,,,3
80notag,,AG35,,12/06/2025,,tag detached,y,middle,,,,,,5,,3
80notag,,AG35,,12/06/2025,,tag detached,y,tip,,ep,0.1,0.005235988,1,,,3
36,green,AG36,,04/06/2025,,tag detached_160cm,x,base,,,,,,,,
36,green,AG36,,04/06/2025,,tag detached_160cm,x,middle,,ep,1,0.523598776,,,,
36,green,AG36,,04/06/2025,,tag detached_160cm,x,middle,,ep,0.6,0.188495559,,,,
36,green,AG36,,04/06/2025,,tag detached_160cm,x,tip,,ep,0.5,0.130899694,,,,
36,green,AG36,,04/06/2025,,tag detached_160cm,y,base,,,,,,,,
36,green,AG36,,04/06/2025,,tag detached_160cm,y,middle,,ep,0.5,0.130899694,,,,
36,green,AG36,,04/06/2025,,tag detached_160cm,y,middle,,mm,0.5,0.196349541,,,,
36,green,AG36,,04/06/2025,,tag detached_160cm,y,middle,,ep,0.3,0.04712389,,,,
36,green,AG36,,04/06/2025,,tag detached_160cm,y,tip,,ep,0.5,0.130899694,,,,
36,green,AG36,,04/06/2025,,tag detached_160cm,y,tip,,ep,0.3,0.04712389,,,,
36,green,AG36,,04/06/2025,,tag detached_160cm,y,tip,,ep,0.3,0.04712389,,,,
37,green,AG37,,04/06/2025,,tag detached_120,x,base,,,,,,,,
37,green,AG37,,04/06/2025,,tag detached_120,x,middle,,ep,0.5,0.130899694,,1,,
37,green,AG37,,04/06/2025,,tag detached_120,x,middle,,ep,0.5,0.130899694,,,,
37,green,AG37,,04/06/2025,,tag detached_120,x,tip,,ep,0.5,0.130899694,,1,,
37,green,AG37,,04/06/2025,,tag detached_120,x,tip,,mm,0.4,0.125663706,,,,
37,green,AG37,,04/06/2025,,tag detached_120,x,tip,,mm,0.1,0.007853982,,,,
37,green,AG37,,04/06/2025,,tag detached_120,y,base,,,,,,2,,
37,green,AG37,,04/06/2025,,tag detached_120,y,middle,,,,,,1,,
37,green,AG37,,04/06/2025,,tag detached_120,y,tip,,,,,,4,,
123notag,,AG37,,12/06/2025,,tag detached,x,base,,mm,0.3,0.070685835,,1,,3
123notag,,AG37,,12/06/2025,,tag detached,x,middle,,mm,0.3,0.070685835,,4,,3
123notag,,AG37,,12/06/2025,,tag detached,x,middle,,mm,0.3,0.070685835,,,,3
123notag,,AG37,,12/06/2025,,tag detached,x,tip,,mm,0.5,0.196349541,2,,,3
123notag,,AG37,,12/06/2025,,tag detached,x,tip,,ep,0.8,0.335103216,,,,3
123notag,,AG37,,12/06/2025,,tag detached,x,tip,,mm,0.4,0.125663706,,,,3
123notag,,AG37,,12/06/2025,,tag detached,y,base,,mm,0.3,0.070685835,,2,,3
123notag,,AG37,,12/06/2025,,1 x epiphyte,y,middle,,mm,0.3,0.070685835,,4,,3
123notag,,AG37,,12/06/2025,,tag detached,y,middle,,mm,0.3,0.070685835,,,,3
123notag,,AG37,,12/06/2025,,tag detached,y,tip,,mm,0.6,0.282743339,1,1,,3
123notag,,AG37,,12/06/2025,,tag detached,y,tip,,ep,0.8,0.335103216,,,,3
123notag,,AG37,,12/06/2025,,tag detached,y,tip,,mm,0.4,0.125663706,,,,3
123notag,,AG37,,12/06/2025,,tag detached,y,tip,,mm,0.4,0.125663706,,,,3
123notag,,AG37,,12/06/2025,,tag detached,y,tip,,mm,0.5,0.196349541,,,,3
39,green,AG39,,04/06/2025,,,x,base,,,,,,,,
39,green,AG39,,04/06/2025,,,x,middle,,,,,2,,,
39,green,AG39,,04/06/2025,,,x,tip,,mm,0.2,0.031415927,,,,
39,green,AG39,,04/06/2025,,,x,tip,,ep,0.3,0.04712389,,,,
39,green,AG39,,04/06/2025,,,y,base,,,,,,,,
39,green,AG39,,04/06/2025,,,y,middle,,mm,0.1,0.007853982,,1,,
39,green,AG39,,04/06/2025,,,y,middle,,mm,0.1,0.007853982,,,,
39,green,AG39,,04/06/2025,,,y,tip,,mm,0.2,0.031415927,,1,,
39,green,AG39,,12/06/2025,,,x,base,,,,,,1,,
