,tag_no.x,tag_colour,seaweed_id,rock_no,date_sampled,blade_length,notes,blade_side,blade_zone,blade_no,sp,colony_length_max,colony_area,no_h,no_m,no_long_m,tank,origin,tag_color,tag_no.y,rock_number,date,longest_blade,collected_from,biofouling_removed_14_5_25,no_blades,initial_tank,nutrient_treatment_tank,main_experiment_tank,turbulence,nutrient_treatment,swab_prior_enrichment,swab_after_ernichment_16_5
412,110notag,,AG34,NA,12/06/2025,NA,tag detached,x,middle,NA,mm,0.6,0.282743339,,NA,NA,6,Adult_local,Green,34,NA,12_5_2025,66,farland,clean,NA,NA,7,7,Low,C,66,157
413,110notag,,AG34,NA,12/06/2025,NA,tag detached,x,middle,NA,mm,0.2,0.031415927,,NA,NA,6,Adult_local,Green,34,NA,12_5_2025,66,farland,clean,NA,NA,7,7,Low,C,66,157
414,110notag,,AG34,NA,12/06/2025,NA,tag detached,x,tip,NA,ep,1.5,1.178097245,,1,NA,6,Adult_local,Green,34,NA,12_5_2025,66,farland,clean,NA,NA,7,7,Low,C,66,157
415,110notag,,AG34,NA,12/06/2025,NA,tag detached,x,tip,NA,mm,1,0.785398163,,NA,NA,6,Adult_local,Green,34,NA,12_5_2025,66,farland,clean,NA,NA,7,7,Low,C,66,157
416,110notag,,AG34,NA,12/06/2025,NA,tag detached,x,tip,NA,mm,0.8,0.502654825,,NA,NA,6,Adult_local,Green,34,NA,12_5_2025,66,farland,clean,NA,NA,7,7,Low,C,66,157
417,110notag,,AG34,NA,12/06/2025,NA,tag detached,x,tip,NA,ep,1.9,1.89019158,,NA,NA,6,Adult_local,Green,34,NA,12_5_2025,66,farland,clean,NA,NA,7,7,Low,C,66,157
418,110notag,,AG34,NA,12/06/2025,NA,tag detached,x,tip,NA,ep,1.2,0.753982237,,NA,NA,6,Adult_local,Green,34,NA,12_5_2025,66,farland,clean,NA,NA,7,7,Low,C,66,157
419,110notag,,AG34,NA,12/06/2025,NA,tag detached,y,base,NA,,,NA,,NA,NA,6,Adult_local,Green,34,NA,12_5_2025,66,farland,clean,NA,NA,7,7,Low,C,66,157
420,110notag,,AG34,NA,12/06/2025,NA,tag detached,y,middle,NA,mm,0.3,0.070685835,2,3,NA,6,Adult_local,Green,34,NA,12_5_2025,66,farland,clean,NA,NA,7,7,Low,C,66,157
421,110notag,,AG34,NA,12/06/2025,NA,tag detached,y,middle,NA,mm,0.2,0.031415927,,NA,NA,6,Adult_local,Green,34,NA,12_5_2025,66,farland,clean,NA,NA,7,7,Low,C,66,157
422,110notag,,AG34,NA,12/06/2025,NA,tag detached,y,tip,NA,ep,1.4,1.0262536,,NA,NA,6,Adult_local,Green,34,NA,12_5_2025,66,farland,clean,NA,NA,7,7,Low,C,66,157
423,110notag,,AG34,NA,12/06/2025,NA,tag detached,y,tip,NA,ep,0.8,0.335103216,4,NA,NA,6,Adult_local,Green,34,NA,12_5_2025,66,farland,clean,NA,NA,7,7,Low,C,66,157
424,35,green,AG35,NA,04/06/2025,NA,meristem only:clean,,,NA,,,NA,,NA,NA,NA,Adult_local,Green,35,NA,12_5_2025,65,farland,clean,NA,NA,5,2,High,N,67,118
425,80notag,,AG35,NA,12/06/2025,NA,tag detached,x,base,NA,,,NA,,NA,NA,3,Adult_local,Green,35,NA,12_5_2025,65,farland,clean,NA,NA,5,2,High,N,67,118
426,80notag,,AG35,NA,12/06/2025,NA,tag detached,x,middle,NA,mm,0.2,0.031415927,,1,NA,3,Adult_local,Green,35,NA,12_5_2025,65,farland,clean,NA,NA,5,2,High,N,67,118
427,80notag,,AG35,NA,12/06/2025,NA,tag detached,x,tip,NA,mm,0.5,0.196349541,,NA,NA,3,Adult_local,Green,35,NA,12_5_2025,65,farland,clean,NA,NA,5,2,High,N,67,118
428,80notag,,AG35,NA,12/06/2025,NA,tag detached,x,tip,NA,mm,0.3,0.070685835,,NA,NA,3,Adult_local,Green,35,NA,12_5_2025,65,farland,clean,NA,NA,5,2,High,N,67,118
429,80notag,,AG35,NA,12/06/2025,NA,tag detached,x,tip,NA,mm,0.4,0.125663706,,NA,NA,3,Adult_local,Green,35,NA,12_5_2025,65,farland,clean,NA,NA,5,2,High,N,67,118
430,80notag,,AG35,NA,12/06/2025,NA,tag detached,y,base,NA,,,NA,,NA,NA,3,Adult_local,Green,35,NA,12_5_2025,65,farland,clean,NA,NA,5,2,High,N,67,118
431,80notag,,AG35,NA,12/06/2025,NA,tag detached,y,middle,NA,,,NA,,5,NA,3,Adult_local,Green,35,NA,12_5_2025,65,farland,clean,NA,NA,5,2,High,N,67,118
432,80notag,,AG35,NA,12/06/2025,NA,tag detached,y,tip,NA,ep,0.1,0.005235988,1,NA,NA,3,Adult_local,Green,35,NA,12_5_2025,65,farland,clean,NA,NA,5,2,High,N,67,118
433,36,green,AG36,NA,04/06/2025,NA,tag detached_160cm,x,base,NA,,,NA,,NA,NA,NA,Adult_local,Green,36,NA,12_5_2025,175,farland,hydro=37;bryo=1;donut=1;maerl=1,NA,NA,6,5,Low,P,68,132
434,36,green,AG36,NA,04/06/2025,NA,tag detached_160cm,x,middle,NA,ep,1,0.523598776,,NA,NA,NA,Adult_local,Green,36,NA,12_5_2025,175,farland,hydro=37;bryo=1;donut=1;maerl=1,NA,NA,6,5,Low,P,68,132
435,36,green,AG36,NA,04/06/2025,NA,tag detached_160cm,x,middle,NA,ep,0.6,0.188495559,,NA,NA,NA,Adult_local,Green,36,NA,12_5_2025,175,farland,hydro=37;bryo=1;donut=1;maerl=1,NA,NA,6,5,Low,P,68,132
436,36,green,AG36,NA,04/06/2025,NA,tag detached_160cm,x,tip,NA,ep,0.5,0.130899694,,NA,NA,NA,Adult_local,Green,36,NA,12_5_2025,175,farland,hydro=37;bryo=1;donut=1;maerl=1,NA,NA,6,5,Low,P,68,132
437,36,green,AG36,NA,04/06/2025,NA,tag detached_160cm,y,base,NA,,,NA,,NA,NA,NA,Adult_local,Green,36,NA,12_5_2025,175,farland,hydro=37;bryo=1;donut=1;maerl=1,NA,NA,6,5,Low,P,68,132
438,36,green,AG36,NA,04/06/2025,NA,tag detached_160cm,y,middle,NA,ep,0.5,0.130899694,,NA,NA,NA,Adult_local,Green,36,NA,12_5_2025,175,farland,hydro=37;bryo=1;donut=1;maerl=1,NA,NA,6,5,Low,P,68,132
439,36,green,AG36,NA,04/06/2025,NA,tag detached_160cm,y,middle,NA,mm,0.5,0.196349541,,NA,NA,NA,Adult_local,Green,36,NA,12_5_2025,175,farland,hydro=37;bryo=1;donut=1;maerl=1,NA,NA,6,5,Low,P,68,132
440,36,green,AG36,NA,04/06/2025,NA,tag detached_160cm,y,middle,NA,ep,0.3,0.04712389,,NA,NA,NA,Adult_local,Green,36,NA,12_5_2025,175,farland,hydro=37;bryo=1;donut=1;maerl=1,NA,NA,6,5,Low,P,68,132
441,36,green,AG36,NA,04/06/2025,NA,tag detached_160cm,y,tip,NA,ep,0.5,0.130899694,,NA,NA,NA,Adult_local,Green,36,NA,12_5_2025,175,farland,hydro=37;bryo=1;donut=1;maerl=1,NA,NA,6,5,Low,P,68,132
442,36,green,AG36,NA,04/06/2025,NA,tag detached_160cm,y,tip,NA,ep,0.3,0.04712389,,NA,NA,NA,Adult_local,Green,36,NA,12_5_2025,175,farland,hydro=37;bryo=1;donut=1;maerl=1,NA,NA,6,5,Low,P,68,132
443,36,green,AG36,NA,04/06/2025,NA,tag detached_160cm,y,tip,NA,ep,0.3,0.04712389,,NA,NA,NA,Adult_local,Green,36,NA,12_5_2025,175,farland,hydro=37;bryo=1;donut=1;maerl=1,NA,NA,6,5,Low,P,68,132
444,37,green,AG37,NA,04/06/2025,NA,tag detached_120,x,base,NA,,,NA,,NA,NA,NA,Adult_local,Green,37,NA,12_5_2025,200,farland,bryo=14;hydro11;maerl=4;snail=1,NA,NA,7,3,Low,C,69,154
445,37,green,AG37,NA,04/06/2025,NA,tag detached_120,x,middle,NA,ep,0.5,0.130899694,,1,NA,NA,Adult_local,Green,37,NA,12_5_2025,200,farland,bryo=14;hydro11;maerl=4;snail=1,NA,NA,7,3,Low,C,69,154
446,37,green,AG37,NA,04/06/2025,NA,tag detached_120,x,middle,NA,ep,0.5,0.130899694,,NA,NA,NA,Adult_local,Green,37,NA,12_5_2025,200,farland,bryo=14;hydro11;maerl=4;snail=1,NA,NA,7,3,Low,C,69,154
447,37,green,AG37,NA,04/06/2025,NA,tag detached_120,x,tip,NA,ep,0.5,0.130899694,,1,NA,NA,Adult_local,Green,37,NA,12_5_2025,200,farland,bryo=14;hydro11;maerl=4;snail=1,NA,NA,7,3,Low,C,69,154
448,37,green,AG37,NA,04/06/2025,NA,tag detached_120,x,tip,NA,mm,0.4,0.125663706,,NA,NA,NA,Adult_local,Green,37,NA,12_5_2025,200,farland,bryo=14;hydro11;maerl=4;snail=1,NA,NA,7,3,Low,C,69,154
449,37,green,AG37,NA,04/06/2025,NA,tag detached_120,x,tip,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,37,NA,12_5_2025,200,farland,bryo=14;hydro11;maerl=4;snail=1,NA,NA,7,3,Low,C,69,154
450,37,green,AG37,NA,04/06/2025,NA,tag detached_120,y,base,NA,,,NA,,2,NA,NA,Adult_local,Green,37,NA,12_5_2025,200,farland,bryo=14;hydro11;maerl=4;snail=1,NA,NA,7,3,Low,C,69,154
451,37,green,AG37,NA,04/06/2025,NA,tag detached_120,y,middle,NA,,,NA,,1,NA,NA,Adult_local,Green,37,NA,12_5_2025,200,farland,bryo=14;hydro11;maerl=4;snail=1,NA,NA,7,3,Low,C,69,154
452,37,green,AG37,NA,04/06/2025,NA,tag detached_120,y,tip,NA,,,NA,,4,NA,NA,Adult_local,Green,37,NA,12_5_2025,200,farland,bryo=14;hydro11;maerl=4;snail=1,NA,NA,7,3,Low,C,69,154
453,123notag,,AG37,NA,12/06/2025,NA,tag detached,x,base,NA,mm,0.3,0.070685835,,1,NA,3,Adult_local,Green,37,NA,12_5_2025,200,farland,bryo=14;hydro11;maerl=4;snail=1,NA,NA,7,3,Low,C,69,154
454,123notag,,AG37,NA,12/06/2025,NA,tag detached,x,middle,NA,mm,0.3,0.070685835,,4,NA,3,Adult_local,Green,37,NA,12_5_2025,200,farland,bryo=14;hydro11;maerl=4;snail=1,NA,NA,7,3,Low,C,69,154
455,123notag,,AG37,NA,12/06/2025,NA,tag detached,x,middle,NA,mm,0.3,0.070685835,,NA,NA,3,Adult_local,Green,37,NA,12_5_2025,200,farland,bryo=14;hydro11;maerl=4;snail=1,NA,NA,7,3,Low,C,69,154
456,123notag,,AG37,NA,12/06/2025,NA,tag detached,x,tip,NA,mm,0.5,0.196349541,2,NA,NA,3,Adult_local,Green,37,NA,12_5_2025,200,farland,bryo=14;hydro11;maerl=4;snail=1,NA,NA,7,3,Low,C,69,154
457,123notag,,AG37,NA,12/06/2025,NA,tag detached,x,tip,NA,ep,0.8,0.335103216,,NA,NA,3,Adult_local,Green,37,NA,12_5_2025,200,farland,bryo=14;hydro11;maerl=4;snail=1,NA,NA,7,3,Low,C,69,154
458,123notag,,AG37,NA,12/06/2025,NA,tag detached,x,tip,NA,mm,0.4,0.125663706,,NA,NA,3,Adult_local,Green,37,NA,12_5_2025,200,farland,bryo=14;hydro11;maerl=4;snail=1,NA,NA,7,3,Low,C,69,154
459,123notag,,AG37,NA,12/06/2025,NA,tag detached,y,base,NA,mm,0.3,0.070685835,,2,NA,3,Adult_local,Green,37,NA,12_5_2025,200,farland,bryo=14;hydro11;maerl=4;snail=1,NA,NA,7,3,Low,C,69,154
460,123notag,,AG37,NA,12/06/2025,NA,1 x epiphyte,y,middle,NA,mm,0.3,0.070685835,,4,NA,3,Adult_local,Green,37,NA,12_5_2025,200,farland,bryo=14;hydro11;maerl=4;snail=1,NA,NA,7,3,Low,C,69,154
461,123notag,,AG37,NA,12/06/2025,NA,tag detached,y,middle,NA,mm,0.3,0.070685835,,NA,NA,3,Adult_local,Green,37,NA,12_5_2025,200,farland,bryo=14;hydro11;maerl=4;snail=1,NA,NA,7,3,Low,C,69,154
462,123notag,,AG37,NA,12/06/2025,NA,tag detached,y,tip,NA,mm,0.6,0.282743339,1,1,NA,3,Adult_local,Green,37,NA,12_5_2025,200,farland,bryo=14;hydro11;maerl=4;snail=1,NA,NA,7,3,Low,C,69,154
463,123notag,,AG37,NA,12/06/2025,NA,tag detached,y,tip,NA,ep,0.8,0.335103216,,NA,NA,3,Adult_local,Green,37,NA,12_5_2025,200,farland,bryo=14;hydro11;maerl=4;snail=1,NA,NA,7,3,Low,C,69,154
464,123notag,,AG37,NA,12/06/2025,NA,tag detached,y,tip,NA,mm,0.4,0.125663706,,NA,NA,3,Adult_local,Green,37,NA,12_5_2025,200,farland,bryo=14;hydro11;maerl=4;snail=1,NA,NA,7,3,Low,C,69,154
465,123notag,,AG37,NA,12/06/2025,NA,tag detached,y,tip,NA,mm,0.4,0.125663706,,NA,NA,3,Adult_local,Green,37,NA,12_5_2025,200,farland,bryo=14;hydro11;maerl=4;snail=1,NA,NA,7,3,Low,C,69,154
466,123notag,,AG37,NA,12/06/2025,NA,tag detached,y,tip,NA,mm,0.5,0.196349541,,NA,NA,3,Adult_local,Green,37,NA,12_5_2025,200,farland,bryo=14;hydro11;maerl=4;snail=1,NA,NA,7,3,Low,C,69,154
467,39,green,AG39,NA,04/06/2025,NA,,x,base,NA,,,NA,,NA,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
468,39,green,AG39,NA,04/06/2025,NA,,x,middle,NA,,,NA,2,NA,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
469,39,green,AG39,NA,04/06/2025,NA,,x,tip,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
470,39,green,AG39,NA,04/06/2025,NA,,x,tip,NA,ep,0.3,0.04712389,,NA,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
471,39,green,AG39,NA,04/06/2025,NA,,y,base,NA,,,NA,,NA,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
472,39,green,AG39,NA,04/06/2025,NA,,y,middle,NA,mm,0.1,0.007853982,,1,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
473,39,green,AG39,NA,04/06/2025,NA,,y,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
474,39,green,AG39,NA,04/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,1,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
475,39,green,AG39,NA,12/06/2025,NA,,x,base,NA,,,NA,,1,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
476,39,green,AG39,NA,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,3,9,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
477,39,green,AG39,NA,12/06/2025,NA,,x,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
478,39,green,AG39,NA,12/06/2025,NA,,x,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
479,39,green,AG39,NA,12/06/2025,NA,,x,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
480,39,green,AG39,NA,12/06/2025,NA,,x,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
481,39,green,AG39,NA,12/06/2025,NA,,x,tip,NA,ep,0.9,0.424115008,,3,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
482,39,green,AG39,NA,12/06/2025,NA,,y,base,NA,,,NA,,1,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
483,39,green,AG39,NA,12/06/2025,NA,,y,middle,NA,mm,0.2,0.031415927,1,6,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
484,39,green,AG39,NA,12/06/2025,NA,,y,middle,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
485,39,green,AG39,NA,12/06/2025,NA,,y,middle,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
486,39,green,AG39,NA,12/06/2025,NA,,y,middle,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
487,39,green,AG39,NA,12/06/2025,NA,,y,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
488,39,green,AG39,NA,12/06/2025,NA,,y,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
489,39,green,AG39,NA,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
490,39,green,AG39,NA,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
491,39,green,AG39,NA,12/06/2025,NA,,y,tip,NA,ep,0.4,0.083775804,,NA,NA,NA,Adult_local,Green,39,NA,13_5_2025,160,FSC slip,some snails,NA,NA,1,6,High,N,71,108
492,40,green,AG40,NA,04/06/2025,NA,,x,base,NA,,,NA,,NA,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
493,40,green,AG40,NA,04/06/2025,NA,,x,middle,NA,ep,0.5,0.130899694,,6,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
494,40,green,AG40,NA,04/06/2025,NA,,x,middle,NA,ep,0.5,0.130899694,,NA,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
495,40,green,AG40,NA,04/06/2025,NA,,x,middle,NA,mm,0.5,0.196349541,,NA,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
496,40,green,AG40,NA,04/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
497,40,green,AG40,NA,04/06/2025,NA,,x,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
498,40,green,AG40,NA,04/06/2025,NA,,x,tip,NA,ep,1,0.523598776,,NA,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
499,40,green,AG40,NA,04/06/2025,NA,,x,tip,NA,ep,0.8,0.335103216,,NA,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
500,40,green,AG40,NA,04/06/2025,NA,,y,base,NA,,,NA,,NA,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
501,40,green,AG40,NA,04/06/2025,NA,,y,middle,NA,mm,0.5,0.196349541,,3,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
502,40,green,AG40,NA,04/06/2025,NA,,y,middle,NA,ep,0.4,0.083775804,,NA,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
503,40,green,AG40,NA,04/06/2025,NA,,y,tip,NA,ep,0.1,0.005235988,,NA,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
504,40,green,AG40,NA,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
505,40,green,AG40,NA,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,6,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
506,40,green,AG40,NA,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
507,40,green,AG40,NA,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
508,40,green,AG40,NA,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,,NA,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
509,40,green,AG40,NA,12/06/2025,NA,,x,tip,NA,mm,0.2,0.031415927,,1,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
510,40,green,AG40,NA,12/06/2025,NA,,y,base,NA,,,NA,,NA,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
511,40,green,AG40,NA,12/06/2025,NA,,y,middle,NA,ep,0.8,0.335103216,,NA,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
512,40,green,AG40,NA,12/06/2025,NA,,y,middle,NA,ep,1,0.523598776,,NA,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
513,40,green,AG40,NA,12/06/2025,NA,,y,middle,NA,mm,1,0.785398163,,NA,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
514,40,green,AG40,NA,12/06/2025,NA,,y,middle,NA,mm,0.2,0.031415927,5,4,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
515,40,green,AG40,NA,12/06/2025,NA,,y,tip,NA,ep,1,0.523598776,1,NA,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
516,40,green,AG40,NA,12/06/2025,NA,,y,tip,NA,ep,0.6,0.188495559,,NA,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
517,40,green,AG40,NA,12/06/2025,NA,,y,tip,NA,mm,0.3,0.070685835,,NA,NA,NA,Adult_local,Green,40,NA,13_5_2025,190,FSC slip,some snails,NA,NA,1,5,Low,N,72,104
518,41,green,AG41,NA,04/06/2025,NA,tag detached_76,x,base,NA,,na,NA,,NA,NA,NA,Adult_local,Green,41,NA,13_5_2025,110,FSC slip,some snails,NA,NA,2,3,Low,P,73,126
519,41,green,AG41,NA,04/06/2025,NA,tag detached_76,x,middle,NA,,,NA,2,NA,NA,NA,Adult_local,Green,41,NA,13_5_2025,110,FSC slip,some snails,NA,NA,2,3,Low,P,73,126
520,41,green,AG41,NA,04/06/2025,NA,tag detached_76,x,tip,NA,ep,0.5,0.130899694,,NA,NA,NA,Adult_local,Green,41,NA,13_5_2025,110,FSC slip,some snails,NA,NA,2,3,Low,P,73,126
521,41,green,AG41,NA,04/06/2025,NA,tag detached_76,y,base,NA,,na,NA,,NA,NA,NA,Adult_local,Green,41,NA,13_5_2025,110,FSC slip,some snails,NA,NA,2,3,Low,P,73,126
522,41,green,AG41,NA,04/06/2025,NA,tag detached_76,y,middle,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Green,41,NA,13_5_2025,110,FSC slip,some snails,NA,NA,2,3,Low,P,73,126
523,41,green,AG41,NA,04/06/2025,NA,tag detached_76,y,middle,NA,ep,0.3,0.04712389,,NA,NA,NA,Adult_local,Green,41,NA,13_5_2025,110,FSC slip,some snails,NA,NA,2,3,Low,P,73,126
524,41,green,AG41,NA,04/06/2025,NA,tag detached_76,y,tip,NA,mm,0.3,0.070685835,,NA,NA,NA,Adult_local,Green,41,NA,13_5_2025,110,FSC slip,some snails,NA,NA,2,3,Low,P,73,126
525,42,green,AG42,NA,04/06/2025,NA,,x,base,NA,,,NA,,1,NA,NA,Adult_local,Green,42,NA,13_5_2025,130,FSC slip,some snails,NA,NA,2,2,High,P,74,123
526,42,green,AG42,NA,04/06/2025,NA,,x,middle,NA,,,NA,2,1,NA,NA,Adult_local,Green,42,NA,13_5_2025,130,FSC slip,some snails,NA,NA,2,2,High,P,74,123
527,42,green,AG42,NA,04/06/2025,NA,,x,tip,NA,,,NA,,1,NA,NA,Adult_local,Green,42,NA,13_5_2025,130,FSC slip,some snails,NA,NA,2,2,High,P,74,123
528,42,green,AG42,NA,04/06/2025,NA,,y,base,NA,,na,NA,,NA,NA,NA,Adult_local,Green,42,NA,13_5_2025,130,FSC slip,some snails,NA,NA,2,2,High,P,74,123
529,42,green,AG42,NA,04/06/2025,NA,,y,middle,NA,mm,0.4,0.125663706,,1,NA,NA,Adult_local,Green,42,NA,13_5_2025,130,FSC slip,some snails,NA,NA,2,2,High,P,74,123
530,42,green,AG42,NA,04/06/2025,NA,,y,tip,NA,,,NA,,NA,NA,NA,Adult_local,Green,42,NA,13_5_2025,130,FSC slip,some snails,NA,NA,2,2,High,P,74,123
531,42,green,AG42,NA,12/06/2025,NA,,x,base,NA,mm,0.2,0.031415927,,4,NA,NA,Adult_local,Green,42,NA,13_5_2025,130,FSC slip,some snails,NA,NA,2,2,High,P,74,123
532,42,green,AG42,NA,12/06/2025,NA,,x,middle,NA,ep,0.4,0.083775804,,2,NA,NA,Adult_local,Green,42,NA,13_5_2025,130,FSC slip,some snails,NA,NA,2,2,High,P,74,123
533,42,green,AG42,NA,12/06/2025,NA,,x,middle,NA,ep,0.4,0.083775804,,NA,NA,NA,Adult_local,Green,42,NA,13_5_2025,130,FSC slip,some snails,NA,NA,2,2,High,P,74,123
534,42,green,AG42,NA,12/06/2025,NA,,x,tip,NA,mm,0.8,0.502654825,1,4,NA,NA,Adult_local,Green,42,NA,13_5_2025,130,FSC slip,some snails,NA,NA,2,2,High,P,74,123
535,42,green,AG42,NA,12/06/2025,NA,,y,base,NA,,,NA,,NA,NA,NA,Adult_local,Green,42,NA,13_5_2025,130,FSC slip,some snails,NA,NA,2,2,High,P,74,123
