seaweed,sample_code,site,date,day,month,year,sample_type,total_sample_abund,Group_precise,abundance,taxa,zooplankton,reads
Alaria,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,meroplankton,395,meroplankton,395,
Alaria,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,microfibers,2,microfibers,2,
Alaria,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,obelia,17,obelia,17,
Alaria,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,podon,2,podon,2,
Alaria,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,sabellariidae,25,sabellariidae,25,
Alaria,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,Branchiopoda,4,Branchiopoda,4,
Alaria,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,Copepoda,11688,total_copepoda,11688,
Alaria,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,Hydrozoa,34,total_hydrozoa,34,
Alaria,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,Malacostraca,2,Malacostraca,2,
Alaria,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,Polychaeta,25,total_polychaeta,25,
Saccharina,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,Bivalvia,153,bivalvia,153,
Saccharina,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,Bryozoa,51,bryozoa,51,
Saccharina,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,copepod_nauplii,7308,copepod_nauplii,7308,
Saccharina,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,copepods,4380,copepods,4380,
Saccharina,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,decapoda_larvae,2,decapoda_larvae,2,
Saccharina,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,evadne,2,evadne,2,
Saccharina,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,fish_egg,34,fish_egg,34,
Saccharina,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,Gastropoda,127,gastropoda,127,
Saccharina,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,holoplankton,16285,holoplankton,16285,
Saccharina,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,lizzia_blondina,17,lizzia_blondina,17,
Saccharina,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,meroplankton,395,meroplankton,395,
Saccharina,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,microfibers,2,microfibers,2,
Saccharina,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,obelia,17,obelia,17,
Saccharina,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,podon,2,podon,2,
Saccharina,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,sabellariidae,25,sabellariidae,25,
Saccharina,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,Branchiopoda,4,Branchiopoda,4,
Saccharina,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,Copepoda,11688,total_copepoda,11688,
Saccharina,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,Hydrozoa,34,total_hydrozoa,34,
Saccharina,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,Malacostraca,2,Malacostraca,2,
Saccharina,Pabay_16_9_21_3,Pabay,16_9_2021,16,9,2021,zooplankton,16679,Polychaeta,25,total_polychaeta,25,
Alaria,Pabay_21_12_21_1,Pabay,21_12_2021,21,12,2021,zooplankton,685,Bivalvia,2,bivalvia,2,
Alaria,Pabay_21_12_21_1,Pabay,21_12_2021,21,12,2021,zooplankton,685,Bryozoa,34,bryozoa,34,
Alaria,Pabay_21_12_21_1,Pabay,21_12_2021,21,12,2021,zooplankton,685,copepod_nauplii,221,copepod_nauplii,221,
Alaria,Pabay_21_12_21_1,Pabay,21_12_2021,21,12,2021,zooplankton,685,copepods,390,copepods,390,
Alaria,Pabay_21_12_21_1,Pabay,21_12_2021,21,12,2021,zooplankton,685,Gastropoda,34,gastropoda,34,
Alaria,Pabay_21_12_21_1,Pabay,21_12_2021,21,12,2021,zooplankton,685,holoplankton,613,holoplankton,613,
Alaria,Pabay_21_12_21_1,Pabay,21_12_2021,21,12,2021,zooplankton,685,meroplankton,72,meroplankton,72,
Alaria,Pabay_21_12_21_1,Pabay,21_12_2021,21,12,2021,zooplankton,685,microfibers,2,microfibers,2,
Alaria,Pabay_21_12_21_1,Pabay,21_12_2021,21,12,2021,zooplankton,685,sabellariidae,2,sabellariidae,2,
Alaria,Pabay_21_12_21_1,Pabay,21_12_2021,21,12,2021,zooplankton,685,Copepoda,611,total_copepoda,611,
Alaria,Pabay_21_12_21_1,Pabay,21_12_2021,21,12,2021,zooplankton,685,Polychaeta,2,total_polychaeta,2,
Saccharina,Pabay_21_12_21_1,Pabay,21_12_2021,21,12,2021,zooplankton,685,Bivalvia,2,bivalvia,2,
Saccharina,Pabay_21_12_21_1,Pabay,21_12_2021,21,12,2021,zooplankton,685,Bryozoa,34,bryozoa,34,
Saccharina,Pabay_21_12_21_1,Pabay,21_12_2021,21,12,2021,zooplankton,685,copepod_nauplii,221,copepod_nauplii,221,
Saccharina,Pabay_21_12_21_1,Pabay,21_12_2021,21,12,2021,zooplankton,685,copepods,390,copepods,390,
Saccharina,Pabay_21_12_21_1,Pabay,21_12_2021,21,12,2021,zooplankton,685,Gastropoda,34,gastropoda,34,
Saccharina,Pabay_21_12_21_1,Pabay,21_12_2021,21,12,2021,zooplankton,685,holoplankton,613,holoplankton,613,
Saccharina,Pabay_21_12_21_1,Pabay,21_12_2021,21,12,2021,zooplankton,685,meroplankton,72,meroplankton,72,
Saccharina,Pabay_21_12_21_1,Pabay,21_12_2021,21,12,2021,zooplankton,685,microfibers,2,microfibers,2,
Saccharina,Pabay_21_12_21_1,Pabay,21_12_2021,21,12,2021,zooplankton,685,sabellariidae,2,sabellariidae,2,
Saccharina,Pabay_21_12_21_1,Pabay,21_12_2021,21,12,2021,zooplankton,685,Copepoda,611,total_copepoda,611,
Saccharina,Pabay_21_12_21_1,Pabay,21_12_2021,21,12,2021,zooplankton,685,Polychaeta,2,total_polychaeta,2,
Alaria,Pabay_21_12_21_2,Pabay,21_12_2021,21,12,2021,zooplankton,766,Bivalvia,17,bivalvia,17,
Alaria,Pabay_21_12_21_2,Pabay,21_12_2021,21,12,2021,zooplankton,766,Bryozoa,34,bryozoa,34,
Alaria,Pabay_21_12_21_2,Pabay,21_12_2021,21,12,2021,zooplankton,766,copepod_nauplii,340,copepod_nauplii,340,
Alaria,Pabay_21_12_21_2,Pabay,21_12_2021,21,12,2021,zooplankton,766,copepods,289,copepods,289,
Alaria,Pabay_21_12_21_2,Pabay,21_12_2021,21,12,2021,zooplankton,766,Gastropoda,68,gastropoda,68,
Alaria,Pabay_21_12_21_2,Pabay,21_12_2021,21,12,2021,zooplankton,766,holoplankton,630,holoplankton,630,
Alaria,Pabay_21_12_21_2,Pabay,21_12_2021,21,12,2021,zooplankton,766,meroplankton,136,meroplankton,136,
Alaria,Pabay_21_12_21_2,Pabay,21_12_2021,21,12,2021,zooplankton,766,microfibers,2,microfibers,2,
Alaria,Pabay_21_12_21_2,Pabay,21_12_2021,21,12,2021,zooplankton,766,sabellariidae,17,sabellariidae,17,
Alaria,Pabay_21_12_21_2,Pabay,21_12_2021,21,12,2021,zooplankton,766,Copepoda,628,total_copepoda,628,
Alaria,Pabay_21_12_21_2,Pabay,21_12_2021,21,12,2021,zooplankton,766,Polychaeta,17,total_polychaeta,17,
Saccharina,Pabay_21_12_21_2,Pabay,21_12_2021,21,12,2021,zooplankton,766,Bivalvia,17,bivalvia,17,
Saccharina,Pabay_21_12_21_2,Pabay,21_12_2021,21,12,2021,zooplankton,766,Bryozoa,34,bryozoa,34,
Saccharina,Pabay_21_12_21_2,Pabay,21_12_2021,21,12,2021,zooplankton,766,copepod_nauplii,340,copepod_nauplii,340,
Saccharina,Pabay_21_12_21_2,Pabay,21_12_2021,21,12,2021,zooplankton,766,copepods,289,copepods,289,
Saccharina,Pabay_21_12_21_2,Pabay,21_12_2021,21,12,2021,zooplankton,766,Gastropoda,68,gastropoda,68,
Saccharina,Pabay_21_12_21_2,Pabay,21_12_2021,21,12,2021,zooplankton,766,holoplankton,630,holoplankton,630,
Saccharina,Pabay_21_12_21_2,Pabay,21_12_2021,21,12,2021,zooplankton,766,meroplankton,136,meroplankton,136,
Saccharina,Pabay_21_12_21_2,Pabay,21_12_2021,21,12,2021,zooplankton,766,microfibers,2,microfibers,2,
Saccharina,Pabay_21_12_21_2,Pabay,21_12_2021,21,12,2021,zooplankton,766,sabellariidae,17,sabellariidae,17,
Saccharina,Pabay_21_12_21_2,Pabay,21_12_2021,21,12,2021,zooplankton,766,Copepoda,628,total_copepoda,628,
Saccharina,Pabay_21_12_21_2,Pabay,21_12_2021,21,12,2021,zooplankton,766,Polychaeta,17,total_polychaeta,17,
Alaria,Pabay_21_12_21_3,Pabay,21_12_2021,21,12,2021,zooplankton,369,Bivalvia,17,bivalvia,17,
Alaria,Pabay_21_12_21_3,Pabay,21_12_2021,21,12,2021,zooplankton,369,Bryozoa,34,bryozoa,34,
Alaria,Pabay_21_12_21_3,Pabay,21_12_2021,21,12,2021,zooplankton,369,copepod_nauplii,85,copepod_nauplii,85,
Alaria,Pabay_21_12_21_3,Pabay,21_12_2021,21,12,2021,zooplankton,369,copepods,221,copepods,221,
Alaria,Pabay_21_12_21_3,Pabay,21_12_2021,21,12,2021,zooplankton,369,Gastropoda,10,gastropoda,10,
Alaria,Pabay_21_12_21_3,Pabay,21_12_2021,21,12,2021,zooplankton,369,holoplankton,306,holoplankton,306,
Alaria,Pabay_21_12_21_3,Pabay,21_12_2021,21,12,2021,zooplankton,369,meroplankton,63,meroplankton,63,
Alaria,Pabay_21_12_21_3,Pabay,21_12_2021,21,12,2021,zooplankton,369,microfibers,2,microfibers,2,
Alaria,Pabay_21_12_21_3,Pabay,21_12_2021,21,12,2021,zooplankton,369,sabellariidae,2,sabellariidae,2,
Alaria,Pabay_21_12_21_3,Pabay,21_12_2021,21,12,2021,zooplankton,369,Copepoda,306,total_copepoda,306,
Alaria,Pabay_21_12_21_3,Pabay,21_12_2021,21,12,2021,zooplankton,369,Polychaeta,2,total_polychaeta,2,
Saccharina,Pabay_21_12_21_3,Pabay,21_12_2021,21,12,2021,zooplankton,369,Bivalvia,17,bivalvia,17,
Saccharina,Pabay_21_12_21_3,Pabay,21_12_2021,21,12,2021,zooplankton,369,Bryozoa,34,bryozoa,34,
Saccharina,Pabay_21_12_21_3,Pabay,21_12_2021,21,12,2021,zooplankton,369,copepod_nauplii,85,copepod_nauplii,85,
Saccharina,Pabay_21_12_21_3,Pabay,21_12_2021,21,12,2021,zooplankton,369,copepods,221,copepods,221,
Saccharina,Pabay_21_12_21_3,Pabay,21_12_2021,21,12,2021,zooplankton,369,Gastropoda,10,gastropoda,10,
Saccharina,Pabay_21_12_21_3,Pabay,21_12_2021,21,12,2021,zooplankton,369,holoplankton,306,holoplankton,306,
Saccharina,Pabay_21_12_21_3,Pabay,21_12_2021,21,12,2021,zooplankton,369,meroplankton,63,meroplankton,63,
Saccharina,Pabay_21_12_21_3,Pabay,21_12_2021,21,12,2021,zooplankton,369,microfibers,2,microfibers,2,
Saccharina,Pabay_21_12_21_3,Pabay,21_12_2021,21,12,2021,zooplankton,369,sabellariidae,2,sabellariidae,2,
Saccharina,Pabay_21_12_21_3,Pabay,21_12_2021,21,12,2021,zooplankton,369,Copepoda,306,total_copepoda,306,
Saccharina,Pabay_21_12_21_3,Pabay,21_12_2021,21,12,2021,zooplankton,369,Polychaeta,2,total_polychaeta,2,
Alaria,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,Bivalvia,331,bivalvia,331,
Alaria,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,Bryozoa,51,bryozoa,51,
Alaria,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,copepod_nauplii,306,copepod_nauplii,306,
Alaria,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,copepods,102,copepods,102,
Alaria,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,decapoda_larvae,2,decapoda_larvae,2,
Alaria,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,evadne,2,evadne,2,
Alaria,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,Gastropoda,51,gastropoda,51,
Alaria,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,holoplankton,1988,holoplankton,1988,
Alaria,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,meroplankton,670,meroplankton,670,
Alaria,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,microfibers,25,microfibers,25,
Alaria,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,mp_fragments,25,mp_fragments,25,
Alaria,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,obelia,2,obelia,2,
Alaria,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,ophiura_larvae,2,ophiura_larvae,2,
Alaria,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,other_polychaetae_larvae,127,other_polychaetae_larvae,127,
Alaria,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,sabellariidae,102,sabellariidae,102,
Alaria,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,sea_urchin_larvae,2,sea_urchin_larvae,2,
Alaria,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,Balanoida,1451,total_balanoida,1451,
Alaria,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,Branchiopoda,2,Branchiopoda,2,
Alaria,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,Copepoda,407,total_copepoda,407,
Alaria,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,Hydrozoa,2,total_hydrozoa,2,
Alaria,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,Malacostraca,2,Malacostraca,2,
Alaria,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,Polychaeta,229,total_polychaeta,229,
Saccharina,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,Bivalvia,331,bivalvia,331,
Saccharina,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,Bryozoa,51,bryozoa,51,
Saccharina,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,copepod_nauplii,306,copepod_nauplii,306,
Saccharina,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,copepods,102,copepods,102,
Saccharina,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,decapoda_larvae,2,decapoda_larvae,2,
Saccharina,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,evadne,2,evadne,2,
Saccharina,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,Gastropoda,51,gastropoda,51,
Saccharina,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,holoplankton,1988,holoplankton,1988,
Saccharina,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,meroplankton,670,meroplankton,670,
Saccharina,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,microfibers,25,microfibers,25,
Saccharina,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,mp_fragments,25,mp_fragments,25,
Saccharina,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,obelia,2,obelia,2,
Saccharina,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,ophiura_larvae,2,ophiura_larvae,2,
Saccharina,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,other_polychaetae_larvae,127,other_polychaetae_larvae,127,
Saccharina,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,sabellariidae,102,sabellariidae,102,
Saccharina,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,sea_urchin_larvae,2,sea_urchin_larvae,2,
Saccharina,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,Balanoida,1451,total_balanoida,1451,
Saccharina,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,Branchiopoda,2,Branchiopoda,2,
Saccharina,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,Copepoda,407,total_copepoda,407,
Saccharina,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,Hydrozoa,2,total_hydrozoa,2,
Saccharina,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,Malacostraca,2,Malacostraca,2,
Saccharina,Pabay_21_3_22_1,Pabay,21_3_2022,21,3,2022,zooplankton,2659,Polychaeta,229,total_polychaeta,229,
Alaria,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,Bivalvia,611,bivalvia,611,
Alaria,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,Bryozoa,25,bryozoa,25,
Alaria,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,copepod_nauplii,535,copepod_nauplii,535,
Alaria,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,copepods,407,copepods,407,
Alaria,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,decapoda_larvae,2,decapoda_larvae,2,
Alaria,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,fish_egg,76,fish_egg,76,
Alaria,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,Gastropoda,229,gastropoda,229,
Alaria,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,holoplankton,4431,holoplankton,4431,
Alaria,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,meroplankton,1634,meroplankton,1634,
Alaria,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,nemertini_larvae,25,nemertini_larvae,25,
Alaria,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,other_polychaetae_larvae,153,other_polychaetae_larvae,153,
Alaria,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,sabellariidae,535,sabellariidae,535,
Alaria,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,sea_urchin_larvae,51,sea_urchin_larvae,51,
Alaria,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,Balanoida,3259,total_balanoida,3259,
Alaria,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,Copepoda,942,total_copepoda,942,
Alaria,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,Malacostraca,2,Malacostraca,2,
Alaria,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,Polychaeta,688,total_polychaeta,688,
Saccharina,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,Bivalvia,611,bivalvia,611,
Saccharina,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,Bryozoa,25,bryozoa,25,
Saccharina,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,copepod_nauplii,535,copepod_nauplii,535,
Saccharina,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,copepods,407,copepods,407,
Saccharina,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,decapoda_larvae,2,decapoda_larvae,2,
Saccharina,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,fish_egg,76,fish_egg,76,
Saccharina,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,Gastropoda,229,gastropoda,229,
Saccharina,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,holoplankton,4431,holoplankton,4431,
Saccharina,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,meroplankton,1634,meroplankton,1634,
Saccharina,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,nemertini_larvae,25,nemertini_larvae,25,
Saccharina,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,other_polychaetae_larvae,153,other_polychaetae_larvae,153,
Saccharina,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,sabellariidae,535,sabellariidae,535,
Saccharina,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,sea_urchin_larvae,51,sea_urchin_larvae,51,
Saccharina,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,Balanoida,3259,total_balanoida,3259,
Saccharina,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,Copepoda,942,total_copepoda,942,
Saccharina,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,Malacostraca,2,Malacostraca,2,
Saccharina,Pabay_21_3_22_2,Pabay,21_3_2022,21,3,2022,zooplankton,6065,Polychaeta,688,total_polychaeta,688,
Alaria,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,Bivalvia,611,bivalvia,611,
Alaria,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,Bryozoa,76,bryozoa,76,
Alaria,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,copepod_nauplii,458,copepod_nauplii,458,
Alaria,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,copepods,204,copepods,204,
Alaria,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,decapoda_larvae,25,decapoda_larvae,25,
Alaria,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,evadne,2,evadne,2,
Alaria,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,fish_egg,25,fish_egg,25,
Alaria,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,Gastropoda,51,gastropoda,51,
Alaria,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,holoplankton,3847,holoplankton,3847,
Alaria,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,meroplankton,1203,meroplankton,1203,
Alaria,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,microfibers,25,microfibers,25,
Alaria,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,obelia,2,obelia,2,
Alaria,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,ophiura_larvae,2,ophiura_larvae,2,
Alaria,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,other_polychaetae_larvae,102,other_polychaetae_larvae,102,
Alaria,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,sabellariidae,229,sabellariidae,229,
Alaria,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,sea_urchin_larvae,25,sea_urchin_larvae,25,
Alaria,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,Balanoida,2878,total_balanoida,2878,
Alaria,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,Branchiopoda,2,Branchiopoda,2,
Alaria,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,Copepoda,662,total_copepoda,662,
Alaria,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,Hydrozoa,2,total_hydrozoa,2,
Alaria,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,Malacostraca,28,Malacostraca,28,
Alaria,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,Polychaeta,331,total_polychaeta,331,
Saccharina,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,Bivalvia,611,bivalvia,611,
Saccharina,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,Bryozoa,76,bryozoa,76,
Saccharina,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,copepod_nauplii,458,copepod_nauplii,458,
Saccharina,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,copepods,204,copepods,204,
Saccharina,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,decapoda_larvae,25,decapoda_larvae,25,
Saccharina,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,evadne,2,evadne,2,
Saccharina,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,fish_egg,25,fish_egg,25,
Saccharina,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,Gastropoda,51,gastropoda,51,
Saccharina,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,holoplankton,3847,holoplankton,3847,
Saccharina,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,meroplankton,1203,meroplankton,1203,
Saccharina,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,microfibers,25,microfibers,25,
Saccharina,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,obelia,2,obelia,2,
Saccharina,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,ophiura_larvae,2,ophiura_larvae,2,
Saccharina,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,other_polychaetae_larvae,102,other_polychaetae_larvae,102,
Saccharina,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,sabellariidae,229,sabellariidae,229,
Saccharina,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,sea_urchin_larvae,25,sea_urchin_larvae,25,
Saccharina,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,Balanoida,2878,total_balanoida,2878,
Saccharina,Pabay_21_3_22_3,Pabay,21_3_2022,21,3,2022,zooplankton,5050,Branchiopoda,2,Branchiopoda,2,
