Unnamed: 0,Seaweed,Sample_code,Site,Location,Station_no,Date,Day,Month,Year,Notes on blades,Sample no,Total_Zooplankton,total reads,Total_Phytoplankton,taxa,abundance,sample_type,Kingdom,Phylum,Subphylum,Class,Subclass,Infraclass,Order,Family,Genus,Focal_sp
17800,Saccharina,Pabay_25_2_22_3,Pabay,Mid,3,25_2_2022,25,2,2022,,10,855,6863.5,8548,Bryozoa larvae,17,zooplankton,,,,,,,,,,No
18411,Saccharina,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,,5,519,10058.75,1155,Bryozoa larvae,2,zooplankton,,,,,,,,,,No
19022,Saccharina,Pabay_29_11_21_2,Pabay,NW,2,29_11_2021,29,11,2021,,5,678,4580,3697,Bryozoa larvae,27,zooplankton,,,,,,,,,,No
19633,Saccharina,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,,5,836,15537.5,2541,Bryozoa larvae,51,zooplankton,,,,,,,,,,No
20244,Saccharina,Pabay_30_1_22_1,Pabay,NE,1,30_1_2022,30,1,2022,"one blade, clean",9,206,,,Bryozoa larvae,17,zooplankton,,,,,,,,,,No
20855,Saccharina,Pabay_30_1_22_2,Pabay,NW,2,30_1_2022,30,1,2022,,9,825,,,Bryozoa larvae,2,zooplankton,,,,,,,,,,No
21466,Saccharina,Pabay_30_1_22_3,Pabay,Mid,3,30_1_2022,30,1,2022,,9,380,,,Bryozoa larvae,2,zooplankton,,,,,,,,,,No
22077,Saccharina,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,5131,491,4621,Bryozoa larvae,68,zooplankton,,,,,,,,,,No
22688,Saccharina,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,3618,1226.5,7855,Bryozoa larvae,34,zooplankton,,,,,,,,,,No
23299,Saccharina,Pabay_30_10_21_3,Pabay,Mid,3,30_10_2021,30,10,2021,,3,3096,11803.5,3234,Bryozoa larvae,2,zooplankton,,,,,,,,,,No
23910,Saccharina,Pabay_30_6_22_1,Pabay,NE,1,30_6_2022,30,6,2022,,17,11797,60441.5,,Bryozoa larvae,16,zooplankton,,,,,,,,,,No
24521,Saccharina,Pabay_30_6_22_2,Pabay,NW,2,30_6_2022,30,6,2022,,17,19190,1495,,Bryozoa larvae,35,zooplankton,,,,,,,,,,No
25132,Saccharina,Pabay_30_6_22_3,Pabay,Mid,3,30_6_2022,30,6,2022,,17,14882,21309,,Bryozoa larvae,86,zooplankton,,,,,,,,,,No
25743,Saccharina,Pabay_30_7_22_1,Pabay,NE,1,30_7_2022,30,7,2022,,19,6160,11825.5,,Bryozoa larvae,35,zooplankton,,,,,,,,,,No
26354,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,11883,22251,,Bryozoa larvae,0,zooplankton,,,,,,,,,,No
26965,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,5119,39995,,Bryozoa larvae,0,zooplankton,,,,,,,,,,No
27576,Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,"clean, circle shape",15,13623,16931.5,,Bryozoa larvae,0,zooplankton,,,,,,,,,,No
28187,Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,clean,15,15613,9577.5,,Bryozoa larvae,0,zooplankton,,,,,,,,,,No
28798,Saccharina,Pabay_7_5_22_3,Pabay,Mid,3,7_5_2022,7,5,2022,clean,15,7591,12495,,Bryozoa larvae,0,zooplankton,,,,,,,,,,No
29409,Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,"2 blades:one whole one cut, clean",11,155,8453,,Bryozoa larvae,0,zooplankton,,,,,,,,,,No
30020,Saccharina,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,,11,849,3594.5,5083,Bryozoa larvae,17,zooplankton,,,,,,,,,,No
30631,Saccharina,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,,11,719,5686,8779,Bryozoa larvae,0,zooplankton,,,,,,,,,,No
31242,Saccharina,Pabay_8_3_22_1,Pabay,NE,1,8_3_2022,8,3,2022,"5 blades, epibionts semmed to come from the rope",12,3181,18127.5,56141,Bryozoa larvae,17,zooplankton,,,,,,,,,,No
31853,Saccharina,Pabay_8_3_22_2,Pabay,NW,2,8_3_2022,8,3,2022,,12,5044,12718,30034,Bryozoa larvae,34,zooplankton,,,,,,,,,,No
32464,Saccharina,Pabay_8_3_22_3,Pabay,Mid,3,8_3_2022,8,3,2022,,12,6510,27323,72545,Bryozoa larvae,51,zooplankton,,,,,,,,,,No
451,Saccharina,Pabay_10_12_21_1,Pabay,NE,1,10_12_2021,10,12,2021,,6,178,1412.5,3928,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
1062,Saccharina,Pabay_10_12_21_2,Pabay,NW,2,10_12_2021,10,12,2021,,6,462,1191.5,462,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
1673,Saccharina,Pabay_10_12_21_3,Pabay,Mid,3,10_12_2021,10,12,2021,,6,106,1414,5545,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
2284,Saccharina,Pabay_10_4_22_1,Pabay,NE,1,10_4_2022,10,4,2022,one plant?clean but fragmented in pieces,14,878,4566,146014,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
2895,Saccharina,Pabay_10_4_22_2,Pabay,NW,2,10_4_2022,10,4,2022,one plant?clean but fragmented in pieces,14,437,12291.5,110589,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
3506,Saccharina,Pabay_10_4_22_3,Pabay,Mid,3,10_4_2022,10,4,2022,"one plant?clean but fragmented in pieces, base visible",14,1385,93132,110897,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
4117,Saccharina,Pabay_13_11_21_1,Pabay,NE,1,13_11_2021,13,11,2021,,4,3145,3404,2541,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
4728,Saccharina,Pabay_13_11_21_2,Pabay,NW,2,13_11_2021,13,11,2021,,4,2096,703,8548,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
5339,Saccharina,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,,4,3412,48155.5,2772,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
5950,Saccharina,Pabay_14_1_22_1,Pabay,NE,1,14_1_2022,14,1,2022,6 blades,8,1038,9660.5,5545,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
6561,Saccharina,Pabay_14_1_22_2,Pabay,NW,2,14_1_2022,14,1,2022,,8,1241,9564.5,3697,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
7172,Saccharina,Pabay_14_1_22_3,Pabay,Mid,3,14_1_2022,14,1,2022,,8,2568,9612.5,3466,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
7783,Saccharina,Pabay_15_7_22_1,Pabay,NE,1,15_7_2022,15,7,2022,,18,17412,36823.5,,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
8394,Saccharina,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,,18,15621,15381.5,,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
9005,Saccharina,Pabay_15_7_22_3,Pabay,Mid,3,15_7_2022,15,7,2022,,18,22346,31703.5,,Bulinus nasutus,0.006308452,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
9616,Saccharina,Pabay_16_9_21_1,Pabay,NE,1,16_9_2021,16,9,2021,,2,23875,16711.5,24721,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
10227,Saccharina,Pabay_16_9_21_2,Pabay,NW,2,16_9_2021,16,9,2021,,2,19499,12941.5,23566,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
10838,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,16679,6499,24490,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
11449,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,685,598.5,1617,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
12060,Saccharina,Pabay_21_12_21_2,Pabay,NW,2,21_12_2021,21,12,2021,,7,766,624,3466,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
12671,Saccharina,Pabay_21_12_21_3,Pabay,Mid,3,21_12_2021,21,12,2021,,7,369,7662.5,2079,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
13282,Saccharina,Pabay_21_3_22_1,Pabay,NE,1,21_3_2022,21,3,2022,3 blades,13,2659,1093,1797448,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
13893,Saccharina,Pabay_21_3_22_2,Pabay,NW,2,21_3_2022,21,3,2022,8 blades,13,6065,2658,1409772,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
14504,Saccharina,Pabay_21_3_22_3,Pabay,Mid,3,21_3_2022,21,3,2022,5 blades,13,5050,2908.5,1739690,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
15115,Saccharina,Pabay_22_5_22_1,Pabay,NE,1,22_5_2022,22,5,2022,,16,18066,5717,,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
15726,Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,,16,16045,46114.5,,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
16337,Saccharina,Pabay_22_5_22_3,Pabay,Mid,3,22_5_2022,22,5,2022,,16,21498,3883.5,,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
16948,Saccharina,Pabay_25_2_22_1,Pabay,NE,1,25_2_2022,25,2,2022,2 blades,10,689,7907,13631,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
17559,Saccharina,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,,10,993,12847.5,17328,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
18170,Saccharina,Pabay_25_2_22_3,Pabay,Mid,3,25_2_2022,25,2,2022,,10,855,6863.5,8548,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
18781,Saccharina,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,,5,519,10058.75,1155,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
19392,Saccharina,Pabay_29_11_21_2,Pabay,NW,2,29_11_2021,29,11,2021,,5,678,4580,3697,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
20003,Saccharina,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,,5,836,15537.5,2541,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
20614,Saccharina,Pabay_30_1_22_1,Pabay,NE,1,30_1_2022,30,1,2022,"one blade, clean",9,206,,,Bulinus nasutus,,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
21225,Saccharina,Pabay_30_1_22_2,Pabay,NW,2,30_1_2022,30,1,2022,,9,825,,,Bulinus nasutus,,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
21836,Saccharina,Pabay_30_1_22_3,Pabay,Mid,3,30_1_2022,30,1,2022,,9,380,,,Bulinus nasutus,,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
22447,Saccharina,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,5131,491,4621,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
23058,Saccharina,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,3618,1226.5,7855,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
23669,Saccharina,Pabay_30_10_21_3,Pabay,Mid,3,30_10_2021,30,10,2021,,3,3096,11803.5,3234,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
24280,Saccharina,Pabay_30_6_22_1,Pabay,NE,1,30_6_2022,30,6,2022,,17,11797,60441.5,,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
24891,Saccharina,Pabay_30_6_22_2,Pabay,NW,2,30_6_2022,30,6,2022,,17,19190,1495,,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
25502,Saccharina,Pabay_30_6_22_3,Pabay,Mid,3,30_6_2022,30,6,2022,,17,14882,21309,,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
26113,Saccharina,Pabay_30_7_22_1,Pabay,NE,1,30_7_2022,30,7,2022,,19,6160,11825.5,,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
26724,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,11883,22251,,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
27335,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,5119,39995,,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
27946,Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,"clean, circle shape",15,13623,16931.5,,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
28557,Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,clean,15,15613,9577.5,,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
29168,Saccharina,Pabay_7_5_22_3,Pabay,Mid,3,7_5_2022,7,5,2022,clean,15,7591,12495,,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
29779,Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,"2 blades:one whole one cut, clean",11,155,8453,,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
30390,Saccharina,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,,11,849,3594.5,5083,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
31001,Saccharina,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,,11,719,5686,8779,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
31612,Saccharina,Pabay_8_3_22_1,Pabay,NE,1,8_3_2022,8,3,2022,"5 blades, epibionts semmed to come from the rope",12,3181,18127.5,56141,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
32223,Saccharina,Pabay_8_3_22_2,Pabay,NW,2,8_3_2022,8,3,2022,,12,5044,12718,30034,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
32834,Saccharina,Pabay_8_3_22_3,Pabay,Mid,3,8_3_2022,8,3,2022,,12,6510,27323,72545,Bulinus nasutus,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Bulinus,Yes
427,Saccharina,Pabay_10_12_21_1,Pabay,NE,1,10_12_2021,10,12,2021,,6,178,1412.5,3928,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
1038,Saccharina,Pabay_10_12_21_2,Pabay,NW,2,10_12_2021,10,12,2021,,6,462,1191.5,462,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
1649,Saccharina,Pabay_10_12_21_3,Pabay,Mid,3,10_12_2021,10,12,2021,,6,106,1414,5545,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
2260,Saccharina,Pabay_10_4_22_1,Pabay,NE,1,10_4_2022,10,4,2022,one plant?clean but fragmented in pieces,14,878,4566,146014,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
2871,Saccharina,Pabay_10_4_22_2,Pabay,NW,2,10_4_2022,10,4,2022,one plant?clean but fragmented in pieces,14,437,12291.5,110589,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
3482,Saccharina,Pabay_10_4_22_3,Pabay,Mid,3,10_4_2022,10,4,2022,"one plant?clean but fragmented in pieces, base visible",14,1385,93132,110897,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
4093,Saccharina,Pabay_13_11_21_1,Pabay,NE,1,13_11_2021,13,11,2021,,4,3145,3404,2541,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
4704,Saccharina,Pabay_13_11_21_2,Pabay,NW,2,13_11_2021,13,11,2021,,4,2096,703,8548,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
5315,Saccharina,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,,4,3412,48155.5,2772,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
5926,Saccharina,Pabay_14_1_22_1,Pabay,NE,1,14_1_2022,14,1,2022,6 blades,8,1038,9660.5,5545,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
6537,Saccharina,Pabay_14_1_22_2,Pabay,NW,2,14_1_2022,14,1,2022,,8,1241,9564.5,3697,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
7148,Saccharina,Pabay_14_1_22_3,Pabay,Mid,3,14_1_2022,14,1,2022,,8,2568,9612.5,3466,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
7759,Saccharina,Pabay_15_7_22_1,Pabay,NE,1,15_7_2022,15,7,2022,,18,17412,36823.5,,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
8370,Saccharina,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,,18,15621,15381.5,,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
8981,Saccharina,Pabay_15_7_22_3,Pabay,Mid,3,15_7_2022,15,7,2022,,18,22346,31703.5,,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
9592,Saccharina,Pabay_16_9_21_1,Pabay,NE,1,16_9_2021,16,9,2021,,2,23875,16711.5,24721,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
10203,Saccharina,Pabay_16_9_21_2,Pabay,NW,2,16_9_2021,16,9,2021,,2,19499,12941.5,23566,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
10814,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,16679,6499,24490,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
11425,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,685,598.5,1617,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
12036,Saccharina,Pabay_21_12_21_2,Pabay,NW,2,21_12_2021,21,12,2021,,7,766,624,3466,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
12647,Saccharina,Pabay_21_12_21_3,Pabay,Mid,3,21_12_2021,21,12,2021,,7,369,7662.5,2079,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
13258,Saccharina,Pabay_21_3_22_1,Pabay,NE,1,21_3_2022,21,3,2022,3 blades,13,2659,1093,1797448,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
13869,Saccharina,Pabay_21_3_22_2,Pabay,NW,2,21_3_2022,21,3,2022,8 blades,13,6065,2658,1409772,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
14480,Saccharina,Pabay_21_3_22_3,Pabay,Mid,3,21_3_2022,21,3,2022,5 blades,13,5050,2908.5,1739690,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
15091,Saccharina,Pabay_22_5_22_1,Pabay,NE,1,22_5_2022,22,5,2022,,16,18066,5717,,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
15702,Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,,16,16045,46114.5,,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
16313,Saccharina,Pabay_22_5_22_3,Pabay,Mid,3,22_5_2022,22,5,2022,,16,21498,3883.5,,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
16924,Saccharina,Pabay_25_2_22_1,Pabay,NE,1,25_2_2022,25,2,2022,2 blades,10,689,7907,13631,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
17535,Saccharina,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,,10,993,12847.5,17328,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
18146,Saccharina,Pabay_25_2_22_3,Pabay,Mid,3,25_2_2022,25,2,2022,,10,855,6863.5,8548,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
18757,Saccharina,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,,5,519,10058.75,1155,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
19368,Saccharina,Pabay_29_11_21_2,Pabay,NW,2,29_11_2021,29,11,2021,,5,678,4580,3697,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
19979,Saccharina,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,,5,836,15537.5,2541,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
20590,Saccharina,Pabay_30_1_22_1,Pabay,NE,1,30_1_2022,30,1,2022,"one blade, clean",9,206,,,Burnupia sp. UGSB 25228,,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
21201,Saccharina,Pabay_30_1_22_2,Pabay,NW,2,30_1_2022,30,1,2022,,9,825,,,Burnupia sp. UGSB 25228,,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
21812,Saccharina,Pabay_30_1_22_3,Pabay,Mid,3,30_1_2022,30,1,2022,,9,380,,,Burnupia sp. UGSB 25228,,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
22423,Saccharina,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,5131,491,4621,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
23034,Saccharina,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,3618,1226.5,7855,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
23645,Saccharina,Pabay_30_10_21_3,Pabay,Mid,3,30_10_2021,30,10,2021,,3,3096,11803.5,3234,Burnupia sp. UGSB 25228,0,eDNA,Animalia,Mollusca,,Gastropoda,,,Hygrophila,Planorbidae,Burnupia,Yes
