seaweed,sample_code,site,date,day,month,year,sample_type,total_sample_abund,Group_precise,abundance,,taxa,,,,,,,
Alaria,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,ctenophore,35,,ctenophore,,,,,,,
Alaria,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,decapoda_larvae,6,,decapoda_larvae,,,,,,,
Alaria,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,evadne,67,,evadne,,,,,,,
Alaria,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,Gastropoda,204,,gastropoda,,,,,,,
Alaria,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,holoplankton,13158,,holoplankton,,,,,,,
Alaria,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,hydroids,2,,hydroids,,,,,,,
Alaria,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,meroplankton,1723,,meroplankton,,,,,,,
Alaria,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,obelia,322,,obelia,,,,,,,
Alaria,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,ophiura_larvae,204,,ophiura_larvae,,,,,,,
Alaria,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,other_polychaetae_larvae,16,,other_polychaetae_larvae,,,,,,,
Alaria,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,sabellariidae,136,,sabellariidae,,,,,,,
Alaria,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,sea_urchin_larvae,86,,sea_urchin_larvae,,,,,,,
Alaria,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,spionida,35,,spionida,,,,,,,
Alaria,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,Balanoida,51,,total_balanoida,,,,,,,
Alaria,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,Branchiopoda,67,,Branchiopoda,,,,,,,
Alaria,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,Copepoda,12360,,total_copepoda,,,,,,,
Alaria,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,Hydrozoa,324,,total_hydrozoa,,,,,,,
Alaria,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,Malacostraca,22,,Malacostraca,,,,,,,
Alaria,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,Polychaeta,187,,total_polychaeta,,,,,,,
Saccharina,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,Bivalvia,544,,bivalvia,,,,,,,
Saccharina,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,Bryozoa,86,,bryozoa,,,,,,,
Saccharina,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,copepod_nauplii,6315,,copepod_nauplii,,,,,,,
Saccharina,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,copepods,6044,,copepods,,,,,,,
Saccharina,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,ctenophore,35,,ctenophore,,,,,,,
Saccharina,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,decapoda_larvae,6,,decapoda_larvae,,,,,,,
Saccharina,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,evadne,67,,evadne,,,,,,,
Saccharina,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,Gastropoda,204,,gastropoda,,,,,,,
Saccharina,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,holoplankton,13158,,holoplankton,,,,,,,
Saccharina,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,hydroids,2,,hydroids,,,,,,,
Saccharina,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,meroplankton,1723,,meroplankton,,,,,,,
Saccharina,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,obelia,322,,obelia,,,,,,,
Saccharina,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,ophiura_larvae,204,,ophiura_larvae,,,,,,,
Saccharina,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,other_polychaetae_larvae,16,,other_polychaetae_larvae,,,,,,,
Saccharina,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,sabellariidae,136,,sabellariidae,,,,,,,
Saccharina,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,sea_urchin_larvae,86,,sea_urchin_larvae,,,,,,,
Saccharina,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,spionida,35,,spionida,,,,,,,
Saccharina,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,Balanoida,51,,total_balanoida,,,,,,,
Saccharina,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,Branchiopoda,67,,Branchiopoda,,,,,,,
Saccharina,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,Copepoda,12360,,total_copepoda,,,,,,,
Saccharina,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,Hydrozoa,324,,total_hydrozoa,,,,,,,
Saccharina,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,Malacostraca,22,,Malacostraca,,,,,,,
Saccharina,Pabay_30_6_22_3,Pabay,30_6_2022,30,6,2022,zooplankton,14882,Polychaeta,187,,total_polychaeta,,,,,,,
Alaria,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,Bivalvia,271,,bivalvia,,,,,,,
Alaria,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,Bryozoa,35,,bryozoa,,,,,,,
Alaria,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,copepod_nauplii,1544,,copepod_nauplii,,,,,,,
Alaria,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,copepods,2938,,copepods,,,,,,,
Alaria,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,decapoda_larvae,2,,decapoda_larvae,,,,,,,
Alaria,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,euphysa_sp,2,,euphysa_sp,,,,,,,
Alaria,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,evadne,424,,evadne,,,,,,,
Alaria,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,Gastropoda,67,,gastropoda,,,,,,,
Alaria,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,holoplankton,5549,,holoplankton,,,,,,,
Alaria,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,hydroids,16,,hydroids,,,,,,,
Alaria,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,lizzia_blondina,16,,lizzia_blondina,,,,,,,
Alaria,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,meroplankton,611,,meroplankton,,,,,,,
Alaria,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,ophiura_larvae,16,,ophiura_larvae,,,,,,,
Alaria,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,sabellariidae,153,,sabellariidae,,,,,,,
Alaria,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,sea_urchin_larvae,16,,sea_urchin_larvae,,,,,,,
Alaria,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,solmaris_corona,2,,solmaris_corona,,,,,,,
Alaria,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,spionida,16,,spionida,,,,,,,
Alaria,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,Balanoida,16,,total_balanoida,,,,,,,
Alaria,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,Branchiopoda,424,,Branchiopoda,,,,,,,
Alaria,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,Copepoda,4482,,total_copepoda,,,,,,,
Alaria,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,Hydrozoa,33,,total_hydrozoa,,,,,,,
Alaria,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,Malacostraca,4,,Malacostraca,,,,,,,
Alaria,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,Polychaeta,169,,total_polychaeta,,,,,,,
Saccharina,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,Bivalvia,271,,bivalvia,,,,,,,
Saccharina,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,Bryozoa,35,,bryozoa,,,,,,,
Saccharina,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,copepod_nauplii,1544,,copepod_nauplii,,,,,,,
Saccharina,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,copepods,2938,,copepods,,,,,,,
Saccharina,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,decapoda_larvae,2,,decapoda_larvae,,,,,,,
Saccharina,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,euphysa_sp,2,,euphysa_sp,,,,,,,
Saccharina,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,evadne,424,,evadne,,,,,,,
Saccharina,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,Gastropoda,67,,gastropoda,,,,,,,
Saccharina,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,holoplankton,5549,,holoplankton,,,,,,,
Saccharina,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,hydroids,16,,hydroids,,,,,,,
Saccharina,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,lizzia_blondina,16,,lizzia_blondina,,,,,,,
Saccharina,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,meroplankton,611,,meroplankton,,,,,,,
Saccharina,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,ophiura_larvae,16,,ophiura_larvae,,,,,,,
Saccharina,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,sabellariidae,153,,sabellariidae,,,,,,,
Saccharina,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,sea_urchin_larvae,16,,sea_urchin_larvae,,,,,,,
Saccharina,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,solmaris_corona,2,,solmaris_corona,,,,,,,
Saccharina,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,spionida,16,,spionida,,,,,,,
Saccharina,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,Balanoida,16,,total_balanoida,,,,,,,
Saccharina,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,Branchiopoda,424,,Branchiopoda,,,,,,,
Saccharina,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,Copepoda,4482,,total_copepoda,,,,,,,
Saccharina,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,Hydrozoa,33,,total_hydrozoa,,,,,,,
Saccharina,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,Malacostraca,4,,Malacostraca,,,,,,,
Saccharina,Pabay_30_7_22_1,Pabay,30_7_2022,30,7,2022,zooplankton,6160,Polychaeta,169,,total_polychaeta,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,Bivalvia,850,,bivalvia,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,clytia,16,,clytia,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,copepod_nauplii,2445,,copepod_nauplii,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,copepods,6926,,copepods,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,ctenophore,35,,ctenophore,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,decapoda_larvae,35,,decapoda_larvae,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,evadne,271,,evadne,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,fish_egg,2,,fish_egg,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,Gastropoda,391,,gastropoda,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,holoplankton,10204,,holoplankton,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,hydroids,16,,hydroids,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,lizzia_blondina,16,,lizzia_blondina,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,meroplankton,1679,,meroplankton,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,obelia,16,,obelia,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,ophiura_larvae,16,,ophiura_larvae,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,podon,16,,podon,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,sabellariidae,271,,sabellariidae,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,siphonophorae,2,,siphonophorae,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,solmaris_corona,16,,solmaris_corona,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,spionida,35,,spionida,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,stauridiosarsia_gemmifera,16,,stauridiosarsia_gemmifera,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,Branchiopoda,287,,Branchiopoda,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,Copepoda,9371,,total_copepoda,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,Hydrozoa,81,,total_hydrozoa,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,Malacostraca,35,,Malacostraca,,,,,,,
Alaria,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,Polychaeta,306,,total_polychaeta,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,Bivalvia,850,,bivalvia,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,clytia,16,,clytia,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,copepod_nauplii,2445,,copepod_nauplii,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,copepods,6926,,copepods,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,ctenophore,35,,ctenophore,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,decapoda_larvae,35,,decapoda_larvae,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,evadne,271,,evadne,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,fish_egg,2,,fish_egg,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,Gastropoda,391,,gastropoda,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,holoplankton,10204,,holoplankton,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,hydroids,16,,hydroids,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,lizzia_blondina,16,,lizzia_blondina,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,meroplankton,1679,,meroplankton,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,obelia,16,,obelia,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,ophiura_larvae,16,,ophiura_larvae,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,podon,16,,podon,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,sabellariidae,271,,sabellariidae,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,siphonophorae,2,,siphonophorae,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,solmaris_corona,16,,solmaris_corona,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,spionida,35,,spionida,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,stauridiosarsia_gemmifera,16,,stauridiosarsia_gemmifera,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,Branchiopoda,287,,Branchiopoda,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,Copepoda,9371,,total_copepoda,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,Hydrozoa,81,,total_hydrozoa,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,Malacostraca,35,,Malacostraca,,,,,,,
Saccharina,Pabay_30_7_22_2,Pabay,30_7_2022,30,7,2022,zooplankton,11883,Polychaeta,306,,total_polychaeta,,,,,,,
Alaria,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,Bivalvia,570,,bivalvia,,,,,,,
Alaria,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,copepod_nauplii,597,,copepod_nauplii,,,,,,,
Alaria,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,copepods,3314,,copepods,,,,,,,
Alaria,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,decapoda_larvae,55,,decapoda_larvae,,,,,,,
Alaria,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,euphysa_sp,2,,euphysa_sp,,,,,,,
Alaria,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,evadne,108,,evadne,,,,,,,
Alaria,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,Gastropoda,108,,gastropoda,,,,,,,
Alaria,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,holoplankton,4264,,holoplankton,,,,,,,
Alaria,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,hydroids,35,,hydroids,,,,,,,
Alaria,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,lizzia_blondina,26,,lizzia_blondina,,,,,,,
Alaria,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,meroplankton,856,,meroplankton,,,,,,,
Alaria,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,obelia,2,,obelia,,,,,,,
Alaria,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,other_polychaetae_larvae,2,,other_polychaetae_larvae,,,,,,,
Alaria,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,sabellariidae,26,,sabellariidae,,,,,,,
Alaria,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,siphonophorae,2,,siphonophorae,,,,,,,
Alaria,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,solmaris_corona,2,,solmaris_corona,,,,,,,
Alaria,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,spionida,2,,spionida,,,,,,,
Alaria,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,stauridiosarsia_gemmifera,26,,stauridiosarsia_gemmifera,,,,,,,
Alaria,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,Branchiopoda,108,,Branchiopoda,,,,,,,
Alaria,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,Copepoda,3911,,total_copepoda,,,,,,,
Alaria,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,Hydrozoa,90,,total_hydrozoa,,,,,,,
Alaria,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,Malacostraca,57,,Malacostraca,,,,,,,
Alaria,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,Polychaeta,31,,total_polychaeta,,,,,,,
Saccharina,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,Bivalvia,570,,bivalvia,,,,,,,
Saccharina,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,copepod_nauplii,597,,copepod_nauplii,,,,,,,
Saccharina,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,copepods,3314,,copepods,,,,,,,
Saccharina,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,decapoda_larvae,55,,decapoda_larvae,,,,,,,
Saccharina,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,euphysa_sp,2,,euphysa_sp,,,,,,,
Saccharina,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,evadne,108,,evadne,,,,,,,
Saccharina,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,Gastropoda,108,,gastropoda,,,,,,,
Saccharina,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,holoplankton,4264,,holoplankton,,,,,,,
Saccharina,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,hydroids,35,,hydroids,,,,,,,
Saccharina,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,lizzia_blondina,26,,lizzia_blondina,,,,,,,
Saccharina,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,meroplankton,856,,meroplankton,,,,,,,
Saccharina,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,obelia,2,,obelia,,,,,,,
Saccharina,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,other_polychaetae_larvae,2,,other_polychaetae_larvae,,,,,,,
Saccharina,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,sabellariidae,26,,sabellariidae,,,,,,,
Saccharina,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,siphonophorae,2,,siphonophorae,,,,,,,
Saccharina,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,solmaris_corona,2,,solmaris_corona,,,,,,,
Saccharina,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,spionida,2,,spionida,,,,,,,
Saccharina,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,stauridiosarsia_gemmifera,26,,stauridiosarsia_gemmifera,,,,,,,
Saccharina,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,Branchiopoda,108,,Branchiopoda,,,,,,,
Saccharina,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,Copepoda,3911,,total_copepoda,,,,,,,
Saccharina,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,Hydrozoa,90,,total_hydrozoa,,,,,,,
Saccharina,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,Malacostraca,57,,Malacostraca,,,,,,,
Saccharina,Pabay_30_7_22_3,Pabay,30_7_2022,30,7,2022,zooplankton,5119,Polychaeta,31,,total_polychaeta,,,,,,,
Alaria,Pabay_7_5_22_1,Pabay,7_5_2022,7,5,2022,zooplankton,13623,Bivalvia,611,,bivalvia,,,,,,,
Alaria,Pabay_7_5_22_1,Pabay,7_5_2022,7,5,2022,zooplankton,13623,copepod_nauplii,2428,,copepod_nauplii,,,,,,,
Alaria,Pabay_7_5_22_1,Pabay,7_5_2022,7,5,2022,zooplankton,13623,copepods,2750,,copepods,,,,,,,
Alaria,Pabay_7_5_22_1,Pabay,7_5_2022,7,5,2022,zooplankton,13623,decapoda_larvae,51,,decapoda_larvae,,,,,,,
Alaria,Pabay_7_5_22_1,Pabay,7_5_2022,7,5,2022,zooplankton,13623,evadne,5636,,evadne,,,,,,,
Alaria,Pabay_7_5_22_1,Pabay,7_5_2022,7,5,2022,zooplankton,13623,Gastropoda,2,,gastropoda,,,,,,,
Alaria,Pabay_7_5_22_1,Pabay,7_5_2022,7,5,2022,zooplankton,13623,holoplankton,12715,,holoplankton,,,,,,,
Alaria,Pabay_7_5_22_1,Pabay,7_5_2022,7,5,2022,zooplankton,13623,meroplankton,908,,meroplankton,,,,,,,
Alaria,Pabay_7_5_22_1,Pabay,7_5_2022,7,5,2022,zooplankton,13623,obelia,51,,obelia,,,,,,,
Alaria,Pabay_7_5_22_1,Pabay,7_5_2022,7,5,2022,zooplankton,13623,rathkea_octopunctata,2,,rathkea_octopunctata,,,,,,,
Alaria,Pabay_7_5_22_1,Pabay,7_5_2022,7,5,2022,zooplankton,13623,sabellariidae,51,,sabellariidae,,,,,,,
