"","seaweed","sample_code","site","date","day","month","year","sample_type","total_zooplankton","taxa","abundance","taxa_key"
"433","Saccharina","Pabay_15_6_21_3","Pabay","15_6_2021",15,6,2021,"zooplankton",7914,"meroplankton",1938.5,"meroplankton"
"434","Saccharina","Pabay_15_6_21_3","Pabay","15_6_2021",15,6,2021,"zooplankton",7914,"microfibers",50.5,"microfibers"
"435","Saccharina","Pabay_15_6_21_3","Pabay","15_6_2021",15,6,2021,"zooplankton",7914,"mp_fragments",12.5,"mp_fragments"
"436","Saccharina","Pabay_15_6_21_3","Pabay","15_6_2021",15,6,2021,"zooplankton",7914,"ophiura_larvae",12.5,"ophiura_larvae"
"437","Saccharina","Pabay_15_6_21_3","Pabay","15_6_2021",15,6,2021,"zooplankton",7914,"sabellariidae",51.5,"sabellariidae"
"438","Saccharina","Pabay_15_6_21_3","Pabay","15_6_2021",15,6,2021,"zooplankton",7914,"sagitta",1,"sagitta"
"439","Saccharina","Pabay_15_6_21_3","Pabay","15_6_2021",15,6,2021,"zooplankton",7914,"spionida",1,"spionida"
"440","Saccharina","Pabay_15_6_21_3","Pabay","15_6_2021",15,6,2021,"zooplankton",7914,"total_brachiopoda",38,"total_brachiopoda"
"441","Saccharina","Pabay_15_6_21_3","Pabay","15_6_2021",15,6,2021,"zooplankton",7914,"total_copepoda",5869.5,"total_copepoda"
"442","Saccharina","Pabay_15_6_21_3","Pabay","15_6_2021",15,6,2021,"zooplankton",7914,"total_hydrozoa",1,"total_hydrozoa"
"443","Saccharina","Pabay_15_6_21_3","Pabay","15_6_2021",15,6,2021,"zooplankton",7914,"total_polychaeta",52.5,"total_polychaeta"
"444","Saccharina","Pabay_15_6_21_3","Pabay","15_6_2021",15,6,2021,"zooplankton",7914,"unknown_jellies",1,"unknown_jellies"
"445","Alaria","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"bivalvia",2785,"bivalvia"
"446","Alaria","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"bryozoa",102,"bryozoa"
"447","Alaria","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"copepod_nauplii",1868,"copepod_nauplii"
"448","Alaria","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"copepods",8709,"copepods"
"449","Alaria","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"ctenophore",2,"ctenophore"
"450","Alaria","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"evadne",3005,"evadne"
"451","Alaria","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"fish_egg",2,"fish_egg"
"452","Alaria","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"gastropoda",102,"gastropoda"
"453","Alaria","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"holoplankton",14195,"holoplankton"
"454","Alaria","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"hydroids",2,"hydroids"
"455","Alaria","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"lizzia_blondina",35,"lizzia_blondina"
"456","Alaria","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"meroplankton",3217,"meroplankton"
"457","Alaria","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"obelia",35,"obelia"
"458","Alaria","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"ophiura_larvae",2,"ophiura_larvae"
"459","Alaria","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"sabellariidae",51,"sabellariidae"
"460","Alaria","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"spionida",88,"spionida"
"461","Alaria","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"total_balanoida",16,"total_balanoida"
"462","Alaria","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"total_brachiopoda",3005,"total_brachiopoda"
"463","Alaria","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"total_copepoda",10577,"total_copepoda"
"464","Alaria","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"total_hydrozoa",71,"total_hydrozoa"
"465","Alaria","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"total_malacostraca",16,"total_malacostraca"
"466","Alaria","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"total_polychaeta",139,"total_polychaeta"
"467","Saccharina","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"bivalvia",2785,"bivalvia"
"468","Saccharina","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"bryozoa",102,"bryozoa"
"469","Saccharina","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"copepod_nauplii",1868,"copepod_nauplii"
"470","Saccharina","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"copepods",8709,"copepods"
"471","Saccharina","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"ctenophore",2,"ctenophore"
"472","Saccharina","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"evadne",3005,"evadne"
"473","Saccharina","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"fish_egg",2,"fish_egg"
"474","Saccharina","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"gastropoda",102,"gastropoda"
"475","Saccharina","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"holoplankton",14195,"holoplankton"
"476","Saccharina","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"hydroids",2,"hydroids"
"477","Saccharina","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"lizzia_blondina",35,"lizzia_blondina"
"478","Saccharina","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"meroplankton",3217,"meroplankton"
"479","Saccharina","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"obelia",35,"obelia"
"480","Saccharina","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"ophiura_larvae",2,"ophiura_larvae"
"481","Saccharina","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"sabellariidae",51,"sabellariidae"
"482","Saccharina","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"spionida",88,"spionida"
"483","Saccharina","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"total_balanoida",16,"total_balanoida"
"484","Saccharina","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"total_brachiopoda",3005,"total_brachiopoda"
"485","Saccharina","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"total_copepoda",10577,"total_copepoda"
"486","Saccharina","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"total_hydrozoa",71,"total_hydrozoa"
"487","Saccharina","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"total_malacostraca",16,"total_malacostraca"
"488","Saccharina","Pabay_15_7_22_1","Pabay","15_7_2022",15,7,2022,"zooplankton",17412,"total_polychaeta",139,"total_polychaeta"
"489","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"bivalvia",1833,"bivalvia"
"490","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"bryozoa",136,"bryozoa"
"491","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"copepod_nauplii",2445,"copepod_nauplii"
"492","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"copepods",8403,"copepods"
"493","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"ctenophore",16,"ctenophore"
"494","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"decapoda_larvae",16,"decapoda_larvae"
"495","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"evadne",2088,"evadne"
"496","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"fish_egg",35,"fish_egg"
"497","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"gastropoda",67,"gastropoda"
"498","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"holoplankton",13360,"holoplankton"
"499","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"hydroids",2,"hydroids"
"500","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"lizzia_blondina",2,"lizzia_blondina"
"501","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"meroplankton",2261,"meroplankton"
"502","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"obelia",35,"obelia"
"503","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"ophiura_larvae",86,"ophiura_larvae"
"504","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"podon",16,"podon"
"505","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"sabellariidae",16,"sabellariidae"
"506","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"solmaris_corona",16,"solmaris_corona"
"507","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"spionida",35,"spionida"
"508","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"total_balanoida",51,"total_balanoida"
"509","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"total_brachiopoda",2104,"total_brachiopoda"
"510","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"total_copepoda",10848,"total_copepoda"
"511","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"total_hydrozoa",39,"total_hydrozoa"
"512","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"total_malacostraca",33,"total_malacostraca"
"513","Alaria","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"total_polychaeta",51,"total_polychaeta"
"514","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"bivalvia",1833,"bivalvia"
"515","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"bryozoa",136,"bryozoa"
"516","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"copepod_nauplii",2445,"copepod_nauplii"
"517","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"copepods",8403,"copepods"
"518","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"ctenophore",16,"ctenophore"
"519","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"decapoda_larvae",16,"decapoda_larvae"
"520","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"evadne",2088,"evadne"
"521","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"fish_egg",35,"fish_egg"
"522","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"gastropoda",67,"gastropoda"
"523","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"holoplankton",13360,"holoplankton"
"524","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"hydroids",2,"hydroids"
"525","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"lizzia_blondina",2,"lizzia_blondina"
"526","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"meroplankton",2261,"meroplankton"
"527","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"obelia",35,"obelia"
"528","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"ophiura_larvae",86,"ophiura_larvae"
"529","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"podon",16,"podon"
"530","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"sabellariidae",16,"sabellariidae"
"531","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"solmaris_corona",16,"solmaris_corona"
"532","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"spionida",35,"spionida"
"533","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"total_balanoida",51,"total_balanoida"
"534","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"total_brachiopoda",2104,"total_brachiopoda"
"535","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"total_copepoda",10848,"total_copepoda"
"536","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"total_hydrozoa",39,"total_hydrozoa"
"537","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"total_malacostraca",33,"total_malacostraca"
"538","Saccharina","Pabay_15_7_22_2","Pabay","15_7_2022",15,7,2022,"zooplankton",15621,"total_polychaeta",51,"total_polychaeta"
"539","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"bivalvia",1799,"bivalvia"
"540","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"bryozoa",204,"bryozoa"
"541","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"copepod_nauplii",3072,"copepod_nauplii"
"542","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"copepods",13582,"copepods"
"543","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"ctenophore",16,"ctenophore"
"544","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"evadne",2479,"evadne"
"545","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"gastropoda",238,"gastropoda"
"546","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"holoplankton",19812,"holoplankton"
"547","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"hydroids",16,"hydroids"
"548","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"meroplankton",2532,"meroplankton"
"549","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"nemertini_larvae",16,"nemertini_larvae"
"550","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"obelia",16,"obelia"
"551","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"ophiura_larvae",35,"ophiura_larvae"
"552","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"other_polychaetae_larvae",2,"other_polychaetae_larvae"
"553","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"sabellariidae",35,"sabellariidae"
"554","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"sagitta",2,"sagitta"
"555","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"sea_urchin_larvae",2,"sea_urchin_larvae"
"556","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"solmaris_corona",35,"solmaris_corona"
"557","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"spionida",153,"spionida"
"558","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"total_balanoida",51,"total_balanoida"
"559","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"total_brachiopoda",2479,"total_brachiopoda"
"560","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"total_copepoda",16654,"total_copepoda"
"561","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"total_hydrozoa",33,"total_hydrozoa"
"562","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"total_malacostraca",16,"total_malacostraca"
"563","Alaria","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"total_polychaeta",189,"total_polychaeta"
"564","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"bivalvia",1799,"bivalvia"
"565","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"bryozoa",204,"bryozoa"
"566","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"copepod_nauplii",3072,"copepod_nauplii"
"567","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"copepods",13582,"copepods"
"568","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"ctenophore",16,"ctenophore"
"569","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"evadne",2479,"evadne"
"570","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"gastropoda",238,"gastropoda"
"571","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"holoplankton",19812,"holoplankton"
"572","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"hydroids",16,"hydroids"
"573","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"meroplankton",2532,"meroplankton"
"574","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"nemertini_larvae",16,"nemertini_larvae"
"575","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"obelia",16,"obelia"
"576","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"ophiura_larvae",35,"ophiura_larvae"
"577","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"other_polychaetae_larvae",2,"other_polychaetae_larvae"
"578","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"sabellariidae",35,"sabellariidae"
"579","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"sagitta",2,"sagitta"
"580","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"sea_urchin_larvae",2,"sea_urchin_larvae"
"581","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"solmaris_corona",35,"solmaris_corona"
"582","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"spionida",153,"spionida"
"583","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"total_balanoida",51,"total_balanoida"
"584","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"total_brachiopoda",2479,"total_brachiopoda"
"585","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"total_copepoda",16654,"total_copepoda"
"586","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"total_hydrozoa",33,"total_hydrozoa"
"587","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"total_malacostraca",16,"total_malacostraca"
"588","Saccharina","Pabay_15_7_22_3","Pabay","15_7_2022",15,7,2022,"zooplankton",22346,"total_polychaeta",189,"total_polychaeta"
"589","Alaria","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"bivalvia",764,"bivalvia"
"590","Alaria","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"bryozoa",2,"bryozoa"
"591","Alaria","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"copepod_nauplii",11026,"copepod_nauplii"
"592","Alaria","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"copepods",5399,"copepods"
"593","Alaria","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"decapoda_larvae",178,"decapoda_larvae"
"594","Alaria","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"evadne",76,"evadne"
"595","Alaria","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"fish_egg",51,"fish_egg"
"596","Alaria","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"gastropoda",1681,"gastropoda"
"597","Alaria","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"holoplankton",20934,"holoplankton"
"598","Alaria","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"meroplankton",2941,"meroplankton"
"599","Alaria","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"microfibers",25,"microfibers"
"600","Alaria","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"obelia",2,"obelia"
"601","Alaria","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"ophiura_larvae",2,"ophiura_larvae"
"602","Alaria","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"other_polychaetae_larvae",2,"other_polychaetae_larvae"
"603","Alaria","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"podon",2,"podon"
"604","Alaria","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"sabellariidae",306,"sabellariidae"
"605","Alaria","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"spionida",2,"spionida"
"606","Alaria","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"total_balanoida",76,"total_balanoida"
"607","Alaria","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"total_brachiopoda",78,"total_brachiopoda"
"608","Alaria","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"total_copepoda",16425,"total_copepoda"
"609","Alaria","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"total_hydrozoa",2,"total_hydrozoa"
"610","Alaria","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"total_malacostraca",178,"total_malacostraca"
"611","Alaria","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"total_polychaeta",310,"total_polychaeta"
"612","Saccharina","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"bivalvia",764,"bivalvia"
"613","Saccharina","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"bryozoa",2,"bryozoa"
"614","Saccharina","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"copepod_nauplii",11026,"copepod_nauplii"
"615","Saccharina","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"copepods",5399,"copepods"
"616","Saccharina","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"decapoda_larvae",178,"decapoda_larvae"
"617","Saccharina","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"evadne",76,"evadne"
"618","Saccharina","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"fish_egg",51,"fish_egg"
"619","Saccharina","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"gastropoda",1681,"gastropoda"
"620","Saccharina","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"holoplankton",20934,"holoplankton"
"621","Saccharina","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"meroplankton",2941,"meroplankton"
"622","Saccharina","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"microfibers",25,"microfibers"
"623","Saccharina","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"obelia",2,"obelia"
"624","Saccharina","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"ophiura_larvae",2,"ophiura_larvae"
"625","Saccharina","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"other_polychaetae_larvae",2,"other_polychaetae_larvae"
"626","Saccharina","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"podon",2,"podon"
"627","Saccharina","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"sabellariidae",306,"sabellariidae"
"628","Saccharina","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"spionida",2,"spionida"
"629","Saccharina","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"total_balanoida",76,"total_balanoida"
"630","Saccharina","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"total_brachiopoda",78,"total_brachiopoda"
"631","Saccharina","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"total_copepoda",16425,"total_copepoda"
"632","Saccharina","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"total_hydrozoa",2,"total_hydrozoa"
"633","Saccharina","Pabay_16_9_21_1","Pabay","16_9_2021",16,9,2021,"zooplankton",23875,"total_malacostraca",178,"total_malacostraca"
