"","Seaweed","Sample_code","Site","Location","Station_no","Date","Day","Month","Year","Notes on blades","Sample no","Total_Zooplankton","total reads","Total_Phytoplankton","taxa","abundance","sample_type"
"9294","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Minutocellus polymorphus...143",0,"eDNA"
"9295","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Minutocellus polymorphus...144",0,"eDNA"
"9296","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Lithodesmium intricatum...145",0,"eDNA"
"9297","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Pinnularia subanglica",0,"eDNA"
"9298","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Minutocellus polymorphus...147",0,"eDNA"
"9299","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Lithodesmium intricatum...148",0,"eDNA"
"9300","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Minutocellus polymorphus...149",0,"eDNA"
"9301","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Lithodesmium undulatum...150",0,"eDNA"
"9302","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Hemiaulus sinensis...151",0,"eDNA"
"9303","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Lithodesmium intricatum...152",0,"eDNA"
"9304","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Lithodesmium undulatum...153",0,"eDNA"
"9305","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Hemiaulus sinensis...154",0,"eDNA"
"9306","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Minutocellus polymorphus...155",0,"eDNA"
"9307","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Ditylum brightwellii...156",0,"eDNA"
"9308","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Gomphonema parvulum",0,"eDNA"
"9309","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Emiliania huxleyi...158",0.020943662,"eDNA"
"9310","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Emiliania huxleyi...159",0,"eDNA"
"9311","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Chrysochromulina tobinii...160",0,"eDNA"
"9312","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Emiliania huxleyi...161",0,"eDNA"
"9313","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Chrysochromulina tobinii...162",0,"eDNA"
"9314","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Chrysochromulina sp. NIES-1333",0,"eDNA"
"9315","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Phaeocystis globosa...164",0,"eDNA"
"9316","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Phaeocystis globosa...165",0,"eDNA"
"9317","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Phaeocystis globosa...166",0,"eDNA"
"9318","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Phaeocystis antarctica",0,"eDNA"
"9319","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Skeletonema menzelii...168",0.463752506,"eDNA"
"9320","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Phaeocystis globosa...169",0,"eDNA"
"9321","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Chrysophyceae sp.",0,"eDNA"
"9322","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Pedospumella sinomuralis...171",0,"eDNA"
"9323","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Pedospumella sinomuralis...172",0,"eDNA"
"9324","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Pedospumella sp. JBM19",0,"eDNA"
"9325","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Pedospumella sp....174",0,"eDNA"
"9326","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Pedospumella sinomuralis...175",0,"eDNA"
"9327","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Pedospumella sp....176",0,"eDNA"
"9328","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Pedospumella sp....177",0,"eDNA"
"9329","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Pedospumella sp....178",0,"eDNA"
"9330","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Chaetoceros tenuissimus...179",0,"eDNA"
"9331","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Dinobryon cylindricollarium",0,"eDNA"
"9332","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Paraphysomonas sp.",0,"eDNA"
"9333","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Pedospumella sinomuralis...182",0,"eDNA"
"9334","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Pedospumella sp....183",0,"eDNA"
"9335","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Pedospumella sp....184",0,"eDNA"
"9336","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Guillardia theta",0,"eDNA"
"9337","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Pseudochattonella verruculosa",0,"eDNA"
"9338","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Octactis speculum...187",0,"eDNA"
"9339","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Pseudochattonella farcimen...188",0,"eDNA"
"9340","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Octactis speculum...189",0,"eDNA"
"9341","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Guinardia delicatula...190",0,"eDNA"
"9342","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Pseudochattonella farcimen...191",0,"eDNA"
"9343","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Durinskia baltica",0,"eDNA"
"9344","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"uncultured Kareniaceae...193",0,"eDNA"
"9345","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"uncultured dinoflagellate",0,"eDNA"
"9346","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"uncultured Kareniaceae...195",0,"eDNA"
"9347","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Microchloropsis salina",0,"eDNA"
"9348","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Ministeria vibrans",0,"eDNA"
"9349","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Guinardia delicatula...198",0,"eDNA"
"9350","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Aureococcus anophagefferens",0,"eDNA"
"9351","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Guinardia delicatula...200",0,"eDNA"
"9352","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Skeletonema potamos...201",0,"eDNA"
"9353","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Skeletonema marinoi",0,"eDNA"
"9354","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Pleurosigma inscriptura...203",0,"eDNA"
"9355","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Cyclotella cryptica...204",0.038895371,"eDNA"
"9356","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Chaetoceros socialis...205",0,"eDNA"
"9357","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Chaetoceros tenuissimus...206",0,"eDNA"
"9358","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Thalassiosira punctigera...207",0,"eDNA"
"9359","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Podosira stelligera",0,"eDNA"
"9360","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Stephanodiscus cf. minutulus...209",0,"eDNA"
"9361","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Skeletonema menzelii...210",0,"eDNA"
"9362","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Guinardia striata...211",0,"eDNA"
"9363","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Guinardia delicatula...212",0,"eDNA"
"9364","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Pleurosigma sp. mgcode 4",0,"eDNA"
"9365","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Cyclotella cryptica...214",0,"eDNA"
"9366","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Guinardia striata...215",0,"eDNA"
"9367","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Guinardia delicatula...216",0,"eDNA"
"9368","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Thalassiosira rotula...217",0,"eDNA"
"9369","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Thalassiosira nordenskioeldii...218",0,"eDNA"
"9370","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Guinardia delicatula...219",0,"eDNA"
"9371","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Rhizosolenia setigera...220",0,"eDNA"
"9372","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Discostella sp. clade A (type II)",0,"eDNA"
"9373","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Chaetoceros tenuissimus...222",0,"eDNA"
"9374","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Cyclotella cryptica...223",0,"eDNA"
"9375","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Pinnularia sp. 9 CS-2011",0,"eDNA"
"9376","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Chaetoceros socialis...225",0,"eDNA"
"9377","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Thalassiosira rotula...226",0,"eDNA"
"9378","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Skeletonema menzelii...227",0,"eDNA"
"9379","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Thalassiosira punctigera...228",0,"eDNA"
"9380","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Skeletonema menzelii...229",0,"eDNA"
"9381","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Guinardia delicatula...230",0,"eDNA"
"9382","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Chaetoceros tenuissimus...231",0,"eDNA"
"9383","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Thalassiosira rotula...232",0,"eDNA"
"9384","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Cyclotella cryptica...233",0,"eDNA"
"9385","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Thalassiosira rotula...234",0,"eDNA"
"9386","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Pleurosigma inscriptura...235",0,"eDNA"
"9387","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Guinardia delicatula...236",0,"eDNA"
"9388","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Thalassiosira rotula...237",0,"eDNA"
"9389","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Thalassiosira rotula...238",0,"eDNA"
"9390","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Skeletonema subsalsum",0,"eDNA"
"9391","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Chaetoceros socialis...240",0,"eDNA"
"9392","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Skeletonema potamos...241",0,"eDNA"
"9393","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Skeletonema menzelii...242",0,"eDNA"
"9394","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Thalassiosira nordenskioeldii...243",0,"eDNA"
"9395","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Thalassiosira rotula...244",0,"eDNA"
"9396","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Chaetoceros tenuissimus...245",0,"eDNA"
"9397","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Schizostauron trachyderma",0,"eDNA"
"9398","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Thalassiosira rotula...247",0,"eDNA"
"9399","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Skeletonema menzelii...248",0,"eDNA"
"9400","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Guinardia delicatula...249",0,"eDNA"
"9401","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Thalassiosira rotula...250",0,"eDNA"
"9402","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Stephanodiscus cf. minutulus...251",0,"eDNA"
"9403","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Thalassiosira rotula...252",0,"eDNA"
"9404","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Chaetoceros tenuissimus...253",0,"eDNA"
"9405","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Guinardia striata...254",0,"eDNA"
"9406","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Thalassiosira rotula...255",0,"eDNA"
"9407","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Thalassiosira rotula...256",0,"eDNA"
"9408","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Haslea ostrearia",0,"eDNA"
"9409","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Skeletonema menzelii...258",0,"eDNA"
"9410","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Thalassionema nitzschioides...259",0,"eDNA"
"9411","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Thalassionema nitzschioides...260",0,"eDNA"
"9412","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Thalassionema nitzschioides...261",0,"eDNA"
"9413","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Minutocellus polymorphus...262",0.338090536,"eDNA"
"9414","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Ditylum brightwellii...263",0,"eDNA"
"9415","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Minutocellus polymorphus...264",0,"eDNA"
"9416","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Minutocellus polymorphus...265",0,"eDNA"
"9417","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Minutocellus polymorphus...266",0.284235407,"eDNA"
"9418","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Minutocellus polymorphus...267",0,"eDNA"
"9419","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Minutocellus polymorphus...268",0,"eDNA"
"9420","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Lithodesmium intricatum...269",0,"eDNA"
"9421","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Minutocellus polymorphus...270",0,"eDNA"
"9422","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Lithodesmium undulatum...271",0,"eDNA"
"9423","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Minutocellus polymorphus...272",0,"eDNA"
"9424","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Ditylum brightwellii...273",0,"eDNA"
"9425","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Lithodesmium undulatum...274",0,"eDNA"
"9426","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Lithodesmium intricatum...275",0,"eDNA"
"9427","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Minutocellus polymorphus...276",0,"eDNA"
"9428","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Minutocellus polymorphus...277",0,"eDNA"
"9429","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Minutocellus polymorphus...278",0,"eDNA"
"9430","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Minutocellus polymorphus...279",0,"eDNA"
"9431","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Lithodesmium undulatum...280",0,"eDNA"
"9432","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Dimeregramma acutum...281",0,"eDNA"
"9433","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Minutocellus polymorphus...282",0,"eDNA"
"9434","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Minutocellus polymorphus...283",0,"eDNA"
"9435","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Ditylum brightwellii...284",0,"eDNA"
"9436","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Minutocellus polymorphus...285",0,"eDNA"
"9437","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Hemiaulus sinensis...286",0,"eDNA"
"9438","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Ditylum brightwellii...287",0,"eDNA"
"9439","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Cernosvitoviella minor...288",0,"eDNA"
"9440","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Prionospio fallax",0,"eDNA"
"9441","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Dasybranchus sp. DH1...290",0,"eDNA"
"9442","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Ceriantharia gen. n. sp. n. US-2023",0,"eDNA"
"9443","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Edwardsia timida",0,"eDNA"
"9444","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Clytia sp. 2 AFC-2016...293",0,"eDNA"
"9445","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Bougainvillia muscus...294",0,"eDNA"
"9446","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Maresearsia praeclara",0,"eDNA"
"9447","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Garveia annulata...296",0,"eDNA"
"9448","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Aequorea sp. USNM IZ 1448486",0,"eDNA"
"9449","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Bougainvillia muscus...298",0,"eDNA"
"9450","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Aglaophenia tubulifera...299",0,"eDNA"
"9451","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Obelia bidentata...300",0,"eDNA"
"9452","Saccharina","Pabay_16_9_21_1","Pabay","NE",1,"16_9_2021",16,9,2021,NA,2,23875,16711.5,24721,"Lanice conchilega...301",0,"eDNA"
