Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU
Metazoa,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Semibalanus,Semibalanus balanoides,Semibalanus balanoides
Metazoa,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Semibalanus,Semibalanus balanoides,Semibalanus balanoides
Metazoa,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Semibalanus,Semibalanus balanoides,Semibalanus balanoides
Metazoa,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Semibalanus,Semibalanus balanoides,Semibalanus balanoides
Metazoa,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Semibalanus,Semibalanus balanoides,Semibalanus balanoides
Metazoa,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Semibalanus,Semibalanus balanoides,Semibalanus balanoides
Metazoa,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Semibalanus,Semibalanus balanoides,Semibalanus balanoides
Metazoa,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Cernosvitoviella,Cernosvitoviella minor,Cernosvitoviella minor
Metazoa,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Semibalanus,Semibalanus balanoides,Semibalanus balanoides
Metazoa,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Semibalanus,Semibalanus balanoides,Semibalanus balanoides
Metazoa,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,Balanus crenatus,Balanus crenatus
Metazoa,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Semibalanus,Semibalanus balanoides,Semibalanus balanoides
Metazoa,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Semibalanus,Semibalanus balanoides,Semibalanus balanoides
Metazoa,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Semibalanus,Semibalanus balanoides,Semibalanus balanoides
Metazoa,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Semibalanus,Semibalanus balanoides,Semibalanus balanoides
Metazoa,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Semibalanus,Semibalanus balanoides,Semibalanus balanoides
Metazoa,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Semibalanus,Semibalanus balanoides,Semibalanus balanoides
Metazoa,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Semibalanus,Semibalanus balanoides,Semibalanus balanoides
Metazoa,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Cernosvitoviella,Cernosvitoviella pusilla,Cernosvitoviella pusilla
Metazoa,Arthropoda,Unknown,Unknown,Unknown,Unknown,Crustacea environmental sample,Crustacea environmental sample
Metazoa,Bryozoa,Gymnolaemata,Cheilostomatida,Hippothoidae,Celleporella,Celleporella hyalina,Celleporella hyalina
Metazoa,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Electra,Electra pilosa,Electra pilosa
Metazoa,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Electra,Electra pilosa,Electra pilosa
Metazoa,Bryozoa,Gymnolaemata,Cheilostomatida,Hippothoidae,Celleporella,Celleporella hyalina,Celleporella hyalina
Metazoa,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Electra,Electra pilosa,Electra pilosa
Metazoa,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Electra,Electra pilosa,Electra pilosa
Metazoa,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,Parasagitta setosa,Parasagitta setosa
Metazoa,Chaetognatha,Unknown,Unknown,Unknown,Unknown,Chaetognatha environmental sample,Chaetognatha environmental sample
