,seaweed,sample_code,site,location,station_no,date,day,month,year,notes_on_blades,sample_no,species_id,measurement_value,measurement_type,measurement_origin,parsed_date,species_name,X,kingdom,phylum,class,order,family,genus
4347,Alaria,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,cephalothrix,NA,NA,NA,30/10/2021,cephalothrix,82,Animalia,Nemertea,Palaeonemertea,Archinemertea,Cephalotrichidae,Cephalothrix
4348,Alaria,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,haplonemertea,NA,NA,NA,30/10/2021,haplonemertea,NA,NA,NA,NA,NA,NA,NA
4349,Alaria,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,oligochaeta_nereididae,NA,NA,NA,30/10/2021,oligochaeta nereididae,NA,NA,NA,NA,NA,NA,NA
4350,Alaria,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,ostracoda,NA,NA,NA,30/10/2021,ostracoda,83,Animalia,Arthropoda,Ostracoda,NA,NA,NA
4351,Alaria,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,polychaeta_larvae,NA,NA,NA,30/10/2021,polychaeta larvae,NA,NA,NA,NA,NA,NA,NA
4352,Alaria,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,phyllodocida,NA,NA,NA,30/10/2021,phyllodocida,84,Animalia,Annelida,Polychaeta,Phyllodocida,NA,NA
4353,Alaria,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,polycheate_tube,NA,NA,NA,30/10/2021,polycheate tube,NA,NA,NA,NA,NA,NA,NA
4354,Alaria,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,foraminifer,NA,NA,NA,30/10/2021,foraminifer,NA,NA,NA,NA,NA,NA,NA
4355,Alaria,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,x,NA,NA,NA,30/10/2021,x,NA,NA,NA,NA,NA,NA,NA
4356,Alaria,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,x_1,NA,NA,NA,30/10/2021,x 1,NA,NA,NA,NA,NA,NA,NA
4357,Alaria,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,blade_amphipod_p_cm,NA,blade_abundance,blade_abundance,30/10/2021,blade amphipod p cm,NA,NA,NA,NA,NA,NA,NA
4358,Alaria,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,blade_bivalvia_p_cm,NA,blade_abundance,blade_abundance,30/10/2021,blade bivalvia p cm,NA,NA,NA,NA,NA,NA,NA
4359,Alaria,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,blade_copepoda_p_cm,NA,blade_abundance,blade_abundance,30/10/2021,blade copepoda p cm,NA,NA,NA,NA,NA,NA,NA
4360,Alaria,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,blade_polychaete_p_cm,NA,blade_abundance,blade_abundance,30/10/2021,blade polychaete p cm,NA,NA,NA,NA,NA,NA,NA
4361,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,total_phytoplankton,7855,NA,NA,30/10/2021,total phytoplankton,NA,NA,NA,NA,NA,NA,NA
4362,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,total_zooplankton,3618,NA,NA,30/10/2021,total zooplankton,NA,NA,NA,NA,NA,NA,NA
4363,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,zooplank_abundance_bivalvia,119,abundance,plankton,30/10/2021,zooplank abundance bivalvia,NA,NA,NA,NA,NA,NA,NA
4364,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,zooplank_abundance_bryozoa_larvae,34,abundance,plankton,30/10/2021,zooplank abundance bryozoa larvae,NA,NA,NA,NA,NA,NA,NA
4365,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,zooplank_abundance_gastropoda,85,abundance,plankton,30/10/2021,zooplank abundance gastropoda,NA,NA,NA,NA,NA,NA,NA
4366,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,zooplank_abundance_holoplankton,3295,abundance,plankton,30/10/2021,zooplank abundance holoplankton,NA,NA,NA,NA,NA,NA,NA
4367,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,zooplank_abundance_hydroids,0,abundance,plankton,30/10/2021,zooplank abundance hydroids,NA,NA,NA,NA,NA,NA,NA
4368,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,zooplank_abundance_obelia,0,abundance,plankton,30/10/2021,zooplank abundance obelia,NA,NA,NA,NA,NA,NA,NA
4369,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,zooplank_abundance_total_hydrozoa,0,abundance,plankton,30/10/2021,zooplank abundance total hydrozoa,NA,NA,NA,NA,NA,NA,NA
4370,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,zooplank_abundance_meroplankton,323,abundance,plankton,30/10/2021,zooplank abundance meroplankton,NA,NA,NA,NA,NA,NA,NA
4371,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,zooplank_abundance_total_balanoida,0,abundance,plankton,30/10/2021,zooplank abundance total balanoida,NA,NA,NA,NA,NA,NA,NA
4372,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,zooplank_abundance_total_brachiopoda,0,abundance,plankton,30/10/2021,zooplank abundance total brachiopoda,NA,NA,NA,NA,NA,NA,NA
4373,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,zooplank_abundance_total_copepoda,3158,abundance,plankton,30/10/2021,zooplank abundance total copepoda,NA,NA,NA,NA,NA,NA,NA
4374,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,zooplank_abundance_total_malacostraca,0,abundance,plankton,30/10/2021,zooplank abundance total malacostraca,NA,NA,NA,NA,NA,NA,NA
4375,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,zooplank_abundance_total_polychaeta,85,abundance,plankton,30/10/2021,zooplank abundance total polychaeta,NA,NA,NA,NA,NA,NA,NA
4376,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,unknown_jellies,0,NA,NA,30/10/2021,unknown jellies,NA,NA,NA,NA,NA,NA,NA
4377,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,total_reads,1226.5,NA,NA,30/10/2021,total reads,NA,NA,NA,NA,NA,NA,NA
4378,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,otu_celleporella_hyalina,0,otu,edna,30/10/2021,celleporella hyalina,NA,NA,NA,NA,NA,NA,NA
4379,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,otu_doto_coronata,0,otu,edna,30/10/2021,doto coronata,NA,NA,NA,NA,NA,NA,NA
4380,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,otu_ectocarpus_subulatus,0,otu,edna,30/10/2021,ectocarpus subulatus,NA,NA,NA,NA,NA,NA,NA
4381,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,otu_electra_pilosa,0,otu,edna,30/10/2021,electra pilosa,NA,NA,NA,NA,NA,NA,NA
4382,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,otu_jassa_herdmani,0,otu,edna,30/10/2021,jassa herdmani,NA,NA,NA,NA,NA,NA,NA
4383,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,otu_lacuna_vincta,0,otu,edna,30/10/2021,lacuna vincta,NA,NA,NA,NA,NA,NA,NA
4384,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,otu_membranipora_membranacea,0,otu,edna,30/10/2021,membranipora membranacea,NA,NA,NA,NA,NA,NA,NA
4385,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,otu_mytilidae,0,otu,edna,30/10/2021,mytilidae,NA,NA,NA,NA,NA,NA,NA
4386,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,otu_obelia,0,otu,edna,30/10/2021,obelia,NA,NA,NA,NA,NA,NA,NA
4387,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,otu_obelia_bidentata,0,otu,edna,30/10/2021,obelia bidentata,NA,NA,NA,NA,NA,NA,NA
4388,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,otu_obelia_dichotoma,0,otu,edna,30/10/2021,obelia dichotoma,NA,NA,NA,NA,NA,NA,NA
4389,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,otu_rissoa_guernei,0,otu,edna,30/10/2021,rissoa guernei,NA,NA,NA,NA,NA,NA,NA
4390,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,otu_total_amphipoda,0,otu,edna,30/10/2021,total amphipoda,NA,NA,NA,NA,NA,NA,NA
4391,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,otu_total_annelida,0,otu,edna,30/10/2021,total annelida,NA,NA,NA,NA,NA,NA,NA
4392,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,otu_total_balanoida,0,otu,edna,30/10/2021,total balanoida,NA,NA,NA,NA,NA,NA,NA
4393,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,otu_total_bivalvia,0,otu,edna,30/10/2021,total bivalvia,NA,NA,NA,NA,NA,NA,NA
4394,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,otu_total_copepoda,0,otu,edna,30/10/2021,total copepoda,NA,NA,NA,NA,NA,NA,NA
4395,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,otu_total_gastropoda,0,otu,edna,30/10/2021,total gastropoda,NA,NA,NA,NA,NA,NA,NA
4396,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,otu_total_hydrozoa,0,otu,edna,30/10/2021,total hydrozoa,NA,NA,NA,NA,NA,NA,NA
4397,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,total_brachiopoda_otu,0,NA,NA,30/10/2021,total brachiopoda otu,NA,NA,NA,NA,NA,NA,NA
4398,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,blade_area,NA,NA,NA,30/10/2021,blade area,NA,NA,NA,NA,NA,NA,NA
4399,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,total_area,NA,NA,NA,30/10/2021,total area,NA,NA,NA,NA,NA,NA,NA
4400,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,for_standardizing,NA,NA,NA,30/10/2021,for standardizing,NA,NA,NA,NA,NA,NA,NA
4401,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,species_richness,0,NA,NA,30/10/2021,species richness,NA,NA,NA,NA,NA,NA,NA
4402,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,percent_blade_hydrozoans,NA,blade_coverage,blade_coverage,30/10/2021,percent blade hydrozoans,NA,NA,NA,NA,NA,NA,NA
4403,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,percent_blade_bryozoans,NA,blade_coverage,blade_coverage,30/10/2021,percent blade bryozoans,NA,NA,NA,NA,NA,NA,NA
4404,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,percent_blade_ectocarpus,NA,blade_coverage,blade_coverage,30/10/2021,percent blade ectocarpus,NA,NA,NA,NA,NA,NA,NA
4405,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,mussel_juveniles,NA,NA,NA,30/10/2021,mussel juveniles,NA,NA,NA,NA,NA,NA,NA
4406,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,percent_epiphytes,NA,blade_coverage,blade_coverage,30/10/2021,percent epiphytes,NA,NA,NA,NA,NA,NA,NA
4407,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,percent_brown_blotches,NA,blade_coverage,blade_coverage,30/10/2021,percent brown blotches,NA,NA,NA,NA,NA,NA,NA
4408,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,percent_hydrozoans,NA,blade_coverage,blade_coverage,30/10/2021,percent hydrozoans,NA,NA,NA,NA,NA,NA,NA
4409,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,percent_bryozoans,NA,blade_coverage,blade_coverage,30/10/2021,percent bryozoans,NA,NA,NA,NA,NA,NA,NA
4410,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,tufts_cm2,NA,NA,NA,30/10/2021,tufts cm2,NA,NA,NA,NA,NA,NA,NA
4411,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,total_amphipoda,NA,NA,NA,30/10/2021,total amphipoda,NA,NA,NA,NA,NA,NA,NA
4412,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,total_bivalvia,NA,NA,NA,30/10/2021,total bivalvia,NA,NA,NA,NA,NA,NA,NA
4413,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,total_copepoda_2,NA,NA,NA,30/10/2021,total copepoda 2,NA,NA,NA,NA,NA,NA,NA
4414,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,total_gasteropoda,NA,NA,NA,30/10/2021,total gasteropoda,NA,NA,NA,NA,NA,NA,NA
4415,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,total_isopoda,NA,NA,NA,30/10/2021,total isopoda,NA,NA,NA,NA,NA,NA,NA
4416,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,total_nemerta,NA,NA,NA,30/10/2021,total nemerta,NA,NA,NA,NA,NA,NA,NA
4417,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,polychaeta_tot,NA,NA,NA,30/10/2021,polychaeta tot,NA,NA,NA,NA,NA,NA,NA
4418,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,halacaridae,NA,NA,NA,30/10/2021,halacaridae,52,Animalia,Arthropoda,Arachnida,Trombidiformes,Halacaridae,NA
4419,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,arthropod,NA,NA,NA,30/10/2021,arthropod,NA,NA,NA,NA,NA,NA,NA
4420,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,amphipod,NA,NA,NA,30/10/2021,amphipod,NA,NA,NA,NA,NA,NA,NA
4421,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,caprellidae,NA,NA,NA,30/10/2021,caprellidae,54,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,NA
4422,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,gammaridae,NA,NA,NA,30/10/2021,gammaridae,55,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,NA
4423,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,jassa,NA,NA,NA,30/10/2021,jassa,56,Animalia,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Jassa
4424,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,annelida_tube,NA,NA,NA,30/10/2021,annelida tube,NA,NA,NA,NA,NA,NA,NA
4425,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,asteroidea,NA,NA,NA,30/10/2021,asteroidea,57,Animalia,Echinodermata,Asteroidea,NA,NA,NA
4426,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,bivalve,NA,NA,NA,30/10/2021,bivalve,NA,NA,NA,NA,NA,NA,NA
4427,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,cerastoderma,NA,NA,NA,30/10/2021,cerastoderma,58,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma
4428,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,mytilus,NA,NA,NA,30/10/2021,mytilus,59,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus
4429,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,ostrea,NA,NA,NA,30/10/2021,ostrea,60,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea
4430,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,pecten,NA,NA,NA,30/10/2021,pecten,61,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Pecten
4431,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,scallop_brown,NA,NA,NA,30/10/2021,scallop brown,NA,NA,NA,NA,NA,NA,NA
4432,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,scallop_pink,NA,NA,NA,30/10/2021,scallop pink,NA,NA,NA,NA,NA,NA,NA
4433,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,cirripedia,NA,NA,NA,30/10/2021,cirripedia,62,Animalia,Arthropoda,Thecostraca,NA,NA,NA
4434,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,copepod,NA,NA,NA,30/10/2021,copepod,NA,NA,NA,NA,NA,NA,NA
4435,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,harpacticoida,NA,NA,NA,30/10/2021,harpacticoida,64,Animalia,Arthropoda,Copepoda,Harpacticoida,NA,NA
4436,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,corophium,NA,NA,NA,30/10/2021,corophium,65,Animalia,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Corophium
4437,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,cumacea,NA,NA,NA,30/10/2021,cumacea,66,Animalia,Arthropoda,Malacostraca,Cumacea,NA,NA
4438,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,cancer_pagurus,NA,NA,NA,30/10/2021,cancer pagurus,67,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer
4439,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,brachyura,NA,NA,NA,30/10/2021,brachyura,68,Animalia,Arthropoda,Malacostraca,Decapoda,NA,NA
4440,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,dendronotidae,NA,NA,NA,30/10/2021,dendronotidae,69,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,NA
4441,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,echinoidea,NA,NA,NA,30/10/2021,echinoidea,70,Animalia,Echinodermata,Echinoidea,NA,NA,NA
4442,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,calcareous,NA,NA,NA,30/10/2021,calcareous,NA,NA,NA,NA,NA,NA,NA
4443,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,euphausiacea,NA,NA,NA,30/10/2021,euphausiacea,71,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA
4444,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,gastropod,NA,NA,NA,30/10/2021,gastropod,NA,NA,NA,NA,NA,NA,NA
4445,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,gibbula,NA,NA,NA,30/10/2021,gibbula,73,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Gibbula
4446,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,lacuna,NA,NA,NA,30/10/2021,lacuna,74,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuna
4447,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,rissoa,NA,NA,NA,30/10/2021,rissoa,75,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Rissoa
4448,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,patella,NA,NA,NA,30/10/2021,patella,76,Animalia,Mollusca,Gastropoda,NA,Patellidae,Patella
4449,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,isopod,NA,NA,NA,30/10/2021,isopod,NA,NA,NA,NA,NA,NA,NA
4450,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,idoteidae,NA,NA,NA,30/10/2021,idoteidae,78,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,NA
4451,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,janiridae,NA,NA,NA,30/10/2021,janiridae,79,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,NA
4452,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,isopod_larvae,NA,NA,NA,30/10/2021,isopod larvae,NA,NA,NA,NA,NA,NA,NA
4453,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,zoea_larva,NA,NA,NA,30/10/2021,zoea larva,NA,NA,NA,NA,NA,NA,NA
4454,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,mysid,NA,NA,NA,30/10/2021,mysid,NA,NA,NA,NA,NA,NA,NA
4455,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,nemertea,NA,NA,NA,30/10/2021,nemertea,81,Animalia,Nemertea,NA,NA,NA,NA
4456,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,cephalothrix,NA,NA,NA,30/10/2021,cephalothrix,82,Animalia,Nemertea,Palaeonemertea,Archinemertea,Cephalotrichidae,Cephalothrix
4457,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,haplonemertea,NA,NA,NA,30/10/2021,haplonemertea,NA,NA,NA,NA,NA,NA,NA
4458,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,oligochaeta_nereididae,NA,NA,NA,30/10/2021,oligochaeta nereididae,NA,NA,NA,NA,NA,NA,NA
4459,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,ostracoda,NA,NA,NA,30/10/2021,ostracoda,83,Animalia,Arthropoda,Ostracoda,NA,NA,NA
4460,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,polychaeta_larvae,NA,NA,NA,30/10/2021,polychaeta larvae,NA,NA,NA,NA,NA,NA,NA
4461,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,phyllodocida,NA,NA,NA,30/10/2021,phyllodocida,84,Animalia,Annelida,Polychaeta,Phyllodocida,NA,NA
4462,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,polycheate_tube,NA,NA,NA,30/10/2021,polycheate tube,NA,NA,NA,NA,NA,NA,NA
4463,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,foraminifer,NA,NA,NA,30/10/2021,foraminifer,NA,NA,NA,NA,NA,NA,NA
4464,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,x,NA,NA,NA,30/10/2021,x,NA,NA,NA,NA,NA,NA,NA
4465,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,x_1,NA,NA,NA,30/10/2021,x 1,NA,NA,NA,NA,NA,NA,NA
4466,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,blade_amphipod_p_cm,NA,blade_abundance,blade_abundance,30/10/2021,blade amphipod p cm,NA,NA,NA,NA,NA,NA,NA
4467,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,blade_bivalvia_p_cm,NA,blade_abundance,blade_abundance,30/10/2021,blade bivalvia p cm,NA,NA,NA,NA,NA,NA,NA
4468,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,blade_copepoda_p_cm,NA,blade_abundance,blade_abundance,30/10/2021,blade copepoda p cm,NA,NA,NA,NA,NA,NA,NA
4469,Alaria,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,blade_polychaete_p_cm,NA,blade_abundance,blade_abundance,30/10/2021,blade polychaete p cm,NA,NA,NA,NA,NA,NA,NA
4470,Alaria,Pabay_30_10_21_3,Pabay,Mid,3,30_10_2021,30,10,2021,,3,total_phytoplankton,3234,NA,NA,30/10/2021,total phytoplankton,NA,NA,NA,NA,NA,NA,NA
4471,Alaria,Pabay_30_10_21_3,Pabay,Mid,3,30_10_2021,30,10,2021,,3,total_zooplankton,3096,NA,NA,30/10/2021,total zooplankton,NA,NA,NA,NA,NA,NA,NA
4472,Alaria,Pabay_30_10_21_3,Pabay,Mid,3,30_10_2021,30,10,2021,,3,zooplank_abundance_bivalvia,85,abundance,plankton,30/10/2021,zooplank abundance bivalvia,NA,NA,NA,NA,NA,NA,NA
4473,Alaria,Pabay_30_10_21_3,Pabay,Mid,3,30_10_2021,30,10,2021,,3,zooplank_abundance_bryozoa_larvae,2,abundance,plankton,30/10/2021,zooplank abundance bryozoa larvae,NA,NA,NA,NA,NA,NA,NA
4474,Alaria,Pabay_30_10_21_3,Pabay,Mid,3,30_10_2021,30,10,2021,,3,zooplank_abundance_gastropoda,2,abundance,plankton,30/10/2021,zooplank abundance gastropoda,NA,NA,NA,NA,NA,NA,NA
4475,Alaria,Pabay_30_10_21_3,Pabay,Mid,3,30_10_2021,30,10,2021,,3,zooplank_abundance_holoplankton,2954,abundance,plankton,30/10/2021,zooplank abundance holoplankton,NA,NA,NA,NA,NA,NA,NA
4476,Alaria,Pabay_30_10_21_3,Pabay,Mid,3,30_10_2021,30,10,2021,,3,zooplank_abundance_hydroids,0,abundance,plankton,30/10/2021,zooplank abundance hydroids,NA,NA,NA,NA,NA,NA,NA
